"grade","subject","chapter","topic","scope_note","topic_raw"
"9-10","business-entrepreneurship","অধ্যায় ১: ব্যবসায় পরিচিতি","বাংলাদেশের ব্যবসায়িক পরিবেশ","","বাংলাদেশের ব্যবসায়িক পরিবেশ"
"9-10","business-entrepreneurship","অধ্যায় ২: ব্যবসায় উদ্যোগ ও উদ্যোক্তা","উদ্যোগ ও ব্যবসায় উদ্যোক্তার ধারণা","","উদ্যোগ ও ব্যবসায় উদ্যোক্তার ধারণা"
"9-10","business-entrepreneurship","অধ্যায় ২: ব্যবসায় উদ্যোগ ও উদ্যোক্তা","উদ্যোক্তার গুণাবলি","","উদ্যোক্তার গুণাবলি"
"9-10","business-entrepreneurship","অধ্যায় ২: ব্যবসায় উদ্যোগ ও উদ্যোক্তা","ব্যবসায় উদ্যোক্তার বৈশিষ্ট্য ও কার্যাবলি","","ব্যবসায় উদ্যোক্তার বৈশিষ্ট্য ও কার্যাবলি"
"9-10","business-entrepreneurship","অধ্যায় ২: ব্যবসায় উদ্যোগ ও উদ্যোক্তা","উদ্যোগ ও ব্যবসায় উদ্যোক্তার পার্থক্য","","উদ্যোগ ও ব্যবসায় উদ্যোক্তার পার্থক্য"
"9-10","business-entrepreneurship","অধ্যায় ২: ব্যবসায় উদ্যোগ ও উদ্যোক্তা","ব্যবসায় উদ্যোক্তা ও ঝুঁকির সম্পর্ক","","ব্যবসায় উদ্যোক্তা ও ঝুঁকির সম্পর্ক"
"9-10","business-entrepreneurship","অধ্যায় ২: ব্যবসায় উদ্যোগ ও উদ্যোক্তা","ব্যবসায়িক উদ্যোগের অনুকূল পরিবেশ","অবকাঠামোগত, সরকারি পৃষ্ঠপোষকতা, আইন-শৃঙ্খলা, পুঁজি, প্রশিক্ষণ","ব্যবসায়িক উদ্যোগের অনুকূল পরিবেশ (অবকাঠামোগত, সরকারি পৃষ্ঠপোষকতা, আইন-শৃঙ্খলা, পুঁজি, প্রশিক্ষণ)"
"9-10","business-entrepreneurship","অধ্যায় ২: ব্যবসায় উদ্যোগ ও উদ্যোক্তা","বাংলাদেশে ব্যবসায় উদ্যোগ উন্নয়নে বাধা","পরিকল্পনার অভাব, চাকরির প্রতি আকর্ষণ, শিক্ষার অপর্যাপ্ততা, প্রয়োজনীয় অর্থসংস্থানের অভাব, প্রশিক্ষণের অভাব, রাজনৈতিক অস্থিরতা","বাংলাদেশে ব্যবসায় উদ্যোগ উন্নয়নে বাধা (পরিকল্পনার অভাব, চাকরির প্রতি আকর্ষণ, শিক্ষার অপর্যাপ্ততা, প্রয়োজনীয় অর্থসংস্থানের অভাব, প্রশিক্ষণের অভাব, রাজনৈতিক অস্থিরতা)"
"9-10","business-entrepreneurship","অধ্যায় ২: ব্যবসায় উদ্যোগ ও উদ্যোক্তা","বাংলাদেশে ব্যবসায় উদ্যোগ উন্নয়নে বাধা দূরীকরণের উপায়","","বাংলাদেশে ব্যবসায় উদ্যোগ উন্নয়নে বাধা দূরীকরণের উপায়"
"9-10","business-entrepreneurship","অধ্যায় ২: ব্যবসায় উদ্যোগ ও উদ্যোক্তা","আর্থ-সামাজিক উন্নয়নে ব্যবসায় উদ্যোক্তার গুরুত্ব","","আর্থ-সামাজিক উন্নয়নে ব্যবসায় উদ্যোক্তার গুরুত্ব"
"9-10","business-entrepreneurship","অধ্যায় ৩: আর্থিক সংস্থান","আত্মকর্মসংস্থানের ধারণা","","আত্মকর্মসংস্থানের ধারণা"
"9-10","business-entrepreneurship","অধ্যায় ৩: আর্থিক সংস্থান","আত্মকর্মসংস্থানের প্রয়োজনীয়তা","","আত্মকর্মসংস্থানের প্রয়োজনীয়তা"
"9-10","business-entrepreneurship","অধ্যায় ৩: আর্থিক সংস্থান","আত্মকর্মসংস্থান ও উদ্যোক্তার সম্পর্ক","","আত্মকর্মসংস্থান ও উদ্যোক্তার সম্পর্ক"
"9-10","business-entrepreneurship","অধ্যায় ৩: আর্থিক সংস্থান","আত্মকর্মসংস্থানের উপযুক্ত ক্ষেত্র","হস্তচালিত তাঁত, মধু বা মাটি তৈরি, মুরগিপালন, বাঁশজাত দ্রব্য, লবণ উৎপাদন, টেইলরিং, পোশাক প্রস্তুতকরণ ইত্যাদি","আত্মকর্মসংস্থানের উপযুক্ত ক্ষেত্র (হস্তচালিত তাঁত, মধু বা মাটি তৈরি, মুরগিপালন, বাঁশজাত দ্রব্য, লবণ উৎপাদন, টেইলরিং, পোশাক প্রস্তুতকরণ ইত্যাদি)"
"9-10","business-entrepreneurship","অধ্যায় ৩: আর্থিক সংস্থান","আত্মকর্মসংস্থানের উপযুক্ত ক্ষেত্র নির্বাচনে বিবেচ্য বিষয়","সঠিক পণ্য নির্বাচন, প্রাথমিক মূলধন, পণ্যের চাহিদা নির্ধারণ, অভিজ্ঞতা ও শিক্ষা, নিজের দুর্বলতা সম্পর্কে সচেতনতা, যৌথ উদ্যোগ, সঠিক কর্মী নির্বাচন, ব্যবসায়ের স্থান নির্বাচন, সঠিক প্রযুক্তি ব্যবহার, দেশের অর্থ-সামাজিক ও রাজনৈতিক অবস্থা সম্পর্কে অবহিত থাকা, ব্যবসায়িক ঝুঁকি মোকাবিলায় উপায় অবলম্বন","আত্মকর্মসংস্থানের উপযুক্ত ক্ষেত্র নির্বাচনে বিবেচ্য বিষয় (সঠিক পণ্য নির্বাচন, প্রাথমিক মূলধন, পণ্যের চাহিদা নির্ধারণ, অভিজ্ঞতা ও শিক্ষা, নিজের দুর্বলতা সম্পর্কে সচেতনতা, যৌথ উদ্যোগ, সঠিক কর্মী নির্বাচন, ব্যবসায়ের স্থান নির্বাচন, সঠিক প্রযুক্তি ব্যবহার, দেশের অর্থ-সামাজিক ও রাজনৈতিক অবস্থা সম্পর্কে অবহিত থাকা, ব্যবসায়িক ঝুঁকি মোকাবিলায় উপায় অবলম্বন)"
"9-10","business-entrepreneurship","অধ্যায় ৩: আর্থিক সংস্থান","আত্মকর্মসংস্থানে প্রশিক্ষণের প্রয়োজনীয়তা","কার্যক্রম ও পরিবেশের সাথে পরিচিতি, দক্ষ ও অভিজ্ঞ কর্মীদের অপ্রতুলতা দূরীকরণ, কর্মীর দক্ষতা বৃদ্ধি, সম্পদের সঠিক ব্যবহার, নৈতিক বল বৃদ্ধি, অপচয় ও দুর্ঘটনা-হ্রাস","আত্মকর্মসংস্থানে প্রশিক্ষণের প্রয়োজনীয়তা (কার্যক্রম ও পরিবেশের সাথে পরিচিতি, দক্ষ ও অভিজ্ঞ কর্মীদের অপ্রতুলতা দূরীকরণ, কর্মীর দক্ষতা বৃদ্ধি, সম্পদের সঠিক ব্যবহার, নৈতিক বল বৃদ্ধি, অপচয় ও দুর্ঘটনা-হ্রাস)"
"9-10","business-entrepreneurship","অধ্যায় ৩: আর্থিক সংস্থান","আত্মকর্মসংস্থানে সহায়ক প্রশিক্ষণ প্রতিষ্ঠান","বাংলাদেশ ইনস্টিটিউট অব ম্যানেজমেন্ট, মহিলা বিষয়ক মন্ত্রণালয়, বাংলাদেশ পল্লী উন্নয়ন বোর্ড, গ্রামীণ মহিলাদের কর্মসংস্থান প্রকল্প, যুব প্রশিক্ষণ কেন্দ্র, নেকটার, এনজিও","আত্মকর্মসংস্থানে সহায়ক প্রশিক্ষণ প্রতিষ্ঠান (বাংলাদেশ ইনস্টিটিউট অব ম্যানেজমেন্ট, মহিলা বিষয়ক মন্ত্রণালয়, বাংলাদেশ পল্লী উন্নয়ন বোর্ড, গ্রামীণ মহিলাদের কর্মসংস্থান প্রকল্প, যুব প্রশিক্ষণ কেন্দ্র, নেকটার, এনজিও)"
"9-10","business-entrepreneurship","অধ্যায় ৩: আর্থিক সংস্থান","আত্মকর্মসংস্থানে উদ্দীপকরণের উপায়","","আত্মকর্মসংস্থানে উদ্দীপকরণের উপায়"
"9-10","business-entrepreneurship","অধ্যায় ৪: মালিকানার ভিত্তিতে ব্যবসায়","মালিকানার ভিত্তিতে ব্যবসায়ের প্রকারভেদ","","মালিকানার ভিত্তিতে ব্যবসায়ের প্রকারভেদ"
"9-10","business-entrepreneurship","অধ্যায় ৪: মালিকানার ভিত্তিতে ব্যবসায়","একমালিকানা ব্যবসায়ের ধারণা, বৈশিষ্ট্য ও সুবিধা-অসুবিধা","","একমালিকানা ব্যবসায়ের ধারণা, বৈশিষ্ট্য ও সুবিধা-অসুবিধা"
"9-10","business-entrepreneurship","অধ্যায় ৪: মালিকানার ভিত্তিতে ব্যবসায়","একমালিকানা ব্যবসায়ের উপযুক্ত ক্ষেত্র","","একমালিকানা ব্যবসায়ের উপযুক্ত ক্ষেত্র"
"9-10","business-entrepreneurship","অধ্যায় ৪: মালিকানার ভিত্তিতে ব্যবসায়","অংশীদারি ব্যবসায়ের ধারণা, বৈশিষ্ট্য ও সুবিধা-অসুবিধা","","অংশীদারি ব্যবসায়ের ধারণা, বৈশিষ্ট্য ও সুবিধা-অসুবিধা"
"9-10","business-entrepreneurship","অধ্যায় ৪: মালিকানার ভিত্তিতে ব্যবসায়","অংশীদারি ব্যবসায়ের গঠনপ্রণালি ও চুক্তিপত্র","","অংশীদারি ব্যবসায়ের গঠনপ্রণালি ও চুক্তিপত্র"
"9-10","business-entrepreneurship","অধ্যায় ৪: মালিকানার ভিত্তিতে ব্যবসায়","অংশীদারি ব্যবসায়ের নিবন্ধন ও সুবিধা","","অংশীদারি ব্যবসায়ের নিবন্ধন ও সুবিধা"
"9-10","business-entrepreneurship","অধ্যায় ৪: মালিকানার ভিত্তিতে ব্যবসায়","অংশীদারদের প্রকারভেদ","সাধারণ, ঘুমন্ত, নামমাত্র, আপাতদৃষ্টিতে, সীমিত, আচরণে অনুমিত","অংশীদারদের প্রকারভেদ (সাধারণ, ঘুমন্ত, নামমাত্র, আপাতদৃষ্টিতে, সীমিত, আচরণে অনুমিত)"
"9-10","business-entrepreneurship","অধ্যায় ৪: মালিকানার ভিত্তিতে ব্যবসায়","অংশীদারি ব্যবসায়ের বিলোপসাধন","","অংশীদারি ব্যবসায়ের বিলোপসাধন"
"9-10","business-entrepreneurship","অধ্যায় ৪: মালিকানার ভিত্তিতে ব্যবসায়","যৌথমূলধনী ব্যবসায়ের ধারণা, বৈশিষ্ট্য ও সুবিধা-অসুবিধা","","যৌথমূলধনী ব্যবসায়ের ধারণা, বৈশিষ্ট্য ও সুবিধা-অসুবিধা"
"9-10","business-entrepreneurship","অধ্যায় ৪: মালিকানার ভিত্তিতে ব্যবসায়","পাবলিক ও প্রাইভেট লিমিটেড কোম্পানির পার্থক্য","","পাবলিক ও প্রাইভেট লিমিটেড কোম্পানির পার্থক্য"
"9-10","business-entrepreneurship","অধ্যায় ৪: মালিকানার ভিত্তিতে ব্যবসায়","সমবায় সমিতির ধারণা, বৈশিষ্ট্য, গঠন ও নীতিমালা","","সমবায় সমিতির ধারণা, বৈশিষ্ট্য, গঠন ও নীতিমালা"
"9-10","business-entrepreneurship","অধ্যায় ৪: মালিকানার ভিত্তিতে ব্যবসায়","বাংলাদেশে সমবায় সমিতির গুরুত্ব","","বাংলাদেশে সমবায় সমিতির গুরুত্ব"
"9-10","business-entrepreneurship","অধ্যায় ৪: মালিকানার ভিত্তিতে ব্যবসায়","রাষ্ট্রীয় ব্যবসায়ের ধারণা, বৈশিষ্ট্য ও বাংলাদেশের রাষ্ট্রীয় ব্যবসায়","","রাষ্ট্রীয় ব্যবসায়ের ধারণা, বৈশিষ্ট্য ও বাংলাদেশের রাষ্ট্রীয় ব্যবসায়"
"9-10","business-entrepreneurship","অধ্যায় ৫: ব্যবসায়ের আইনগত দিক","ব্যবসায়ের আইনগত দিক","","ব্যবসায়ের আইনগত দিক"
"9-10","business-entrepreneurship","অধ্যায় ৫: ব্যবসায়ের আইনগত দিক","লাইসেন্সের ধারণা ও প্রাপ্তির উপায়","","লাইসেন্সের ধারণা ও প্রাপ্তির উপায়"
"9-10","business-entrepreneurship","অধ্যায় ৫: ব্যবসায়ের আইনগত দিক","কোম্পানি নিবন্ধন","","কোম্পানি নিবন্ধন"
"9-10","business-entrepreneurship","অধ্যায় ৫: ব্যবসায়ের আইনগত দিক","ফ্র্যাঞ্চাইজিংয়ের ধারণা ও বৈশিষ্ট্য","","ফ্র্যাঞ্চাইজিংয়ের ধারণা ও বৈশিষ্ট্য"
"9-10","business-entrepreneurship","অধ্যায় ৫: ব্যবসায়ের আইনগত দিক","ফ্র্যাঞ্চাইজ চুক্তি","","ফ্র্যাঞ্চাইজ চুক্তি"
"9-10","business-entrepreneurship","অধ্যায় ৫: ব্যবসায়ের আইনগত দিক","মেধা সম্পদের ধারণা","","মেধা সম্পদের ধারণা"
"9-10","business-entrepreneurship","অধ্যায় ৫: ব্যবসায়ের আইনগত দিক","পেটেন্টের ধারণা, নিবন্ধন ও সুবিধা","","পেটেন্টের ধারণা, নিবন্ধন ও সুবিধা"
"9-10","business-entrepreneurship","অধ্যায় ৫: ব্যবসায়ের আইনগত দিক","পণ্য প্রতীক/ট্রেডমার্ক","","পণ্য প্রতীক/ট্রেডমার্ক"
"9-10","business-entrepreneurship","অধ্যায় ৫: ব্যবসায়ের আইনগত দিক","ট্রেডমার্ক রজিস্ট্রেশনের প্রয়োজনীয়তা ও সময়সীমা","","ট্রেডমার্ক রজিস্ট্রেশনের প্রয়োজনীয়তা ও সময়সীমা"
"9-10","business-entrepreneurship","অধ্যায় ৫: ব্যবসায়ের আইনগত দিক","কপিরাইটের ধারণা ও নিবন্ধন প্রক্রিয়া","","কপিরাইটের ধারণা ও নিবন্ধন প্রক্রিয়া"
"9-10","business-entrepreneurship","অধ্যায় ৫: ব্যবসায়ের আইনগত দিক","বাংলাদেশ স্ট্যান্ডার্ডস অ্যান্ড টেস্টিং ইনস্টিটিউশন","BSTI","বাংলাদেশ স্ট্যান্ডার্ডস অ্যান্ড টেস্টিং ইনস্টিটিউশন (BSTI)"
"9-10","business-entrepreneurship","অধ্যায় ৫: ব্যবসায়ের আইনগত দিক","বীমার ধারণা ও প্রয়োজনীয়তা","","বীমার ধারণা ও প্রয়োজনীয়তা"
"9-10","business-entrepreneurship","অধ্যায় ৫: ব্যবসায়ের আইনগত দিক","বীমার প্রকারভেদ","জীবন বীমা, নৌ বীমা, অগ্নি বীমা, দুর্ঘটনা বীমা","বীমার প্রকারভেদ (জীবন বীমা, নৌ বীমা, অগ্নি বীমা, দুর্ঘটনা বীমা)"
"9-10","business-entrepreneurship","অধ্যায় ৫: ব্যবসায়ের আইনগত দিক","বীমা করার প্রক্রিয়া","","বীমা করার প্রক্রিয়া"
"9-10","business-entrepreneurship","অধ্যায় ৬: ব্যবসায় পরিকল্পনা","ব্যবসায় পরিকল্পনার ধারণা","","ব্যবসায় পরিকল্পনার ধারণা"
"9-10","business-entrepreneurship","অধ্যায় ৬: ব্যবসায় পরিকল্পনা","ব্যবসায়পরিকল্পনার গুরুত্ব","","ব্যবসায়পরিকল্পনার গুরুত্ব"
"9-10","business-entrepreneurship","অধ্যায় ৬: ব্যবসায় পরিকল্পনা","ব্যবসায় পরিকল্পনা প্রণয়নের প্রক্রিয়া","","ব্যবসায় পরিকল্পনা প্রণয়নের প্রক্রিয়া"
"9-10","business-entrepreneurship","অধ্যায় ৬: ব্যবসায় পরিকল্পনা","ব্যবসায় পরিকল্পনার ম্যাক্রোস্ক্রিনিং","","ব্যবসায় পরিকল্পনার ম্যাক্রোস্ক্রিনিং"
"9-10","business-entrepreneurship","অধ্যায় ৬: ব্যবসায় পরিকল্পনা","ব্যবসায় পরিকল্পনার মাইক্রোস্ক্রিনিং","","ব্যবসায় পরিকল্পনার মাইক্রোস্ক্রিনিং"
"9-10","business-entrepreneurship","অধ্যায় ৬: ব্যবসায় পরিকল্পনা","ব্যবসায় প্রকল্প প্রতিবেদন প্রণয়ন","","ব্যবসায় প্রকল্প প্রতিবেদন প্রণয়ন"
"9-10","business-entrepreneurship","অধ্যায় ৬: ব্যবসায় পরিকল্পনা","ক্ষুদ্র ব্যবসায় পরিকল্পনার দিক নির্দেশনা","","ক্ষুদ্র ব্যবসায় পরিকল্পনার দিক নির্দেশনা"
"9-10","business-entrepreneurship","অধ্যায় ৬: ব্যবসায় পরিকল্পনা","ক্ষুদ্র ব্যবসায় পরিকল্পনার বিষয়বস্তু","","ক্ষুদ্র ব্যবসায় পরিকল্পনার বিষয়বস্তু"
"9-10","business-entrepreneurship","অধ্যায় ৬: ব্যবসায় পরিকল্পনা","প্রাকলিত আয়-ব্যয় বিবরণী","","প্রাকলিত আয়-ব্যয় বিবরণী"
"9-10","business-entrepreneurship","অধ্যায় ৬: ব্যবসায় পরিকল্পনা","প্রাকলিত নগদানপ্রবাহ বিবরণী","","প্রাকলিত নগদানপ্রবাহ বিবরণী"
"9-10","business-entrepreneurship","অধ্যায় ৬: ব্যবসায় পরিকল্পনা","সম আয়-ব্যয় বিশ্লেষণ","","সম আয়-ব্যয় বিশ্লেষণ"
"9-10","business-entrepreneurship","অধ্যায় ৬: ব্যবসায় পরিকল্পনা","আত্মবিশ্লেষণ পদ্ধতির ধারণা ও প্রক্রিয়া","","আত্মবিশ্লেষণ পদ্ধতির ধারণা ও প্রক্রিয়া"
"9-10","business-entrepreneurship","অধ্যায় ৭: বাংলাদেশের শিল্প","শিল্পের প্রকারভেদ","","শিল্পের প্রকারভেদ"
"9-10","business-entrepreneurship","অধ্যায় ৭: বাংলাদেশের শিল্প","উৎপাদনমূলী শিল্প","","উৎপাদনমূলী শিল্প"
"9-10","business-entrepreneurship","অধ্যায় ৭: বাংলাদেশের শিল্প","সেবা শিল্প","","সেবা শিল্প"
"9-10","business-entrepreneurship","অধ্যায় ৭: বাংলাদেশের শিল্প","ক্ষুদ্র শিল্প","","ক্ষুদ্র শিল্প"
"9-10","business-entrepreneurship","অধ্যায় ৭: বাংলাদেশের শিল্প","মাঝারি শিল্প","","মাঝারি শিল্প"
"9-10","business-entrepreneurship","অধ্যায় ৭: বাংলাদেশের শিল্প","ক্ষুদ্র ও মাঝারি শিল্পের উপযুক্ত ক্ষেত্র","","ক্ষুদ্র ও মাঝারি শিল্পের উপযুক্ত ক্ষেত্র"
"9-10","business-entrepreneurship","অধ্যায় ৭: বাংলাদেশের শিল্প","বাংলাদেশের ক্ষুদ্র ও কুটির শিল্পের অবদান","","বাংলাদেশের ক্ষুদ্র ও কুটির শিল্পের অবদান"
"9-10","business-entrepreneurship","অধ্যায় ৭: বাংলাদেশের শিল্প","ক্ষুদ্র, মাঝারি ও কুটির শিল্পের বিকাশে করণীয়","","ক্ষুদ্র, মাঝারি ও কুটির শিল্পের বিকাশে করণীয়"
"9-10","business-entrepreneurship","অধ্যায় ৭: বাংলাদেশের শিল্প","শিল্পের আকার অনুযায়ী শ্রেণিবিভাগ","","শিল্পের আকার অনুযায়ী শ্রেণিবিভাগ"
"9-10","business-entrepreneurship","অধ্যায় ৭: বাংলাদেশের শিল্প","বৃহৎ শিল্প","","বৃহৎ শিল্প"
"9-10","business-entrepreneurship","অধ্যায় ৭: বাংলাদেশের শিল্প","বাংলাদেশের অর্থ-সামাজিক প্রেক্ষাপটে বৃহৎ শিল্পের গুরুত্ব","","বাংলাদেশের অর্থ-সামাজিক প্রেক্ষাপটে বৃহৎ শিল্পের গুরুত্ব"
"9-10","business-entrepreneurship","অধ্যায় ৭: বাংলাদেশের শিল্প","উন্নত ও অনুন্নত শিল্প এলাকা","","উন্নত ও অনুন্নত শিল্প এলাকা"
"9-10","business-entrepreneurship","অধ্যায় ৮: ব্যবসায় প্রতিষ্ঠানের ব্যবস্থাপনা","ব্যবস্থাপনার ধারণা ও কার্যাবলি","","ব্যবস্থাপনার ধারণা ও কার্যাবলি"
"9-10","business-entrepreneurship","অধ্যায় ৮: ব্যবসায় প্রতিষ্ঠানের ব্যবস্থাপনা","পরিকল্পনা প্রণয়ন","","পরিকল্পনা প্রণয়ন"
"9-10","business-entrepreneurship","অধ্যায় ৮: ব্যবসায় প্রতিষ্ঠানের ব্যবস্থাপনা","ব্যবস্থাপনার সংগঠিতকরণ","","ব্যবস্থাপনার সংগঠিতকরণ"
"9-10","business-entrepreneurship","অধ্যায় ৮: ব্যবসায় প্রতিষ্ঠানের ব্যবস্থাপনা","ব্যবস্থাপনার কর্মীসংস্থান","","ব্যবস্থাপনার কর্মীসংস্থান"
"9-10","business-entrepreneurship","অধ্যায় ৮: ব্যবসায় প্রতিষ্ঠানের ব্যবস্থাপনা","ব্যবস্থাপনার নির্দেশনাদান","","ব্যবস্থাপনার নির্দেশনাদান"
"9-10","business-entrepreneurship","অধ্যায় ৮: ব্যবসায় প্রতিষ্ঠানের ব্যবস্থাপনা","ব্যবস্থাপনার প্রেরণাদান","","ব্যবস্থাপনার প্রেরণাদান"
"9-10","business-entrepreneurship","অধ্যায় ৮: ব্যবসায় প্রতিষ্ঠানের ব্যবস্থাপনা","ব্যবস্থাপনার সমন্বয় সাধন","","ব্যবস্থাপনার সমন্বয় সাধন"
"9-10","business-entrepreneurship","অধ্যায় ৮: ব্যবসায় প্রতিষ্ঠানের ব্যবস্থাপনা","ব্যবস্থাপনার নিয়ন্ত্রণ","","ব্যবস্থাপনার নিয়ন্ত্রণ"
"9-10","business-entrepreneurship","অধ্যায় ৮: ব্যবসায় প্রতিষ্ঠানের ব্যবস্থাপনা","পরিকল্পনার ধারণা ও গুরুত্ব","","পরিকল্পনার ধারণা ও গুরুত্ব"
"9-10","business-entrepreneurship","অধ্যায় ৮: ব্যবসায় প্রতিষ্ঠানের ব্যবস্থাপনা","ব্যবসায়ে আর্থায়নের ধারণা","","ব্যবসায়ে আর্থায়নের ধারণা"
"9-10","business-entrepreneurship","অধ্যায় ৮: ব্যবসায় প্রতিষ্ঠানের ব্যবস্থাপনা","আর্থায়নের উৎস","নিজস্ব তহবিল, আত্তীয়-স্বজন, বাণিজ্যিক ব্যাংক, সমবায় ব্যাংক, গ্রামীণ ব্যাংক, কৃষি ব্যাংক, বাংলাদেশ ডেভেলপমেন্ট ব্যাংক, ব্যাংক অব স্মল ইন্ডাস্ট্রিজ এন্ড কমার্স, বেসরকারি উন্নয়ন সংস্থা","আর্থায়নের উৎস (নিজস্ব তহবিল, আত্তীয়-স্বজন, বাণিজ্যিক ব্যাংক, সমবায় ব্যাংক, গ্রামীণ ব্যাংক, কৃষি ব্যাংক, বাংলাদেশ ডেভেলপমেন্ট ব্যাংক, ব্যাংক অব স্মল ইন্ডাস্ট্রিজ এন্ড কমার্স, বেসরকারি উন্নয়ন সংস্থা)"
"9-10","business-entrepreneurship","অধ্যায় ৯: বিপণন","বিপণনের ধারণা","","বিপণনের ধারণা"
"9-10","business-entrepreneurship","অধ্যায় ৯: বিপণন","বিপণনের কার্যাবলি","","বিপণনের কার্যাবলি"
"9-10","business-entrepreneurship","অধ্যায় ৯: বিপণন","বিপণনের গুরুত্ব","","বিপণনের গুরুত্ব"
"9-10","business-entrepreneurship","অধ্যায় ৯: বিপণন","বর্তনপ্রণালির ধারণা","","বর্তনপ্রণালির ধারণা"
"9-10","business-entrepreneurship","অধ্যায় ৯: বিপণন","বিভিন্ন পণ্যের বিপণন","","বিভিন্ন পণ্যের বিপণন"
"9-10","business-entrepreneurship","অধ্যায় ৯: বিপণন","বিজ্ঞাপনের ধারণা","","বিজ্ঞাপনের ধারণা"
"9-10","business-entrepreneurship","অধ্যায় ৯: বিপণন","বিজ্ঞাপনের গুরুত্ব","","বিজ্ঞাপনের গুরুত্ব"
"9-10","business-entrepreneurship","অধ্যায় ৯: বিপণন","বিজ্ঞাপনের বিভিন্ন মাধ্যম","","বিজ্ঞাপনের বিভিন্ন মাধ্যম"
"9-10","business-entrepreneurship","অধ্যায় ৯: বিপণন","বিক্রয়কর্মীর গুণাবলি","","বিক্রয়কর্মীর গুণাবলি"
"9-10","business-entrepreneurship","অধ্যায় ৯: বিপণন","বিক্রয়কর্মীর শারীরিক গুণাবলি","","বিক্রয়কর্মীর শারীরিক গুণাবলি"
"9-10","business-entrepreneurship","অধ্যায় ৯: বিপণন","বিক্রয়কর্মীর মানসিক গুণাবলি","","বিক্রয়কর্মীর মানসিক গুণাবলি"
"9-10","business-entrepreneurship","অধ্যায় ৯: বিপণন","বিক্রয়কর্মীর নৈতিক গুণাবলি","","বিক্রয়কর্মীর নৈতিক গুণাবলি"
"9-10","business-entrepreneurship","অধ্যায় ৯: বিপণন","বিক্রয়কর্মীর অন্যান্য গুণাবলি","","বিক্রয়কর্মীর অন্যান্য গুণাবলি"
"9-10","business-entrepreneurship","অধ্যায় ১০: ব্যবসায় উদ্যোগ উন্নয়নে সহায়ক সেবা","উদ্যোগ উন্নয়নে সহায়ক সেবার ধারণা","","উদ্যোগ উন্নয়নে সহায়ক সেবার ধারণা"
"9-10","business-entrepreneurship","অধ্যায় ১০: ব্যবসায় উদ্যোগ উন্নয়নে সহায়ক সেবা","উদ্যোগ উন্নয়নে সহায়তার উৎস","","উদ্যোগ উন্নয়নে সহায়তার উৎস"
"9-10","business-entrepreneurship","অধ্যায় ১০: ব্যবসায় উদ্যোগ উন্নয়নে সহায়ক সেবা","বিসিকের সহায়তাকারী কার্যক্রম","","বিসিকের সহায়তাকারী কার্যক্রম"
