"grade","subject","chapter","topic","scope_note","topic_raw"
"9-10","agriculture","অধ্যায় ২: কৃষি উপকরণ","মৎস্য সংরক্ষণ আইনের গুরুত্ব","","মৎস্য সংরক্ষণ আইনের গুরুত্ব"
"9-10","agriculture","অধ্যায় ৩: কৃষি ও জলবায়ু","কৃষি ও জলবায়ুর সম্পর্ক","","কৃষি ও জলবায়ুর সম্পর্ক"
"9-10","agriculture","অধ্যায় ৩: কৃষি ও জলবায়ু","বিরূপ আবহাওয়া-সহিষ্ণু ফসলের ধারণা","","বিরূপ আবহাওয়া-সহিষ্ণু ফসলের ধারণা"
"9-10","agriculture","অধ্যায় ৩: কৃষি ও জলবায়ু","বিরূপ আবহাওয়া-সহিষ্ণু ফসলের বৈশিষ্ট্য ও গুরুত্ব","","বিরূপ আবহাওয়া-সহিষ্ণু ফসলের বৈশিষ্ট্য ও গুরুত্ব"
"9-10","agriculture","অধ্যায় ৩: কৃষি ও জলবায়ু","জলবায়ু পরিবর্তনের প্রভাব","খরা, বন্যা, ঘূর্ণিঝড়","জলবায়ু পরিবর্তনের প্রভাব (খরা, বন্যা, ঘূর্ণিঝড়)"
"9-10","agriculture","অধ্যায় ৩: কৃষি ও জলবায়ু","জলবায়ু পরিবর্তনে ফসলের উৎপাদনে প্রভাব","","জলবায়ু পরিবর্তনে ফসলের উৎপাদনে প্রভাব"
"9-10","agriculture","অধ্যায় ৩: কৃষি ও জলবায়ু","জলবায়ু পরিবর্তনে মৎস্য ও পশুপাখির প্রভাব","","জলবায়ু পরিবর্তনে মৎস্য ও পশুপাখির প্রভাব"
"9-10","agriculture","অধ্যায় ৩: কৃষি ও জলবায়ু","অভিযোজন কৌশল","ধান, পাট, সরিষা, মসলা","অভিযোজন কৌশল (ধান, পাট, সরিষা, মসলা)"
"9-10","agriculture","অধ্যায় ৩: কৃষি ও জলবায়ু","জলবায়ু পরিবর্তনের প্রেক্ষাপটে কৃষি প্রযুক্তি","","জলবায়ু পরিবর্তনের প্রেক্ষাপটে কৃষি প্রযুক্তি"
"9-10","agriculture","অধ্যায় ৪: কৃষিজ উৎপাদন","ধান চাষ","প্রকারভেদ, উৎপাদন পদ্ধতি, রোগবালাই","ধান চাষ (প্রকারভেদ, উৎপাদন পদ্ধতি, রোগবালাই)"
"9-10","agriculture","অধ্যায় ৪: কৃষিজ উৎপাদন","পাট চাষ","উৎপাদন পদ্ধতি, অর্থনৈতিক গুরুত্ব","পাট চাষ (উৎপাদন পদ্ধতি, অর্থনৈতিক গুরুত্ব)"
"9-10","agriculture","অধ্যায় ৪: কৃষিজ উৎপাদন","সরিষা ও মসলা চাষ","","সরিষা ও মসলা চাষ"
"9-10","agriculture","অধ্যায় ৪: কৃষিজ উৎপাদন","শাকসবজি চাষ","প্রকারভেদ, রোগবালাই, দমন","শাকসবজি চাষ (প্রকারভেদ, রোগবালাই, দমন)"
"9-10","agriculture","অধ্যায় ৪: কৃষিজ উৎপাদন","ফুল-ফল চাষ","কাঁঠাল, পেঁপে, লাউ, কুমড়া, বেগুন","ফুল-ফল চাষ (কাঁঠাল, পেঁপে, লাউ, কুমড়া, বেগুন)"
"9-10","agriculture","অধ্যায় ৪: কৃষিজ উৎপাদন","মাছ পালন","পুকুর, পুকুরের স্তর, মাছের প্রকারভেদ","মাছ পালন (পুকুর, পুকুরের স্তর, মাছের প্রকারভেদ)"
"9-10","agriculture","অধ্যায় ৪: কৃষিজ উৎপাদন","গৃহপালিত পশুপাখির পালন","মুরগি, হাঁস, গরু, ছাগল","গৃহপালিত পশুপাখির পালন (মুরগি, হাঁস, গরু, ছাগল)"
"9-10","agriculture","অধ্যায় ৪: কৃষিজ উৎপাদন","সমবায় চাষ","ধারণা, প্রকারভেদ, সুবিধা","সমবায় চাষ (ধারণা, প্রকারভেদ, সুবিধা)"
"9-10","agriculture","অধ্যায় ৪: কৃষিজ উৎপাদন","খিসমিট হয় কৃষি দ্রব্য","ধান, পাট, সরিষা, মসলা","খিসমিট হয় কৃষি দ্রব্য (ধান, পাট, সরিষা, মসলা)"
"9-10","agriculture","অধ্যায় ৪: কৃষিজ উৎপাদন","কৃষি পণ্য সংরক্ষণ ও প্রক্রিয়াকরণ","","কৃষি পণ্য সংরক্ষণ ও প্রক্রিয়াকরণ"
"9-10","agriculture","অধ্যায় ৫: বনায়ন","বনায়নের ধারণা ও সংজ্ঞা","","বনায়নের ধারণা ও সংজ্ঞা"
"9-10","agriculture","অধ্যায় ৫: বনায়ন","বনায়নের প্রকারভেদ","বৈজ্ঞানিক, সামাজিক","বনায়নের প্রকারভেদ (বৈজ্ঞানিক, সামাজিক)"
"9-10","agriculture","অধ্যায় ৫: বনায়ন","বনের ধরন","সাগরতীরবর্তী, পাহাড়ি, উপকূলীয়","বনের ধরন (সাগরতীরবর্তী, পাহাড়ি, উপকূলীয়)"
"9-10","agriculture","অধ্যায় ৫: বনায়ন","বনের ভূমিকা","পরিবেশ সংরক্ষণ, জলবায়ু নিয়ন্ত্রণ","বনের ভূমিকা (পরিবেশ সংরক্ষণ, জলবায়ু নিয়ন্ত্রণ)"
"9-10","agriculture","অধ্যায় ৫: বনায়ন","বাংলাদেশের বনভূমির পরিসংখ্যান","","বাংলাদেশের বনভূমির পরিসংখ্যান"
"9-10","agriculture","অধ্যায় ৫: বনায়ন","বন সংরক্ষণ বিধি","","বন সংরক্ষণ বিধি"
"9-10","agriculture","অধ্যায় ৫: বনায়ন","বন নার্সারি প্রতিষ্ঠা ও পরিচর্যা","","বন নার্সারি প্রতিষ্ঠা ও পরিচর্যা"
"9-10","agriculture","অধ্যায় ৫: বনায়ন","বৃক্ষ কর্তন ও কাঠ সংগ্রহ","","বৃক্ষ কর্তন ও কাঠ সংগ্রহ"
"9-10","agriculture","অধ্যায় ৫: বনায়ন","উপকূলীয় বনায়ন","সুন্দরবন","উপকূলীয় বনায়ন (সুন্দরবন)"
"9-10","agriculture","অধ্যায় ৬: কৃষিসম্বায়","কৃষি সমবায়ের ধারণা ও সংজ্ঞা","","কৃষি সমবায়ের ধারণা ও সংজ্ঞা"
"9-10","agriculture","অধ্যায় ৬: কৃষিসম্বায়","কৃষি সমবায়ের গুরুত্ব","মূলধন সংগ্রহ, উৎপাদন, বিপণন","কৃষি সমবায়ের গুরুত্ব (মূলধন সংগ্রহ, উৎপাদন, বিপণন)"
"9-10","agriculture","অধ্যায় ৬: কৃষিসম্বায়","কৃষি উপকরণ সংগ্রহ ও ব্যবহার","","কৃষি উপকরণ সংগ্রহ ও ব্যবহার"
"9-10","agriculture","অধ্যায় ৬: কৃষিসম্বায়","কৃষি পণ্য উৎপাদন ও সংরক্ষণ","","কৃষি পণ্য উৎপাদন ও সংরক্ষণ"
"9-10","agriculture","অধ্যায় ৬: কৃষিসম্বায়","কৃষি পণ্য বিপণন","","কৃষি পণ্য বিপণন"
"9-10","agriculture","অধ্যায় ৬: কৃষিসম্বায়","কৃষি সমবায়ের আইনি কাঠামো","","কৃষি সমবায়ের আইনি কাঠামো"
"9-10","agriculture","অধ্যায় ৬: কৃষিসম্বায়","কৃষি সমবায়ের সুবিধা ও সীমাবদ্ধতা","","কৃষি সমবায়ের সুবিধা ও সীমাবদ্ধতা"
"9-10","agriculture","অধ্যায় ৭: পারিবারিক খামার","পারিবারিক কৃষি খামারের ধারণা","","পারিবারিক কৃষি খামারের ধারণা"
"9-10","agriculture","অধ্যায় ৭: পারিবারিক খামার","পারিবারিক খামারের তৈরির কৌশল","","পারিবারিক খামারের তৈরির কৌশল"
"9-10","agriculture","অধ্যায় ৭: পারিবারিক খামার","মুক্ত আয়ের উৎস হিসেবে খামারের গুরুত্ব","","মুক্ত আয়ের উৎস হিসেবে খামারের গুরুত্ব"
"9-10","agriculture","অধ্যায় ৭: পারিবারিক খামার","পারিবারিক দুগ্ধ খামার","উপকরণ, গরুর খাদ্য, স্বাস্থ্য ব্যবস্থা","পারিবারিক দুগ্ধ খামার (উপকরণ, গরুর খাদ্য, স্বাস্থ্য ব্যবস্থা)"
"9-10","agriculture","অধ্যায় ৭: পারিবারিক খামার","দুগ্ধ দোহন ও সংরক্ষণ","সনাতন ও আধুনিক পদ্ধতি","দুগ্ধ দোহন ও সংরক্ষণ (সনাতন ও আধুনিক পদ্ধতি)"
"9-10","agriculture","অধ্যায় ৭: পারিবারিক খামার","পারিবারিক খামারের তথ্য লিপিবদ্ধ করার পদ্ধতি","","পারিবারিক খামারের তথ্য লিপিবদ্ধ করার পদ্ধতি"
"9-10","agriculture","অধ্যায় ৭: পারিবারিক খামার","খামারের উৎপাদনের আয়-ব্যয়ের হিসাবরক্ষা পদ্ধতি","","খামারের উৎপাদনের আয়-ব্যয়ের হিসাবরক্ষা পদ্ধতি"
