"grade","subject","chapter","topic","scope_note","topic_raw"
"9-10","math","অধ্যায় ৬: রেখা, কোণ ও ত্রিভুজ","পিথাগোরাসের উপপাদ্য","","পিথাগোরাসের উপপাদ্য"
"9-10","math","অধ্যায় ৭: ব্যাবহারিক জ্যামিতি","ত্রিভুজ অঙ্কন","","ত্রিভুজ অঙ্কন"
"9-10","math","অধ্যায় ৭: ব্যাবহারিক জ্যামিতি","চতুর্ভুজ অঙ্কন","","চতুর্ভুজ অঙ্কন"
"9-10","math","অধ্যায় ৭: ব্যাবহারিক জ্যামিতি","সমান্তরিক অঙ্কন","","সমান্তরিক অঙ্কন"
"9-10","math","অধ্যায় ৮: বৃত্ত","বৃত্তের ধারণা","","বৃত্তের ধারণা"
"9-10","math","অধ্যায় ৮: বৃত্ত","বৃত্তের অভ্যন্তর ও বহিঃস্থ অঞ্চল","","বৃত্তের অভ্যন্তর ও বহিঃস্থ অঞ্চল"
"9-10","math","অধ্যায় ৮: বৃত্ত","বৃত্তের জ্যা ও ব্যাস","","বৃত্তের জ্যা ও ব্যাস"
"9-10","math","অধ্যায় ৮: বৃত্ত","বৃত্তচাপের ধারণা","","বৃত্তচাপের ধারণা"
"9-10","math","অধ্যায় ৮: বৃত্ত","কোণ কর্তৃক ছেদিত চাপ","","কোণ কর্তৃক ছেদিত চাপ"
"9-10","math","অধ্যায় ৮: বৃত্ত","বৃত্তস্থ কোণ","","বৃত্তস্থ কোণ"
"9-10","math","অধ্যায় ৮: বৃত্ত","কেন্দ্রস্থ কোণ","","কেন্দ্রস্থ কোণ"
"9-10","math","অধ্যায় ৮: বৃত্ত","বৃত্তস্থ চতুর্ভুজ","","বৃত্তস্থ চতুর্ভুজ"
"9-10","math","অধ্যায় ৮: বৃত্ত","বৃত্তের ছেদক ও স্পর্শক","","বৃত্তের ছেদক ও স্পর্শক"
"9-10","math","অধ্যায় ৮: বৃত্ত","সাধারণ স্পর্শক","","সাধারণ স্পর্শক"
"9-10","math","অধ্যায় ৮: বৃত্ত","বৃত্ত সম্পর্কীয় সম্পাদ্য","","বৃত্ত সম্পর্কীয় সম্পাদ্য"
"9-10","math","অধ্যায় ৯: ত্রিকোণমিতিক অনুপাত","সমকোণী ত্রিভুজের বাহুগুলোর নামকরণ","","সমকোণী ত্রিভুজের বাহুগুলোর নামকরণ"
"9-10","math","অধ্যায় ৯: ত্রিকোণমিতিক অনুপাত","সদৃশ সমকোণী ত্রিভুজের বাহুগুলোর অনুপাতসমূহের ধ্রুবতা","","সদৃশ সমকোণী ত্রিভুজের বাহুগুলোর অনুপাতসমূহের ধ্রুবতা"
"9-10","math","অধ্যায় ৯: ত্রিকোণমিতিক অনুপাত","সূক্ষ্ম কোণের ত্রিকোণমিতিক অনুপাত","","সূক্ষ্ম কোণের ত্রিকোণমিতিক অনুপাত"
"9-10","math","অধ্যায় ৯: ত্রিকোণমিতিক অনুপাত","ত্রিকোণমিতিক অনুপাতগুলোর সম্পর্ক","","ত্রিকোণমিতিক অনুপাতগুলোর সম্পর্ক"
"9-10","math","অধ্যায় ৯: ত্রিকোণমিতিক অনুপাত","ত্রিকোণমিতিক অভেদাবলি","","ত্রিকোণমিতিক অভেদাবলি"
"9-10","math","অধ্যায় ৯: ত্রিকোণমিতিক অনুপাত","বিশেষ কিছু কোণের ত্রিকোণমিতিক অনুপাত","","বিশেষ কিছু কোণের ত্রিকোণমিতিক অনুপাত"
"9-10","math","অধ্যায় ৯: ত্রিকোণমিতিক অনুপাত","পূরক কোণের ত্রিকোণমিতিক অনুপাত","","পূরক কোণের ত্রিকোণমিতিক অনুপাত"
"9-10","math","অধ্যায় ৯: ত্রিকোণমিতিক অনুপাত","০° ও ৯০° কোণের ত্রিকোণমিতিক অনুপাত","","০° ও ৯০° কোণের ত্রিকোণমিতিক অনুপাত"
"9-10","math","অধ্যায় ১০: দূরত্ব ও উচ্চতা","ভূ-রেখা, ঊর্ধ্বরেখা ও উল্লম্বতল","","ভূ-রেখা, ঊর্ধ্বরেখা ও উল্লম্বতল"
"9-10","math","অধ্যায় ১০: দূরত্ব ও উচ্চতা","উন্নতি কোণ ও অবনতি কোণ","","উন্নতি কোণ ও অবনতি কোণ"
"9-10","math","অধ্যায় ১১: বীজগাণিতিক অনুপাত ও সমানুপাত","অনুপাতের ধারণা","","অনুপাতের ধারণা"
"9-10","math","অধ্যায় ১১: বীজগাণিতিক অনুপাত ও সমানুপাত","সমানুপাতের ধারণা","","সমানুপাতের ধারণা"
"9-10","math","অধ্যায় ১১: বীজগাণিতিক অনুপাত ও সমানুপাত","ক্রমিক সমানুপাতী","","ক্রমিক সমানুপাতী"
"9-10","math","অধ্যায় ১১: বীজগাণিতিক অনুপাত ও সমানুপাত","অনুপাতের রূপান্তর","","অনুপাতের রূপান্তর"
"9-10","math","অধ্যায় ১১: বীজগাণিতিক অনুপাত ও সমানুপাত","ধারাবাহিক অনুপাত","","ধারাবাহিক অনুপাত"
"9-10","math","অধ্যায় ১১: বীজগাণিতিক অনুপাত ও সমানুপাত","সমানুপাতিক ভাগ","","সমানুপাতিক ভাগ"
"9-10","math","অধ্যায় ১২: দুই চলকবিশিষ্ট সরল সহসমীকরণ","দুই চলকবিশিষ্ট সরল সহসমীকরণের সমাধান যোগ্যতা","","দুই চলকবিশিষ্ট সরল সহসমীকরণের সমাধান যোগ্যতা"
"9-10","math","অধ্যায় ১২: দুই চলকবিশিষ্ট সরল সহসমীকরণ","সরল সহসমীকরণের সমাধান","","সরল সহসমীকরণের সমাধান"
"9-10","math","অধ্যায় ১২: দুই চলকবিশিষ্ট সরল সহসমীকরণ","প্রতিস্থাপন পদ্ধতি","","প্রতিস্থাপন পদ্ধতি"
"9-10","math","অধ্যায় ১২: দুই চলকবিশিষ্ট সরল সহসমীকরণ","অপনয়ন পদ্ধতি","","অপনয়ন পদ্ধতি"
"9-10","math","অধ্যায় ১২: দুই চলকবিশিষ্ট সরল সহসমীকরণ","আড়গুণন পদ্ধতি","","আড়গুণন পদ্ধতি"
"9-10","math","অধ্যায় ১২: দুই চলকবিশিষ্ট সরল সহসমীকরণ","লেখিক পদ্ধতি","","লেখিক পদ্ধতি"
"9-10","math","অধ্যায় ১২: দুই চলকবিশিষ্ট সরল সহসমীকরণ","বাস্তবভিত্তিক সমস্যার সহসমীকরণ গঠন ও সমাধান","","বাস্তবভিত্তিক সমস্যার সহসমীকরণ গঠন ও সমাধান"
"9-10","math","অধ্যায় ১৩: সসীম ধারা","অনুক্রমের ধারণা","","অনুক্রমের ধারণা"
"9-10","math","অধ্যায় ১৩: সসীম ধারা","ধারার ধারণা","","ধারার ধারণা"
"9-10","math","অধ্যায় ১৩: সসীম ধারা","সমান্তর ধারা","","সমান্তর ধারা"
"9-10","math","অধ্যায় ১৩: সসীম ধারা","সমান্তর ধারার সাধারণ পদ নির্ণয়","","সমান্তর ধারার সাধারণ পদ নির্ণয়"
"9-10","math","অধ্যায় ১৩: সসীম ধারা","সমান্তর ধারার n সংখ্যক পদের সমষ্টি","","সমান্তর ধারার n সংখ্যক পদের সমষ্টি"
"9-10","math","অধ্যায় ১৩: সসীম ধারা","প্রথম n সংখ্যক স্বাভাবিক সংখ্যার সমষ্টি নির্ণয়","","প্রথম n সংখ্যক স্বাভাবিক সংখ্যার সমষ্টি নির্ণয়"
"9-10","math","অধ্যায় ১৩: সসীম ধারা","ধারার বিভিন্ন সূত্র","","ধারার বিভিন্ন সূত্র"
"9-10","math","অধ্যায় ১৩: সসীম ধারা","প্রথম n সংখ্যক স্বাভাবিক সংখ্যার বর্গের সমষ্টি নির্ণয়","","প্রথম n সংখ্যক স্বাভাবিক সংখ্যার বর্গের সমষ্টি নির্ণয়"
"9-10","math","অধ্যায় ১৩: সসীম ধারা","প্রথম n সংখ্যক স্বাভাবিক সংখ্যার ঘনের সমষ্টি নির্ণয়","","প্রথম n সংখ্যক স্বাভাবিক সংখ্যার ঘনের সমষ্টি নির্ণয়"
"9-10","math","অধ্যায় ১৩: সসীম ধারা","গুণোত্তর ধারা","","গুণোত্তর ধারা"
"9-10","math","অধ্যায় ১৩: সসীম ধারা","গুণোত্তর ধারার সাধারণ পদ","","গুণোত্তর ধারার সাধারণ পদ"
"9-10","math","অধ্যায় ১৩: সসীম ধারা","গুণোত্তর ধারার সমষ্টি নির্ণয়","","গুণোত্তর ধারার সমষ্টি নির্ণয়"
"9-10","math","অধ্যায় ১৪: অনুপাত, সদৃশতা ও প্রতিসমতা","অনুপাত ও সমানুপাতের ধর্ম","","অনুপাত ও সমানুপাতের ধর্ম"
"9-10","math","অধ্যায় ১৪: অনুপাত, সদৃশতা ও প্রতিসমতা","জ্যামিতিক সমানুপাত","","জ্যামিতিক সমানুপাত"
"9-10","math","অধ্যায় ১৪: অনুপাত, সদৃশতা ও প্রতিসমতা","ত্রিভুজের বাহুর সমান্তরাল রেখাংশ উপপাদ্য","","ত্রিভুজের বাহুর সমান্তরাল রেখাংশ উপপাদ্য"
"9-10","math","অধ্যায় ১৪: অনুপাত, সদৃশতা ও প্রতিসমতা","কোণের অন্তঃসমদ্বিখণ্ডক উপপাদ্য","","কোণের অন্তঃসমদ্বিখণ্ডক উপপাদ্য"
"9-10","math","অধ্যায় ১৪: অনুপাত, সদৃশতা ও প্রতিসমতা","সদৃশতার ধারণা","","সদৃশতার ধারণা"
"9-10","math","অধ্যায় ১৪: অনুপাত, সদৃশতা ও প্রতিসমতা","সদৃশ বহুভুজ ও সদৃশকোণী","","সদৃশ বহুভুজ ও সদৃশকোণী"
"9-10","math","অধ্যায় ১৪: অনুপাত, সদৃশতা ও প্রতিসমতা","সদৃশকোণী ত্রিভুজের অনুরূপ বাহু সমানুপাতিক","","সদৃশকোণী ত্রিভুজের অনুরূপ বাহু সমানুপাতিক"
"9-10","math","অধ্যায় ১৪: অনুপাত, সদৃশতা ও প্রতিসমতা","সদৃশ ত্রিভুজ নির্ণয়ের শর্ত","","সদৃশ ত্রিভুজ নির্ণয়ের শর্ত"
"9-10","math","অধ্যায় ১৪: অনুপাত, সদৃশতা ও প্রতিসমতা","সদৃশ ত্রিভুজের ক্ষেত্রফলের অনুপাত","","সদৃশ ত্রিভুজের ক্ষেত্রফলের অনুপাত"
"9-10","math","অধ্যায় ১৪: অনুপাত, সদৃশতা ও প্রতিসমতা","নির্দিষ্ট অনুপাতে রেখাংশের বিভাজকরণ","","নির্দিষ্ট অনুপাতে রেখাংশের বিভাজকরণ"
"9-10","math","অধ্যায় ১৪: অনুপাত, সদৃশতা ও প্রতিসমতা","প্রতিসমতার ধারণা","","প্রতিসমতার ধারণা"
"9-10","math","অধ্যায় ১৪: অনুপাত, সদৃশতা ও প্রতিসমতা","সুষম বহুভুজের প্রতিসম রেখা","","সুষম বহুভুজের প্রতিসম রেখা"
"9-10","math","অধ্যায় ১৪: অনুপাত, সদৃশতা ও প্রতিসমতা","বৃত্তের প্রতিসম রেখা","","বৃত্তের প্রতিসম রেখা"
"9-10","math","অধ্যায় ১৪: অনুপাত, সদৃশতা ও প্রতিসমতা","প্রতিসমতা ও আয়না","","প্রতিসমতা ও আয়না"
"9-10","math","অধ্যায় ১৪: অনুপাত, সদৃশতা ও প্রতিসমতা","ঘূর্ণন প্রতিসমতা","","ঘূর্ণন প্রতিসমতা"
"9-10","math","অধ্যায় ১৫: ক্ষেত্রফল সম্পর্কিত উপপাদ্য ও সম্পাদ্য","পিথাগোরাসের উপপাদ্যের প্রমাণ","","পিথাগোরাসের উপপাদ্যের প্রমাণ"
"9-10","math","অধ্যায় ১৫: ক্ষেত্রফল সম্পর্কিত উপপাদ্য ও সম্পাদ্য","সমান্তরালিক অঙ্কন — ত্রিভুজের সমান ক্ষেত্রফল","দেওয়া ত্রিভুজের সমান ক্ষেত্রফল বিশিষ্ট সমান্তরালিক","সমান্তরালিক অঙ্কন — ত্রিভুজের সমান ক্ষেত্রফল (দেওয়া ত্রিভুজের সমান ক্ষেত্রফল বিশিষ্ট সমান্তরালিক)"
"9-10","math","অধ্যায় ১৫: ক্ষেত্রফল সম্পর্কিত উপপাদ্য ও সম্পাদ্য","ত্রিভুজ অঙ্কন","দেওয়া চতুর্ভুজক্ষেত্রের সমান ক্ষেত্রফল বিশিষ্ট ত্রিভুজ","ত্রিভুজ অঙ্কন (দেওয়া চতুর্ভুজক্ষেত্রের সমান ক্ষেত্রফল বিশিষ্ট ত্রিভুজ)"
"9-10","math","অধ্যায় ১৫: ক্ষেত্রফল সম্পর্কিত উপপাদ্য ও সম্পাদ্য","সমান্তরালিক অঙ্কন — চতুর্ভুজক্ষেত্রের সমান ক্ষেত্রফল","দেওয়া চতুর্ভুজক্ষেত্রের সমান ক্ষেত্রফল বিশিষ্ট সমান্তরালিক","সমান্তরালিক অঙ্কন — চতুর্ভুজক্ষেত্রের সমান ক্ষেত্রফল (দেওয়া চতুর্ভুজক্ষেত্রের সমান ক্ষেত্রফল বিশিষ্ট সমান্তরালিক)"
"9-10","math","অধ্যায় ১৬: পরিমিতি","পরিমিতির ধারণা","","পরিমিতির ধারণা"
"9-10","math","অধ্যায় ১৬: পরিমিতি","ত্রিভুজক্ষেত্রের ক্ষেত্রফল","","ত্রিভুজক্ষেত্রের ক্ষেত্রফল"
"9-10","math","অধ্যায় ১৬: পরিমিতি","চতুর্ভুজক্ষেত্রের ক্ষেত্রফল","","চতুর্ভুজক্ষেত্রের ক্ষেত্রফল"
"9-10","math","অধ্যায় ১৬: পরিমিতি","সুষম বহুভুজের ক্ষেত্রফল","","সুষম বহুভুজের ক্ষেত্রফল"
"9-10","math","অধ্যায় ১৬: পরিমিতি","বৃত্তসংক্রান্ত পরিমাপ","","বৃত্তসংক্রান্ত পরিমাপ"
"9-10","math","অধ্যায় ১৬: পরিমিতি","বৃত্তের পরিধি","","বৃত্তের পরিধি"
"9-10","math","অধ্যায় ১৬: পরিমিতি","বৃত্তাংশের দৈর্ঘ্য","","বৃত্তাংশের দৈর্ঘ্য"
"9-10","math","অধ্যায় ১৬: পরিমিতি","বৃত্তকেন্দ্র ও বৃত্তকলা ক্ষেত্রফল","","বৃত্তকেন্দ্র ও বৃত্তকলা ক্ষেত্রফল"
"9-10","math","অধ্যায় ১৬: পরিমিতি","ঘনবস্তুর ধারণা","","ঘনবস্তুর ধারণা"
"9-10","math","অধ্যায় ১৬: পরিমিতি","আয়তাকার ঘনবস্তু","","আয়তাকার ঘনবস্তু"
"9-10","math","অধ্যায় ১৬: পরিমিতি","ঘনকের ধারণা","","ঘনকের ধারণা"
"9-10","math","অধ্যায় ১৭: পরিসংখ্যান","পরিসংখ্যানের ধারণা","","পরিসংখ্যানের ধারণা"
"9-10","math","অধ্যায় ১৭: পরিসংখ্যান","উপাত্তের উপস্থাপন","","উপাত্তের উপস্থাপন"
"9-10","math","অধ্যায় ১৭: পরিসংখ্যান","ক্রমযোজিত গণসংখ্যা","","ক্রমযোজিত গণসংখ্যা"
"9-10","math","অধ্যায় ১৭: পরিসংখ্যান","চলকের ধারণা","","চলকের ধারণা"
"9-10","math","অধ্যায় ১৭: পরিসংখ্যান","বিচ্ছিন্ন ও অবিচ্ছিন্ন চলক","","বিচ্ছিন্ন ও অবিচ্ছিন্ন চলক"
"9-10","math","অধ্যায় ১৭: পরিসংখ্যান","উপাত্তের লেখচিত্র","","উপাত্তের লেখচিত্র"
"9-10","math","অধ্যায় ১৭: পরিসংখ্যান","গণসংখ্যা বহুভুজ","","গণসংখ্যা বহুভুজ"
"9-10","math","অধ্যায় ১৭: পরিসংখ্যান","ক্রমযোজিত গণসংখ্যা লেখচিত্র বা অজিভ রেখা","","ক্রমযোজিত গণসংখ্যা লেখচিত্র বা অজিভ রেখা"
"9-10","math","অধ্যায় ১৭: পরিসংখ্যান","কেন্দ্রীয় প্রবণতা","","কেন্দ্রীয় প্রবণতা"
"9-10","math","অধ্যায় ১৭: পরিসংখ্যান","গাণিতিক গড়","","গাণিতিক গড়"
"9-10","math","অধ্যায় ১৭: পরিসংখ্যান","শ্রেণিবিন্যস্ত উপাত্তের গাণিতিক গড়","সহজ পদ্ধতি","শ্রেণিবিন্যস্ত উপাত্তের গাণিতিক গড় (সহজ পদ্ধতি)"
"9-10","math","অধ্যায় ১৭: পরিসংখ্যান","গুরুত্ব যুক্ত উপাত্তের গড় নির্ণয়","","গুরুত্ব যুক্ত উপাত্তের গড় নির্ণয়"
"9-10","math","অধ্যায় ১৭: পরিসংখ্যান","মধ্যকের ধারণা","","মধ্যকের ধারণা"
"9-10","math","অধ্যায় ১৭: পরিসংখ্যান","শ্রেণিবিন্যস্ত উপাত্তের মধ্যক নির্ণয়","","শ্রেণিবিন্যস্ত উপাত্তের মধ্যক নির্ণয়"
"9-10","math","অধ্যায় ১৭: পরিসংখ্যান","প্রচুরকের ধারণা","","প্রচুরকের ধারণা"
