"grade","subject","chapter","topic","scope_note","topic_raw"
"9-10","science","অধ্যায় ১: উন্নততর জীবনধারা","খাদ্যে রাসায়নিক পদার্থের ব্যবহার ও শারীরিক প্রতিক্রিয়া","","খাদ্যে রাসায়নিক পদার্থের ব্যবহার ও শারীরিক প্রতিক্রিয়া"
"9-10","science","অধ্যায় ১: উন্নততর জীবনধারা","তামাক ও অন্যান্য মাদকদ্রব্য","ক্ষতিকর প্রতিক্রিয়া, ধূমপানের ক্ষতি","তামাক ও অন্যান্য মাদকদ্রব্য (ক্ষতিকর প্রতিক্রিয়া, ধূমপানের ক্ষতি)"
"9-10","science","অধ্যায় ১: উন্নততর জীবনধারা","মাদকাসক্তি","লক্ষণ, কারণ, নিয়ন্ত্রণ","মাদকাসক্তি (লক্ষণ, কারণ, নিয়ন্ত্রণ)"
"9-10","science","অধ্যায় ১: উন্নততর জীবনধারা","এইডস","HIV/AIDS — কারণ, প্রতিরোধ","এইডস (HIV/AIDS — কারণ, প্রতিরোধ)"
"9-10","science","অধ্যায় ১: উন্নততর জীবনধারা","শারীরিক ফিটনেস ও বিশ্রাম","নিয়মিত ব্যায়াম, মানসিক বিশ্রাম","শারীরিক ফিটনেস ও বিশ্রাম (নিয়মিত ব্যায়াম, মানসিক বিশ্রাম)"
"9-10","science","অধ্যায় ২: জীবনের জন্য পানি","পানির ভৌত ধর্ম","গলনাঙ্ক ও স্ফুটনাঙ্ক, ঘনত্ব, তড়িৎ পরিবাহিতা","পানির ভৌত ধর্ম (গলনাঙ্ক ও স্ফুটনাঙ্ক, ঘনত্ব, তড়িৎ পরিবাহিতা)"
"9-10","science","অধ্যায় ২: জীবনের জন্য পানি","পানির গঠন","H₂O, জলরাশি ও ক্লাস্টার","পানির গঠন (H₂O, জলরাশি ও ক্লাস্টার)"
"9-10","science","অধ্যায় ২: জীবনের জন্য পানি","পানির উৎস","সাগর, হিমবাহ, নদ-নদী, ভূগর্ভস্থ পানি","পানির উৎস (সাগর, হিমবাহ, নদ-নদী, ভূগর্ভস্থ পানি)"
"9-10","science","অধ্যায় ২: জীবনের জন্য পানি","বাংলাদেশে মিঠা পানির উৎস","","বাংলাদেশে মিঠা পানির উৎস"
"9-10","science","অধ্যায় ২: জীবনের জন্য পানি","জলজ উদ্ভিদের জন্য পানির প্রয়োজনীয়তা","","জলজ উদ্ভিদের জন্য পানির প্রয়োজনীয়তা"
"9-10","science","অধ্যায় ২: জীবনের জন্য পানি","জলজ প্রাণির জন্য পানির প্রয়োজনীয়তা","","জলজ প্রাণির জন্য পানির প্রয়োজনীয়তা"
"9-10","science","অধ্যায় ২: জীবনের জন্য পানি","পানির মানদণ্ড","রঙ, স্বাদ, ধোলাই, তাপমাত্রা, pH, লবণাক্ততা","পানির মানদণ্ড (রঙ, স্বাদ, ধোলাই, তাপমাত্রা, pH, লবণাক্ততা)"
"9-10","science","অধ্যায় ২: জীবনের জন্য পানি","পানির পুনর্ব্যবহার","বৃষ্টির পানি, ব্যবহৃত পানি পরিশোধন","পানির পুনর্ব্যবহার (বৃষ্টির পানি, ব্যবহৃত পানি পরিশোধন)"
"9-10","science","অধ্যায় ২: জীবনের জন্য পানি","পরিবেশ সংরক্ষণে পানির ভূমিকা","","পরিবেশ সংরক্ষণে পানির ভূমিকা"
"9-10","science","অধ্যায় ২: জীবনের জন্য পানি","পানি বিশুদ্ধকরণ","ব্লিচিং পাউডার, পোড়া সুন্দরবন","পানি বিশুদ্ধকরণ (ব্লিচিং পাউডার, পোড়া সুন্দরবন)"
"9-10","science","অধ্যায় ২: জীবনের জন্য পানি","বাংলাদেশে পানির উৎসে দূষণ","শিল্পকারখানা, নগর পানি, কৃষি দূষণ","বাংলাদেশে পানির উৎসে দূষণ (শিল্পকারখানা, নগর পানি, কৃষি দূষণ)"
"9-10","science","অধ্যায় ২: জীবনের জন্য পানি","পানিদূষণের প্রভাব","ইরি হ্রদ, বুড়িগঙ্গা","পানিদূষণের প্রভাব (ইরি হ্রদ, বুড়িগঙ্গা)"
"9-10","science","অধ্যায় ২: জীবনের জন্য পানি","জলাভূমি রক্ষা","","জলাভূমি রক্ষা"
"9-10","science","অধ্যায় ২: জীবনের জন্য পানি","বৃষ্টির পানি নিয়ন্ত্রণ","বাসার চাদে সংরক্ষণ, নালা-নর্দমা পরিষ্কার","বৃষ্টির পানি নিয়ন্ত্রণ (বাসার চাদে সংরক্ষণ, নালা-নর্দমা পরিষ্কার)"
"9-10","science","অধ্যায় ২: জীবনের জন্য পানি","পানির গতিপথ পরিবর্তন","ক্ষারকা বাঁধ, গঙ্জার পানি","পানির গতিপথ পরিবর্তন (ক্ষারকা বাঁধ, গঙ্জার পানি)"
"9-10","science","অধ্যায় ২: জীবনের জন্য পানি","পানি একটি মৌলিক অধিকার","","পানি একটি মৌলিক অধিকার"
"9-10","science","অধ্যায় ২: জীবনের জন্য পানি","পানির উৎস সংরক্ষণ ও উন্নয়ন","","পানির উৎস সংরক্ষণ ও উন্নয়ন"
"9-10","science","অধ্যায় ৩: হৃদযন্ত্রের যত কথা এবং অন্যান্য","রক্ত সংবহনতন্ত্র","রক্তনালী, হৃদযন্ত্র, রক্ত","রক্ত সংবহনতন্ত্র (রক্তনালী, হৃদযন্ত্র, রক্ত)"
"9-10","science","অধ্যায় ৩: হৃদযন্ত্রের যত কথা এবং অন্যান্য","হৃদযন্ত্রের সামগ্রিক গঠন","অলিন্দ, নিলয়, করোনারি ধমনী","হৃদযন্ত্রের সামগ্রিক গঠন (অলিন্দ, নিলয়, করোনারি ধমনী)"
"9-10","science","অধ্যায় ৩: হৃদযন্ত্রের যত কথা এবং অন্যান্য","হৃদযন্ত্রের সামগ্রিক কাজ","রক্ত সংবহন চক্র","হৃদযন্ত্রের সামগ্রিক কাজ (রক্ত সংবহন চক্র)"
"9-10","science","অধ্যায় ৩: হৃদযন্ত্রের যত কথা এবং অন্যান্য","রক্ত সঞ্চালন প্রক্রিয়া","","রক্ত সঞ্চালন প্রক্রিয়া"
"9-10","science","অধ্যায় ৩: হৃদযন্ত্রের যত কথা এবং অন্যান্য","হৃদযন্ত্রের স্বাস্থ্য রক্ষা","","হৃদযন্ত্রের স্বাস্থ্য রক্ষা"
"9-10","science","অধ্যায় ৩: হৃদযন্ত্রের যত কথা এবং অন্যান্য","শ্বসনতন্ত্র","নাক, ফুসফুস, ডাইয়াф্রাম","শ্বসনতন্ত্র (নাক, ফুসফুস, ডাইয়াф্রাম)"
"9-10","science","অধ্যায় ৩: হৃদযন্ত্রের যত কথা এবং অন্যান্য","শ্বসন প্রক্রিয়া","অক্সিজেন-কার্বন ডাই অক্সাইড বিনিময়","শ্বসন প্রক্রিয়া (অক্সিজেন-কার্বন ডাই অক্সাইড বিনিময়)"
"9-10","science","অধ্যায় ৩: হৃদযন্ত্রের যত কথা এবং অন্যান্য","গ্যাস বিনিময়","অ্যালভিওলাস, ক্যাপিলারি","গ্যাস বিনিময় (অ্যালভিওলাস, ক্যাপিলারি)"
"9-10","science","অধ্যায় ৪: নবজীবনের সূচনা","প্রজনন প্রক্রিয়া","যৌন ও অযৌন প্রজনন","প্রজনন প্রক্রিয়া (যৌন ও অযৌন প্রজনন)"
"9-10","science","অধ্যায় ৪: নবজীবনের সূচনা","পুরুষ প্রজননতন্ত্র","অণ্ডকোষ, শুক্রাণু","পুরুষ প্রজননতন্ত্র (অণ্ডকোষ, শুক্রাণু)"
"9-10","science","অধ্যায় ৪: নবজীবনের সূচনা","নারী প্রজননতন্ত্র","ডিম্বাশয়, জরায়ু","নারী প্রজননতন্ত্র (ডিম্বাশয়, জরায়ু)"
"9-10","science","অধ্যায় ৪: নবজীবনের সূচনা","নিষেক ও গর্ভধারণ","","নিষেক ও গর্ভধারণ"
"9-10","science","অধ্যায় ৪: নবজীবনের সূচনা","ভ্রূণ বিকাশ","প্রথম ত্রৈমাসিক থেকে জন্ম পর্যন্ত","ভ্রূণ বিকাশ (প্রথম ত্রৈমাসিক থেকে জন্ম পর্যন্ত)"
"9-10","science","অধ্যায় ৪: নবজীবনের সূচনা","বয়ঃসন্ধিকাল","শারীরিক ও মানসিক পরিবর্তন","বয়ঃসন্ধিকাল (শারীরিক ও মানসিক পরিবর্তন)"
"9-10","science","অধ্যায় ৪: নবজীবনের সূচনা","প্রজনন স্বাস্থ্য ও সচেতনতা","","প্রজনন স্বাস্থ্য ও সচেতনতা"
"9-10","science","অধ্যায় ৫: দেখতে হলে আলো চাই","আলোর প্রকৃতি","সরলরেখায় গতি, প্রতিফলন, প্রতিসরণ","আলোর প্রকৃতি (সরলরেখায় গতি, প্রতিফলন, প্রতিসরণ)"
"9-10","science","অধ্যায় ৫: দেখতে হলে আলো চাই","প্রতিসরণের সূত্র","স্নেলের সূত্র, প্রতিসরাঙ্ক","প্রতিসরণের সূত্র (স্নেলের সূত্র, প্রতিসরাঙ্ক)"
"9-10","science","অধ্যায় ৫: দেখতে হলে আলো চাই","দর্পণ","সমতল, বক্র — অভিমুখী ও অপসারী","দর্পণ (সমতল, বক্র — অভিমুখী ও অপসারী)"
"9-10","science","অধ্যায় ৫: দেখতে হলে আলো চাই","লেন্স","উত্তল ও অনুত্তল লেন্স, অবস্থান চিত্র","লেন্স (উত্তল ও অনুত্তল লেন্স, অবস্থান চিত্র)"
"9-10","science","অধ্যায় ৫: দেখতে হলে আলো চাই","চোখের গঠন","রেটিনা, লেন্স, কর্ণিয়া","চোখের গঠন (রেটিনা, লেন্স, কর্ণিয়া)"
"9-10","science","অধ্যায় ৫: দেখতে হলে আলো চাই","দৃষ্টি ত্রুটি (মাইওপিয়া, হাইপারমেট্রোপিয়া) ও সমাধান","","দৃষ্টি ত্রুটি (মাইওপিয়া, হাইপারমেট্রোপিয়া) ও সমাধান"
"9-10","science","অধ্যায় ৬: পলিমার","পলিমারের ধারণা","মনোমার, পলিমারকরণ","পলিমারের ধারণা (মনোমার, পলিমারকরণ)"
"9-10","science","অধ্যায় ৬: পলিমার","প্রাকৃতিক পলিমার","সেলুলোজ, প্রোটিন, স্টার্চ","প্রাকৃতিক পলিমার (সেলুলোজ, প্রোটিন, স্টার্চ)"
"9-10","science","অধ্যায় ৬: পলিমার","কৃত্রিম পলিমার","মেলামাইন, ব্যাকেলাইট, নায়লন","কৃত্রিম পলিমার (মেলামাইন, ব্যাকেলাইট, নায়লন)"
"9-10","science","অধ্যায় ৬: পলিমার","প্রাকৃতিক তন্তু","তুলা, রেশম, ঊল, লিনেন","প্রাকৃতিক তন্তু (তুলা, রেশম, ঊল, লিনেন)"
"9-10","science","অধ্যায় ৬: পলিমার","কৃত্রিম তন্তু","পলিএস্টার, নায়লন, অ্যাক্রিলিক","কৃত্রিম তন্তু (পলিএস্টার, নায়লন, অ্যাক্রিলিক)"
"9-10","science","অধ্যায় ৬: পলিমার","পলিমারের ব্যবহার ও পরিবেশগত সমস্যা","প্লাস্টিক দূষণ","পলিমারের ব্যবহার ও পরিবেশগত সমস্যা (প্লাস্টিক দূষণ)"
"9-10","science","অধ্যায় ৭: অম্ল, ক্ষারক ও লবণের ব্যবহার","রাসায়নিক অম্লের ধারণা","উদাহরণ, প্রাত্যহিক জীবনে ব্যবহার","রাসায়নিক অম্লের ধারণা (উদাহরণ, প্রাত্যহিক জীবনে ব্যবহার)"
"9-10","science","অধ্যায় ৭: অম্ল, ক্ষারক ও লবণের ব্যবহার","রাসায়নিক ক্ষারকের ধারণা","উদাহরণ, প্রাত্যহিক জীবনে ব্যবহার","রাসায়নিক ক্ষারকের ধারণা (উদাহরণ, প্রাত্যহিক জীবনে ব্যবহার)"
"9-10","science","অধ্যায় ৭: অম্ল, ক্ষারক ও লবণের ব্যবহার","লবণ","ধারণা, প্রকারভেদ","লবণ (ধারণা, প্রকারভেদ)"
"9-10","science","অধ্যায় ৭: অম্ল, ক্ষারক ও লবণের ব্যবহার","pH স্কেল","অম্লীয়, নিরপেক্ষ, ক্ষারীয়","pH স্কেল (অম্লীয়, নিরপেক্ষ, ক্ষারীয়)"
"9-10","science","অধ্যায় ৭: অম্ল, ক্ষারক ও লবণের ব্যবহার","তড়িৎ বিশ্লেষণ","ধারণা, উদাহরণ — পানির তড়িৎ বিশ্লেষণ","তড়িৎ বিশ্লেষণ (ধারণা, উদাহরণ — পানির তড়িৎ বিশ্লেষণ)"
"9-10","science","অধ্যায় ৭: অম্ল, ক্ষারক ও লবণের ব্যবহার","তড়িৎ প্রলেপন","ধারণা, প্রয়োগ — ধাতু নিষ্কাশন ও শোধন","তড়িৎ প্রলেপন (ধারণা, প্রয়োগ — ধাতু নিষ্কাশন ও শোধন)"
"9-10","science","অধ্যায় ৭: অম্ল, ক্ষারক ও লবণের ব্যবহার","লবণের প্রাত্যহিক অবদান","","লবণের প্রাত্যহিক অবদান"
"9-10","science","অধ্যায় ৮: আমাদের সম্পদ","মাটি","গঠন, ধরন, উর্বরতা","মাটি (গঠন, ধরন, উর্বরতা)"
"9-10","science","অধ্যায় ৮: আমাদের সম্পদ","মাটির ক্ষয়","নদীভাঙন, বন্যা, মরুকরণ","মাটির ক্ষয় (নদীভাঙন, বন্যা, মরুকরণ)"
"9-10","science","অধ্যায় ৮: আমাদের সম্পদ","মাটির ক্ষয় প্রতিরোধ","","মাটির ক্ষয় প্রতিরোধ"
"9-10","science","অধ্যায় ৮: আমাদের সম্পদ","খনিজ সম্পদ","ধাতব ও অধাতব খনিজ","খনিজ সম্পদ (ধাতব ও অধাতব খনিজ)"
"9-10","science","অধ্যায় ৮: আমাদের সম্পদ","জ্বালানি","প্রাকৃতিক গ্যাস, পেট্রোলিয়াম, কয়লা","জ্বালানি (প্রাকৃতিক গ্যাস, পেট্রোলিয়াম, কয়লা)"
"9-10","science","অধ্যায় ৮: আমাদের সম্পদ","নবায়নযোগ্য ও অনবায়নযোগ্য জ্বালানি","","নবায়নযোগ্য ও অনবায়নযোগ্য জ্বালানি"
"9-10","science","অধ্যায় ৯: দুর্যোগের সাথে বসবাস","প্রাকৃতিক দুর্যোগের ধারণা ও প্রকারভেদ","","প্রাকৃতিক দুর্যোগের ধারণা ও প্রকারভেদ"
"9-10","science","অধ্যায় ৯: দুর্যোগের সাথে বসবাস","ভূমিকম্প","কারণ, প্রভাব, প্রতিকার","ভূমিকম্প (কারণ, প্রভাব, প্রতিকার)"
"9-10","science","অধ্যায় ৯: দুর্যোগের সাথে বসবাস","বন্যা ও জলোচ্ছ্বাস","কারণ, প্রতিকার","বন্যা ও জলোচ্ছ্বাস (কারণ, প্রতিকার)"
"9-10","science","অধ্যায় ৯: দুর্যোগের সাথে বসবাস","সাইক্লোন","কারণ, প্রতিকার","সাইক্লোন (কারণ, প্রতিকার)"
"9-10","science","অধ্যায় ৯: দুর্যোগের সাথে বসবাস","জলজ্বর","কারণ, প্রতিকার","জলজ্বর (কারণ, প্রতিকার)"
"9-10","science","অধ্যায় ৯: দুর্যোগের সাথে বসবাস","দুর্যোগ মোকাবিলা","প্রস্তুতি, উদ্ধার, পুনর্বাসন","দুর্যোগ মোকাবিলা (প্রস্তুতি, উদ্ধার, পুনর্বাসন)"
"9-10","science","অধ্যায় ১০: এসো বলকে জানি","বল","ধারণা, প্রকারভেদ, একক","বল (ধারণা, প্রকারভেদ, একক)"
"9-10","science","অধ্যায় ১০: এসো বলকে জানি","নিউটনের গতির সূত্র","প্রথম, দ্বিতীয়, তৃতীয়","নিউটনের গতির সূত্র (প্রথম, দ্বিতীয়, তৃতীয়)"
"9-10","science","অধ্যায় ১০: এসো বলকে জানি","ভর ও ওজনের পার্থক্য","","ভর ও ওজনের পার্থক্য"
"9-10","science","অধ্যায় ১০: এসো বলকে জানি","মহাকর্ষ বল ও মুক্তি বেগ","","মহাকর্ষ বল ও মুক্তি বেগ"
"9-10","science","অধ্যায় ১০: এসো বলকে জানি","কাজ ও শক্তির সামগ্রিক ধারণা","একক, সূত্র","কাজ ও শক্তির সামগ্রিক ধারণা (একক, সূত্র)"
"9-10","science","অধ্যায় ১০: এসো বলকে জানি","শক্তি","ধারণা, প্রকারভেদ, রূপান্তর","শক্তি (ধারণা, প্রকারভেদ, রূপান্তর)"
"9-10","science","অধ্যায় ১০: এসো বলকে জানি","কিলোওয়াট ও কিলোওয়াট-ঘণ্টা","ক্ষমতা ও শক্তির পার্থক্য","কিলোওয়াট ও কিলোওয়াট-ঘণ্টা (ক্ষমতা ও শক্তির পার্থক্য)"
"9-10","science","অধ্যায় ১১: প্রাত্যহিক জীবনে তড়িৎ","তড়িৎ প্রবাহের ধারণা","ইলেকট্রন, তড়িৎ প্রবাহ","তড়িৎ প্রবাহের ধারণা (ইলেকট্রন, তড়িৎ প্রবাহ)"
"9-10","science","অধ্যায় ১১: প্রাত্যহিক জীবনে তড়িৎ","ধাতু নিষ্কাশন ও শোধন","","ধাতু নিষ্কাশন ও শোধন"
"9-10","science","অধ্যায় ১১: প্রাত্যহিক জীবনে তড়িৎ","স্থির তড়িৎ","চার্জ, কুলম্বের সূত্র, ক্যাপাসিটর","স্থির তড়িৎ (চার্জ, কুলম্বের সূত্র, ক্যাপাসিটর)"
"9-10","science","অধ্যায় ১১: প্রাত্যহিক জীবনে তড়িৎ","চলতড়িৎ","ভোল্টেজ, কারেন্ট, রোধ, ওমের সূত্র","চলতড়িৎ (ভোল্টেজ, কারেন্ট, রোধ, ওমের সূত্র)"
"9-10","science","অধ্যায় ১১: প্রাত্যহিক জীবনে তড়িৎ","তড়িৎ সরবরাহ","বিদ্যুৎকেন্দ্র, ট্রান্সফরমার, ট্রান্সমিশন লাইন","তড়িৎ সরবরাহ (বিদ্যুৎকেন্দ্র, ট্রান্সফরমার, ট্রান্সমিশন লাইন)"
"9-10","science","অধ্যায় ১১: প্রাত্যহিক জীবনে তড়িৎ","তড়িৎ ব্যবহারের ক্ষেত্র","বাসা, শিল্পকারখানা","তড়িৎ ব্যবহারের ক্ষেত্র (বাসা, শিল্পকারখানা)"
"9-10","science","অধ্যায় ১১: প্রাত্যহিক জীবনে তড়িৎ","তড়িৎ নিরাপত্তা","বিদ্যুৎ আঘাত, প্রতিরোধ","তড়িৎ নিরাপত্তা (বিদ্যুৎ আঘাত, প্রতিরোধ)"
