"grade","subject","chapter","topic","scope_note","topic_raw"
"9-10","ict","অধ্যায় ২: কম্পিউটার রক্ষণাবেক্ষণ ও সাইবার নিরাপত্তা","ম্যালওয়্যার থেকে সুরক্ষা","ভাইরাস, ট্রোজান, ওয়ার্ম","ম্যালওয়্যার থেকে সুরক্ষা (ভাইরাস, ট্রোজান, ওয়ার্ম)"
"9-10","ict","অধ্যায় ২: কম্পিউটার রক্ষণাবেক্ষণ ও সাইবার নিরাপত্তা","সাইবার নিরাপত্তা","","সাইবার নিরাপত্তা"
"9-10","ict","অধ্যায় ২: কম্পিউটার রক্ষণাবেক্ষণ ও সাইবার নিরাপত্তা","তথ্য ও প্রযুক্তি নিরাপত্তা","","তথ্য ও প্রযুক্তি নিরাপত্তা"
"9-10","ict","অধ্যায় ৩: ইন্টারনেট ও ওয়েব পরিচিতি","ইন্টারনেটের ধারণা","","ইন্টারনেটের ধারণা"
"9-10","ict","অধ্যায় ৩: ইন্টারনেট ও ওয়েব পরিচিতি","ইন্টারনেটের সুবিধা ও অসুবিধা","","ইন্টারনেটের সুবিধা ও অসুবিধা"
"9-10","ict","অধ্যায় ৩: ইন্টারনেট ও ওয়েব পরিচিতি","ইন্টারনেট সংযোগের প্রকারভেদ","ডায়াল-আপ, ব্রডব্যান্ড, ফাইবারঅপটিক","ইন্টারনেট সংযোগের প্রকারভেদ (ডায়াল-আপ, ব্রডব্যান্ড, ফাইবারঅপটিক)"
"9-10","ict","অধ্যায় ৩: ইন্টারনেট ও ওয়েব পরিচিতি","ওয়েবের ধারণা","","ওয়েবের ধারণা"
"9-10","ict","অধ্যায় ৩: ইন্টারনেট ও ওয়েব পরিচিতি","ওয়েবপেজ ও ওয়েবসাইট","","ওয়েবপেজ ও ওয়েবসাইট"
"9-10","ict","অধ্যায় ৩: ইন্টারনেট ও ওয়েব পরিচিতি","HTML-এর মৌলিক বৈশিষ্ট্য","","HTML-এর মৌলিক বৈশিষ্ট্য"
"9-10","ict","অধ্যায় ৩: ইন্টারনেট ও ওয়েব পরিচিতি","ওয়েব ব্রাউজার ব্যবহার","","ওয়েব ব্রাউজার ব্যবহার"
"9-10","ict","অধ্যায় ৩: ইন্টারনেট ও ওয়েব পরিচিতি","সার্চ ইঞ্জিন ব্যবহার","","সার্চ ইঞ্জিন ব্যবহার"
"9-10","ict","অধ্যায় ৩: ইন্টারনেট ও ওয়েব পরিচিতি","ইমেইল ব্যবহার","","ইমেইল ব্যবহার"
"9-10","ict","অধ্যায় ৩: ইন্টারনেট ও ওয়েব পরিচিতি","ভিডিও কনফারেন্সিং ব্যবহার","","ভিডিও কনফারেন্সিং ব্যবহার"
"9-10","ict","অধ্যায় ৩: ইন্টারনেট ও ওয়েব পরিচিতি","ইন্টারনেট নিরাপত্তা","","ইন্টারনেট নিরাপত্তা"
"9-10","ict","অধ্যায় ৩: ইন্টারনেট ও ওয়েব পরিচিতি","সাইবার সচেতনতা","","সাইবার সচেতনতা"
"9-10","ict","অধ্যায় ৩: ইন্টারনেট ও ওয়েব পরিচিতি","অনলাইনে তথ্য সংগ্রহ","","অনলাইনে তথ্য সংগ্রহ"
"9-10","ict","অধ্যায় ৩: ইন্টারনেট ও ওয়েব পরিচিতি","অনলাইন প্রকাশনা","","অনলাইন প্রকাশনা"
"9-10","ict","অধ্যায় ৩: ইন্টারনেট ও ওয়েব পরিচিতি","ইন্টারনেটে প্লাগিয়ারিজম","","ইন্টারনেটে প্লাগিয়ারিজম"
"9-10","ict","অধ্যায় ৪: আমার লেখালেখি ও হিসাব","ওয়ার্ড প্রসেসিং","","ওয়ার্ড প্রসেসিং"
"9-10","ict","অধ্যায় ৪: আমার লেখালেখি ও হিসাব","LibreOffice Writer পরিচিতি","","LibreOffice Writer পরিচিতি"
"9-10","ict","অধ্যায় ৪: আমার লেখালেখি ও হিসাব","টেক্সট ফরম্যাটিং","ফন্ট, আকার, রং, সাইজ","টেক্সট ফরম্যাটিং (ফন্ট, আকার, রং, সাইজ)"
"9-10","ict","অধ্যায় ৪: আমার লেখালেখি ও হিসাব","প্যারাগ্রাফ ফরম্যাটিং","পাশ, ইন্ডেন্ট, সাজানো","প্যারাগ্রাফ ফরম্যাটিং (পাশ, ইন্ডেন্ট, সাজানো)"
"9-10","ict","অধ্যায় ৪: আমার লেখালেখি ও হিসাব","টেবিল তৈরি ও ব্যবহার","","টেবিল তৈরি ও ব্যবহার"
"9-10","ict","অধ্যায় ৪: আমার লেখালেখি ও হিসাব","মেল মার্জ ব্যবহার","","মেল মার্জ ব্যবহার"
"9-10","ict","অধ্যায় ৪: আমার লেখালেখি ও হিসাব","স্প্রেডশিটের ধারণা","","স্প্রেডশিটের ধারণা"
"9-10","ict","অধ্যায় ৪: আমার লেখালেখি ও হিসাব","LibreOffice Calc পরিচিতি","","LibreOffice Calc পরিচিতি"
"9-10","ict","অধ্যায় ৪: আমার লেখালেখি ও হিসাব","সেল ও রেঞ্জ ব্যবহার","","সেল ও রেঞ্জ ব্যবহার"
"9-10","ict","অধ্যায় ৪: আমার লেখালেখি ও হিসাব","ফর্মুলা ও ফাংশন ব্যবহার","","ফর্মুলা ও ফাংশন ব্যবহার"
"9-10","ict","অধ্যায় ৪: আমার লেখালেখি ও হিসাব","চার্ট তৈরি","","চার্ট তৈরি"
"9-10","ict","অধ্যায় ৪: আমার লেখালেখি ও হিসাব","ইন্টারনেট ব্যবহার","","ইন্টারনেট ব্যবহার"
"9-10","ict","অধ্যায় ৪: আমার লেখালেখি ও হিসাব","সাইবার নিরাপত্তা","","সাইবার নিরাপত্তা"
"9-10","ict","অধ্যায় ৪: আমার লেখালেখি ও হিসাব","ডিজিটাল নৈতিকতা","","ডিজিটাল নৈতিকতা"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","মাল্টিমিডিয়ার ধারণা ও প্রকারভেদ","","মাল্টিমিডিয়ার ধারণা ও প্রকারভেদ"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","টেক্সট, অডিও, ভিডিও, অ্যানিমেশন ও গ্রাফিক্স","","টেক্সট, অডিও, ভিডিও, অ্যানিমেশন ও গ্রাফিক্স"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","Adobe Photoshop পরিচিতি","","Adobe Photoshop পরিচিতি"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","ফটোশপে ছবি সম্পাদনা","","ফটোশপে ছবি সম্পাদনা"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","ফটোশপে ভিডিও সম্পাদনা","","ফটোশপে ভিডিও সম্পাদনা"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","লেয়ার তৈরি ও ব্যবহার","","লেয়ার তৈরি ও ব্যবহার"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","লেয়ারের অপাসিটি পরিবর্তন","","লেয়ারের অপাসিটি পরিবর্তন"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","লেয়ার মার্জ ও ফ্ল্যাটেন","","লেয়ার মার্জ ও ফ্ল্যাটেন"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","কাট, কপি, পেস্ট ও ক্রপ টুল","","কাট, কপি, পেস্ট ও ক্রপ টুল"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","ইরেজার টুল ব্যবহার","","ইরেজার টুল ব্যবহার"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","গ্রেডিয়েন্ট টুল ব্যবহার","","গ্রেডিয়েন্ট টুল ব্যবহার"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","রং সম্পাদনা","ব্রাইটনেস, কনট্রাস্ট","রং সম্পাদনা (ব্রাইটনেস, কনট্রাস্ট)"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","Adobe Illustrator পরিচিতি","","Adobe Illustrator পরিচিতি"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","ইলাস্ট্রেটরে অবজেক্ট তৈরি","","ইলাস্ট্রেটরে অবজেক্ট তৈরি"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","সিলেকশন টুল ও ডাইরেক্ট সিলেকশন টুল","","সিলেকশন টুল ও ডাইরেক্ট সিলেকশন টুল"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","অবজেক্ট গ্রুপিং ও লকিং","","অবজেক্ট গ্রুপিং ও লকিং"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","কাট, কপি, পেস্ট কমান্ড","","কাট, কপি, পেস্ট কমান্ড"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","পেন ও পেন্সিল টুল","","পেন ও পেন্সিল টুল"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","পাথ সম্পাদনা","","পাথ সম্পাদনা"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","অ্যাঙ্কর পয়েন্ট যোগ ও বাদ দেওয়া","","অ্যাঙ্কর পয়েন্ট যোগ ও বাদ দেওয়া"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","পাথের বক্রতা সম্পাদনা","","পাথের বক্রতা সম্পাদনা"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","টাইপ টুল ব্যবহার","","টাইপ টুল ব্যবহার"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","পয়েন্ট টেক্সট ও এরিয়া টেক্সট","","পয়েন্ট টেক্সট ও এরিয়া টেক্সট"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","পাথে টাইপ করা","","পাথে টাইপ করা"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","অক্ষরের আউটলাইন তৈরি","","অক্ষরের আউটলাইন তৈরি"
"9-10","ict","অধ্যায় ৫: মাল্টিমিডিয়া ও গ্রাফিক্স","ইলাস্ট্রেটরে ছবি স্থাপন","","ইলাস্ট্রেটরে ছবি স্থাপন"
"9-10","ict","অধ্যায় ৬: প্রোগ্রামিংয়ের মাধ্যমে সমস্যার সমাধান","প্রোগ্রামিংয়ের মাধ্যমে সমস্যার সমাধান","","প্রোগ্রামিংয়ের মাধ্যমে সমস্যার সমাধান"
"9-10","ict","অধ্যায় ৬: প্রোগ্রামিংয়ের মাধ্যমে সমস্যার সমাধান","প্রোগ্রামিংয়ের ধারণা ও গুরুত্ব","","প্রোগ্রামিংয়ের ধারণা ও গুরুত্ব"
"9-10","ict","অধ্যায় ৬: প্রোগ্রামিংয়ের মাধ্যমে সমস্যার সমাধান","প্রোগ্রামিং ভাষা ও তাদের প্রকারভেদ","","প্রোগ্রামিং ভাষা ও তাদের প্রকারভেদ"
"9-10","ict","অধ্যায় ৬: প্রোগ্রামিংয়ের মাধ্যমে সমস্যার সমাধান","মেশিন কোড ও অনুবাদক","কম্পাইলার, ইন্টারপ্রেটার","মেশিন কোড ও অনুবাদক (কম্পাইলার, ইন্টারপ্রেটার)"
"9-10","ict","অধ্যায় ৬: প্রোগ্রামিংয়ের মাধ্যমে সমস্যার সমাধান","পাইথন প্রোগ্রামিং ভাষা পরিচিতি","","পাইথন প্রোগ্রামিং ভাষা পরিচিতি"
"9-10","ict","অধ্যায় ৬: প্রোগ্রামিংয়ের মাধ্যমে সমস্যার সমাধান","পাইথন সেটআপ ও Thonny IDE","","পাইথন সেটআপ ও Thonny IDE"
"9-10","ict","অধ্যায় ৬: প্রোগ্রামিংয়ের মাধ্যমে সমস্যার সমাধান","চলক বা ভ্যারিয়েবল","","চলক বা ভ্যারিয়েবল"
"9-10","ict","অধ্যায় ৬: প্রোগ্রামিংয়ের মাধ্যমে সমস্যার সমাধান","ভ্যারিয়েবলের নামকরণ","","ভ্যারিয়েবলের নামকরণ"
"9-10","ict","অধ্যায় ৬: প্রোগ্রামিংয়ের মাধ্যমে সমস্যার সমাধান","ডেটা টাইপ","int, float, str, bool","ডেটা টাইপ (int, float, str, bool)"
"9-10","ict","অধ্যায় ৬: প্রোগ্রামিংয়ের মাধ্যমে সমস্যার সমাধান","ডেটা টাইপের রূপান্তর","টাইপ কাস্টিং","ডেটা টাইপের রূপান্তর (টাইপ কাস্টিং)"
"9-10","ict","অধ্যায় ৬: প্রোগ্রামিংয়ের মাধ্যমে সমস্যার সমাধান","প্রোগ্রামে ডেটা ইনপুট নেওয়া","","প্রোগ্রামে ডেটা ইনপুট নেওয়া"
"9-10","ict","অধ্যায় ৬: প্রোগ্রামিংয়ের মাধ্যমে সমস্যার সমাধান","গাণিতিক অপারেশন","","গাণিতিক অপারেশন"
"9-10","ict","অধ্যায় ৬: প্রোগ্রামিংয়ের মাধ্যমে সমস্যার সমাধান","তুলনামূলক অপারেশন","","তুলনামূলক অপারেশন"
"9-10","ict","অধ্যায় ৬: প্রোগ্রামিংয়ের মাধ্যমে সমস্যার সমাধান","শর্ত বিবেচনা","if, elif, else","শর্ত বিবেচনা (if, elif, else)"
"9-10","ict","অধ্যায় ৬: প্রোগ্রামিংয়ের মাধ্যমে সমস্যার সমাধান","match স্টেটমেন্ট","","match স্টেটমেন্ট"
"9-10","ict","অধ্যায় ৬: প্রোগ্রামিংয়ের মাধ্যমে সমস্যার সমাধান","for লুপ","","for লুপ"
"9-10","ict","অধ্যায় ৬: প্রোগ্রামিংয়ের মাধ্যমে সমস্যার সমাধান","while লুপ","","while লুপ"
"9-10","ict","অধ্যায় ৬: প্রোগ্রামিংয়ের মাধ্যমে সমস্যার সমাধান","break ও continue স্টেটমেন্ট","","break ও continue স্টেটমেন্ট"
