"grade","subject","chapter","topic","scope_note","topic_raw"
"9-10","accounting","অধ্যায় ৪: মূলধন ও মুনাফা জাতীয় লেনদেন","মূলধন লেনদেন","","মূলধন লেনদেন"
"9-10","accounting","অধ্যায় ৪: মূলধন ও মুনাফা জাতীয় লেনদেন","মুনাফা লেনদেন","","মুনাফা লেনদেন"
"9-10","accounting","অধ্যায় ৪: মূলধন ও মুনাফা জাতীয় লেনদেন","মূলধন-মুনাফা পার্থক্য","","মূলধন-মুনাফা পার্থক্য"
"9-10","accounting","অধ্যায় ৪: মূলধন ও মুনাফা জাতীয় লেনদেন","আয়-আর্থিক বিবরণীতে প্রয়োগ","","আয়-আর্থিক বিবরণীতে প্রয়োগ"
"9-10","accounting","অধ্যায় ৫: হিসাব","হিসাবের ধারণা ও বৈশিষ্ট্য","","হিসাবের ধারণা ও বৈশিষ্ট্য"
"9-10","accounting","অধ্যায় ৫: হিসাব","হিসাবের চক","T-ছক ও চলমান জের ছক","হিসাবের চক (T-ছক ও চলমান জের ছক)"
"9-10","accounting","অধ্যায় ৫: হিসাব","হিসাবের শ্রেণিবিভাগ","","হিসাবের শ্রেণিবিভাগ"
"9-10","accounting","অধ্যায় ৫: হিসাব","হিসাব ও লেনদেনের সম্পর্ক","","হিসাব ও লেনদেনের সম্পর্ক"
"9-10","accounting","অধ্যায় ৫: হিসাব","ডেবিট ও ক্রেডিট","","ডেবিট ও ক্রেডিট"
"9-10","accounting","অধ্যায় ৬: জাবেদা","জাবেদার ধারণা ও গুরুত্ব","","জাবেদার ধারণা ও গুরুত্ব"
"9-10","accounting","অধ্যায় ৬: জাবেদা","জাবেদার শ্রেণিবিভাগ","","জাবেদার শ্রেণিবিভাগ"
"9-10","accounting","অধ্যায় ৬: জাবেদা","সাধারণ জাবেদা দাখিলা","","সাধারণ জাবেদা দাখিলা"
"9-10","accounting","অধ্যায় ৬: জাবেদা","চালানভিত্তিক ক্রয় ও বিক্রয় জাবেদা","","চালানভিত্তিক ক্রয় ও বিক্রয় জাবেদা"
"9-10","accounting","অধ্যায় ৬: জাবেদা","ডেবিট নোটভিত্তিক ক্রয় ফেরত জাবেদা","","ডেবিট নোটভিত্তিক ক্রয় ফেরত জাবেদা"
"9-10","accounting","অধ্যায় ৬: জাবেদা","ক্রেডিট নোটভিত্তিক বিক্রয় ফেরত জাবেদা","","ক্রেডিট নোটভিত্তিক বিক্রয় ফেরত জাবেদা"
"9-10","accounting","অধ্যায় ৬: জাবেদা","নগদ প্রাপ্তি জাবেদা","","নগদ প্রাপ্তি জাবেদা"
"9-10","accounting","অধ্যায় ৬: জাবেদা","নগদ প্রদান জাবেদা","","নগদ প্রদান জাবেদা"
"9-10","accounting","অধ্যায় ৭: খতিয়ান","খতিয়ানের ধারণা, বৈশিষ্ট্য ও গুরুত্ব","","খতিয়ানের ধারণা, বৈশিষ্ট্য ও গুরুত্ব"
"9-10","accounting","অধ্যায় ৭: খতিয়ান","খতিয়ানের শ্রেণিবিভাগ","","খতিয়ানের শ্রেণিবিভাগ"
"9-10","accounting","অধ্যায় ৭: খতিয়ান","জাবেদা ও খতিয়ানের পার্থক্য","","জাবেদা ও খতিয়ানের পার্থক্য"
"9-10","accounting","অধ্যায় ৭: খতিয়ান","খাতিয়ানাভূতকরণ ও হিসাবের জের টানা","","খাতিয়ানাভূতকরণ ও হিসাবের জের টানা"
"9-10","accounting","অধ্যায় ৭: খতিয়ান","সাধারণ ও সহকারী খতিয়ান","","সাধারণ ও সহকারী খতিয়ান"
"9-10","accounting","অধ্যায় ৮: নগদান বই","নগদান বইয়ের ধারণা","","নগদান বইয়ের ধারণা"
"9-10","accounting","অধ্যায় ৮: নগদান বই","নগদান বইয়ের শ্রেণিবিভাগ","","নগদান বইয়ের শ্রেণিবিভাগ"
"9-10","accounting","অধ্যায় ৮: নগদান বই","নগদান বই প্রস্তুতকরণ","","নগদান বই প্রস্তুতকরণ"
"9-10","accounting","অধ্যায় ৮: নগদান বই","বিপরীত দাখিলা লিপিবদ্ধকরণ পদ্ধতি","","বিপরীত দাখিলা লিপিবদ্ধকরণ পদ্ধতি"
"9-10","accounting","অধ্যায় ৮: নগদান বই","নগদ প্রাপ্তি ও প্রদান জাবেদা","","নগদ প্রাপ্তি ও প্রদান জাবেদা"
"9-10","accounting","অধ্যায় ৮: নগদান বই","ব্যাংক বিবরণী ও সমন্বয় বিবরণী","","ব্যাংক বিবরণী ও সমন্বয় বিবরণী"
"9-10","accounting","অধ্যায় ৯: রেওয়ামিল","রেওয়ামিলের ধারণা ও উদ্দেশ্য","","রেওয়ামিলের ধারণা ও উদ্দেশ্য"
"9-10","accounting","অধ্যায় ৯: রেওয়ামিল","রেওয়ামিল প্রস্তুত প্রণালী","","রেওয়ামিল প্রস্তুত প্রণালী"
"9-10","accounting","অধ্যায় ৯: রেওয়ামিল","হিসাব লিখনের ভুলের প্রকারভেদ","","হিসাব লিখনের ভুলের প্রকারভেদ"
"9-10","accounting","অধ্যায় ৯: রেওয়ামিল","রেওয়ামিলের ভুল","","রেওয়ামিলের ভুল"
"9-10","accounting","অধ্যায় ৯: রেওয়ামিল","অনিশ্চিত হিসাব","","অনিশ্চিত হিসাব"
"9-10","accounting","অধ্যায় ১০: আর্থিক বিবরণী","বিবরণীতে লেনদেন পার্থক্য","","বিবরণীতে লেনদেন পার্থক্য"
"9-10","accounting","অধ্যায় ১০: আর্থিক বিবরণী","বিশদ আয় বিবরণী প্রস্তুতকরণ","","বিশদ আয় বিবরণী প্রস্তুতকরণ"
"9-10","accounting","অধ্যায় ১০: আর্থিক বিবরণী","আর্থিক অবস্থার বিবরণী প্রস্তুতকরণ","","আর্থিক অবস্থার বিবরণী প্রস্তুতকরণ"
"9-10","accounting","অধ্যায় ১০: আর্থিক বিবরণী","সম্পদ ও দায়ের শ্রেণিবিভাগ","স্থায়ী সম্পদ, চলতি সম্পদ, দীর্ঘমেয়াদি দায়, চলতি দায়","সম্পদ ও দায়ের শ্রেণিবিভাগ (স্থায়ী সম্পদ, চলতি সম্পদ, দীর্ঘমেয়াদি দায়, চলতি দায়)"
"9-10","accounting","অধ্যায় ১০: আর্থিক বিবরণী","মূলধন হিসাবের পরিবর্তন","","মূলধন হিসাবের পরিবর্তন"
"9-10","accounting","অধ্যায় ১০: আর্থিক বিবরণী","কুঋণ ও সন্দেহজনক কুঋণ হিসাবভুক্তকরণ","","কুঋণ ও সন্দেহজনক কুঋণ হিসাবভুক্তকরণ"
"9-10","accounting","অধ্যায় ১০: আর্থিক বিবরণী","সম্পদের অবচয় হিসাব","","সম্পদের অবচয় হিসাব"
"9-10","accounting","অধ্যায় ১০: আর্থিক বিবরণী","আর্থিক বিবরণী প্রস্তুতকরণে হিসাববিজ্ঞানের নীতিমালা","","আর্থিক বিবরণী প্রস্তুতকরণে হিসাববিজ্ঞানের নীতিমালা"
"9-10","accounting","অধ্যায় ১০: আর্থিক বিবরণী","আর্থিক অনুপাত","","আর্থিক অনুপাত"
"9-10","accounting","অধ্যায় ১০: আর্থিক বিবরণী","তুলনামূলক আর্থিক বিশ্লেষণ","","তুলনামূলক আর্থিক বিশ্লেষণ"
"9-10","accounting","অধ্যায় ১১: পণ্যের ক্রয়মূল্য, উৎপাদন ব্যয় ও বিক্রয়মূল্য","পণ্যের ক্রয়মূল্য ও বিক্রয়মূল্য নির্ধারণ","","পণ্যের ক্রয়মূল্য ও বিক্রয়মূল্য নির্ধারণ"
"9-10","accounting","অধ্যায় ১১: পণ্যের ক্রয়মূল্য, উৎপাদন ব্যয় ও বিক্রয়মূল্য","উৎপাদন ব্যয়","","উৎপাদন ব্যয়"
"9-10","accounting","অধ্যায় ১১: পণ্যের ক্রয়মূল্য, উৎপাদন ব্যয় ও বিক্রয়মূল্য","উৎপাদন ব্যয় বিবরণী প্রস্তুতকরণ","","উৎপাদন ব্যয় বিবরণী প্রস্তুতকরণ"
"9-10","accounting","অধ্যায় ১২: পারিবারিক ও আত্মকর্মসংস্থানমূলক উদ্যোগের হিসাব","পারিবারিক হিসাব","","পারিবারিক হিসাব"
"9-10","accounting","অধ্যায় ১২: পারিবারিক ও আত্মকর্মসংস্থানমূলক উদ্যোগের হিসাব","পারিবারিক বাজেট প্রণয়ন","","পারিবারিক বাজেট প্রণয়ন"
"9-10","accounting","অধ্যায় ১২: পারিবারিক ও আত্মকর্মসংস্থানমূলক উদ্যোগের হিসাব","পারিবারিক বিবরণী","প্রাপ্তি ও প্রদান হিসাব, আয়-ব্যয় বিবরণী, আর্থিক অবস্থার বিবরণী","পারিবারিক বিবরণী (প্রাপ্তি ও প্রদান হিসাব, আয়-ব্যয় বিবরণী, আর্থিক অবস্থার বিবরণী)"
"9-10","accounting","অধ্যায় ১২: পারিবারিক ও আত্মকর্মসংস্থানমূলক উদ্যোগের হিসাব","আত্মকর্মসংস্থানের বাজেট","","আত্মকর্মসংস্থানের বাজেট"
