"grade","subject","chapter","topic","scope_note","topic_raw"
"9-10","business-entrepreneurship","অধ্যায় ৪: মালিকানার ভিত্তিতে ব্যবসায়","কর্পোরেশনের স্টক","সাধারণ, প্রাধিকার, ট্রাস্টি","কর্পোরেশনের স্টক (সাধারণ, প্রাধিকার, ট্রাস্টি)"
"9-10","business-entrepreneurship","অধ্যায় ৪: মালিকানার ভিত্তিতে ব্যবসায়","কর্পোরেশনের বন্ড ও ঋণপত্র","","কর্পোরেশনের বন্ড ও ঋণপত্র"
"9-10","business-entrepreneurship","অধ্যায় ৪: মালিকানার ভিত্তিতে ব্যবসায়","মালিকানার ভিত্তিতে ব্যবসায়ের পার্থক্য","","মালিকানার ভিত্তিতে ব্যবসায়ের পার্থক্য"
"9-10","business-entrepreneurship","অধ্যায় ৪: মালিকানার ভিত্তিতে ব্যবসায়","অংশীদারি চুক্তির শর্তাবলী","","অংশীদারি চুক্তির শর্তাবলী"
"9-10","business-entrepreneurship","অধ্যায় ৪: মালিকানার ভিত্তিতে ব্যবসায়","অংশীদারিত্বের প্রকারভেদ","অসীমিত, সীমিত, সমবায়","অংশীদারিত্বের প্রকারভেদ (অসীমিত, সীমিত, সমবায়)"
"9-10","business-entrepreneurship","অধ্যায় ৪: মালিকানার ভিত্তিতে ব্যবসায়","কর্পোরেশনের সভা ও কর্মকাণ্ড","","কর্পোরেশনের সভা ও কর্মকাণ্ড"
"9-10","business-entrepreneurship","অধ্যায় ৪: মালিকানার ভিত্তিতে ব্যবসায়","অংশীদারি ব্যবসায়ের অংশীদারদের পারস্পরিক সম্পর্ক","","অংশীদারি ব্যবসায়ের অংশীদারদের পারস্পরিক সম্পর্ক"
"9-10","business-entrepreneurship","অধ্যায় ৪: মালিকানার ভিত্তিতে ব্যবসায়","কর্পোরেশনের সুবিধা ও সীমাবদ্ধতা","","কর্পোরেশনের সুবিধা ও সীমাবদ্ধতা"
"9-10","business-entrepreneurship","অধ্যায় ৫: ব্যবসায়ের আইনগত দিক","ব্যবসায়ের আইনগত দিকের ধারণা","","ব্যবসায়ের আইনগত দিকের ধারণা"
"9-10","business-entrepreneurship","অধ্যায় ৫: ব্যবসায়ের আইনগত দিক","ব্যবসায়ের নিবন্ধন প্রক্রিয়া","","ব্যবসায়ের নিবন্ধন প্রক্রিয়া"
"9-10","business-entrepreneurship","অধ্যায় ৫: ব্যবসায়ের আইনগত দিক","ব্যবসায়ের আইনি কাঠামো","","ব্যবসায়ের আইনি কাঠামো"
"9-10","business-entrepreneurship","অধ্যায় ৫: ব্যবসায়ের আইনগত দিক","ব্যবসায়িক আইন","অংশীদারি আইন, কর্পোরেশন আইন","ব্যবসায়িক আইন (অংশীদারি আইন, কর্পোরেশন আইন)"
"9-10","business-entrepreneurship","অধ্যায় ৫: ব্যবসায়ের আইনগত দিক","ব্যবসায়ের লাইসেন্স ও অনুমতিপত্র","","ব্যবসায়ের লাইসেন্স ও অনুমতিপত্র"
"9-10","business-entrepreneurship","অধ্যায় ৫: ব্যবসায়ের আইনগত দিক","ব্যবসায়িক সমঠ ও সমিতি","","ব্যবসায়িক সমঠ ও সমিতি"
"9-10","business-entrepreneurship","অধ্যায় ৫: ব্যবসায়ের আইনগত দিক","ব্যবসায়িক বিরোধ নিষ্পত্তি","","ব্যবসায়িক বিরোধ নিষ্পত্তি"
"9-10","business-entrepreneurship","অধ্যায় ৫: ব্যবসায়ের আইনগত দিক","খামার সমবায় সমিতির সংজ্ঞা ও গঠন","","খামার সমবায় সমিতির সংজ্ঞা ও গঠন"
"9-10","business-entrepreneurship","অধ্যায় ৬: ব্যবসায় পরিকল্পনা","ব্যবসায় পরিকল্পনার ধারণা ও সংজ্ঞা","","ব্যবসায় পরিকল্পনার ধারণা ও সংজ্ঞা"
"9-10","business-entrepreneurship","অধ্যায় ৬: ব্যবসায় পরিকল্পনা","ব্যবসায় পরিকল্পনার গুরুত্ব","","ব্যবসায় পরিকল্পনার গুরুত্ব"
"9-10","business-entrepreneurship","অধ্যায় ৬: ব্যবসায় পরিকল্পনা","ব্যবসায় পরিকল্পনার ধাপ","উদ্দেশ্য নির্ধারণ, বিশ্লেষণ, কার্যক্রম","ব্যবসায় পরিকল্পনার ধাপ (উদ্দেশ্য নির্ধারণ, বিশ্লেষণ, কার্যক্রম)"
"9-10","business-entrepreneurship","অধ্যায় ৬: ব্যবসায় পরিকল্পনা","ব্যবসায় পরিকল্পনার অংশ","কৌশলগত, কর্মকর্তাগত, পরিচালনাগত","ব্যবসায় পরিকল্পনার অংশ (কৌশলগত, কর্মকর্তাগত, পরিচালনাগত)"
"9-10","business-entrepreneurship","অধ্যায় ৬: ব্যবসায় পরিকল্পনা","ব্যবসায়িক প্রতিবেদন প্রস্তুতি","","ব্যবসায়িক প্রতিবেদন প্রস্তুতি"
"9-10","business-entrepreneurship","অধ্যায় ৬: ব্যবসায় পরিকল্পনা","ব্যবসায়িক খসড়া প্রস্তুতি","","ব্যবসায়িক খসড়া প্রস্তুতি"
"9-10","business-entrepreneurship","অধ্যায় ৭: বাংলাদেশের শিল্প","বাংলাদেশের শিল্প খাতের পরিচিতি","","বাংলাদেশের শিল্প খাতের পরিচিতি"
"9-10","business-entrepreneurship","অধ্যায় ৭: বাংলাদেশের শিল্প","বাংলাদেশের শিল্প খাতের গুরুত্ব","","বাংলাদেশের শিল্প খাতের গুরুত্ব"
"9-10","business-entrepreneurship","অধ্যায় ৭: বাংলাদেশের শিল্প","বাংলাদেশের শিল্প খাতের প্রকারভেদ","ক্ষুদ্র, মাঝারি, বৃহৎ","বাংলাদেশের শিল্প খাতের প্রকারভেদ (ক্ষুদ্র, মাঝারি, বৃহৎ)"
"9-10","business-entrepreneurship","অধ্যায় ৭: বাংলাদেশের শিল্প","বাংলাদেশের শিল্প খাতের সমস্যা ও সমাধান","","বাংলাদেশের শিল্প খাতের সমস্যা ও সমাধান"
"9-10","business-entrepreneurship","অধ্যায় ৭: বাংলাদেশের শিল্প","বাংলাদেশের শিল্প খাতের উন্নয়নের প্রয়োজনীয়তা","","বাংলাদেশের শিল্প খাতের উন্নয়নের প্রয়োজনীয়তা"
"9-10","business-entrepreneurship","অধ্যায় ৭: বাংলাদেশের শিল্প","বাংলাদেশের শিল্প খাতের ভবিষ্যৎ পরিকল্পনা","","বাংলাদেশের শিল্প খাতের ভবিষ্যৎ পরিকল্পনা"
"9-10","business-entrepreneurship","অধ্যায় ৮: ব্যবসায় প্রতিষ্ঠানের ব্যবস্থাপনা","ব্যবস্থাপনার ধারণা ও সংজ্ঞা","","ব্যবস্থাপনার ধারণা ও সংজ্ঞা"
"9-10","business-entrepreneurship","অধ্যায় ৮: ব্যবসায় প্রতিষ্ঠানের ব্যবস্থাপনা","ব্যবস্থাপনার গুরুত্ব","","ব্যবস্থাপনার গুরুত্ব"
"9-10","business-entrepreneurship","অধ্যায় ৮: ব্যবসায় প্রতিষ্ঠানের ব্যবস্থাপনা","ব্যবস্থাপনার ধাপ","পরিকল্পনা, সংগঠন, নির্দেশনা, নিয়ন্ত্রণ","ব্যবস্থাপনার ধাপ (পরিকল্পনা, সংগঠন, নির্দেশনা, নিয়ন্ত্রণ)"
"9-10","business-entrepreneurship","অধ্যায় ৮: ব্যবসায় প্রতিষ্ঠানের ব্যবস্থাপনা","ব্যবস্থাপনার অংশ","মানবসম্পদ, আর্থিক, বিপণন","ব্যবস্থাপনার অংশ (মানবসম্পদ, আর্থিক, বিপণন)"
"9-10","business-entrepreneurship","অধ্যায় ৮: ব্যবসায় প্রতিষ্ঠানের ব্যবস্থাপনা","ব্যবস্থাপনার সমস্যা ও সমাধান","","ব্যবস্থাপনার সমস্যা ও সমাধান"
"9-10","business-entrepreneurship","অধ্যায় ৮: ব্যবসায় প্রতিষ্ঠানের ব্যবস্থাপনা","ব্যবস্থাপনার ভবিষ্যৎ পরিকল্পনা","","ব্যবস্থাপনার ভবিষ্যৎ পরিকল্পনা"
"9-10","business-entrepreneurship","অধ্যায় ৮: ব্যবসায় প্রতিষ্ঠানের ব্যবস্থাপনা","ব্যবসায় প্রতিষ্ঠানের ব্যবস্থাপনার প্রয়োজনীয়তা","","ব্যবসায় প্রতিষ্ঠানের ব্যবস্থাপনার প্রয়োজনীয়তা"
"9-10","business-entrepreneurship","অধ্যায় ৯: বিপণন","বিপণনের ধারণা ও সংজ্ঞা","","বিপণনের ধারণা ও সংজ্ঞা"
"9-10","business-entrepreneurship","অধ্যায় ৯: বিপণন","বিপণনের কার্যাবলি","পণ্য নির্বাচন, মূল্য নির্ধারণ, বিতরণ","বিপণনের কার্যাবলি (পণ্য নির্বাচন, মূল্য নির্ধারণ, বিতরণ)"
"9-10","business-entrepreneurship","অধ্যায় ৯: বিপণন","বটেনপ্রাণীর ধারণা ও প্রকারভেদ","","বটেনপ্রাণীর ধারণা ও প্রকারভেদ"
"9-10","business-entrepreneurship","অধ্যায় ৯: বিপণন","বিভিন্ন পণ্যের বিপণন পদ্ধতি","","বিভিন্ন পণ্যের বিপণন পদ্ধতি"
"9-10","business-entrepreneurship","অধ্যায় ৯: বিপণন","বিজ্ঞাপনের ধারণা ও গুরুত্ব","","বিজ্ঞাপনের ধারণা ও গুরুত্ব"
"9-10","business-entrepreneurship","অধ্যায় ৯: বিপণন","বিজ্ঞাপনের মাধ্যম","সংবাদপত্র, টেলিভিশন, রেডিও, ইন্টারনেট","বিজ্ঞাপনের মাধ্যম (সংবাদপত্র, টেলিভিশন, রেডিও, ইন্টারনেট)"
"9-10","business-entrepreneurship","অধ্যায় ৯: বিপণন","বিক্রিয়কতার ধারণা ও আদর্শ বিক্রিয়কর্মীর গুণ","","বিক্রিয়কতার ধারণা ও আদর্শ বিক্রিয়কর্মীর গুণ"
"9-10","business-entrepreneurship","অধ্যায় ১০: ব্যবসায় উদ্যোগ উন্নয়নে সহায়ক সেবা","সহায়ক সেবার ধারণা","","সহায়ক সেবার ধারণা"
"9-10","business-entrepreneurship","অধ্যায় ১০: ব্যবসায় উদ্যোগ উন্নয়নে সহায়ক সেবা","সহায়ক সেবার গুরুত্ব","","সহায়ক সেবার গুরুত্ব"
"9-10","business-entrepreneurship","অধ্যায় ১০: ব্যবসায় উদ্যোগ উন্নয়নে সহায়ক সেবা","সহায়ক সেবার প্রকারভেদ","আর্থিক, প্রযুক্তিগত, প্রশিক্ষণ","সহায়ক সেবার প্রকারভেদ (আর্থিক, প্রযুক্তিগত, প্রশিক্ষণ)"
"9-10","business-entrepreneurship","অধ্যায় ১০: ব্যবসায় উদ্যোগ উন্নয়নে সহায়ক সেবা","সহায়ক সেবার সমস্যা ও সমাধান","","সহায়ক সেবার সমস্যা ও সমাধান"
"9-10","business-entrepreneurship","অধ্যায় ১০: ব্যবসায় উদ্যোগ উন্নয়নে সহায়ক সেবা","সহায়ক সেবার ভবিষ্যৎ পরিকল্পনা","","সহায়ক সেবার ভবিষ্যৎ পরিকল্পনা"
"9-10","business-entrepreneurship","অধ্যায় ১১: ব্যবসায় নৈতিকতা ও সামাজিক দায়িত্ব","ব্যবসায় নৈতিকতার ধারণা ও সংজ্ঞা","","ব্যবসায় নৈতিকতার ধারণা ও সংজ্ঞা"
"9-10","business-entrepreneurship","অধ্যায় ১১: ব্যবসায় নৈতিকতা ও সামাজিক দায়িত্ব","ব্যবসায় নৈতিকতার গুরুত্ব","","ব্যবসায় নৈতিকতার গুরুত্ব"
"9-10","business-entrepreneurship","অধ্যায় ১১: ব্যবসায় নৈতিকতা ও সামাজিক দায়িত্ব","ব্যবসায় নৈতিকতার প্রয়োজনীয়তা","","ব্যবসায় নৈতিকতার প্রয়োজনীয়তা"
"9-10","business-entrepreneurship","অধ্যায় ১১: ব্যবসায় নৈতিকতা ও সামাজিক দায়িত্ব","সামাজিক দায়িত্বের ধারণা","","সামাজিক দায়িত্বের ধারণা"
"9-10","business-entrepreneurship","অধ্যায় ১১: ব্যবসায় নৈতিকতা ও সামাজিক দায়িত্ব","সামাজিক দায়িত্বের প্রয়োজনীয়তা","","সামাজিক দায়িত্বের প্রয়োজনীয়তা"
"9-10","business-entrepreneurship","অধ্যায় ১১: ব্যবসায় নৈতিকতা ও সামাজিক দায়িত্ব","সামাজিক দায়িত্বের সমস্যা ও সমাধান","","সামাজিক দায়িত্বের সমস্যা ও সমাধান"
"9-10","business-entrepreneurship","অধ্যায় ১১: ব্যবসায় নৈতিকতা ও সামাজিক দায়িত্ব","সামাজিক দায়িত্বের ভবিষ্যৎ পরিকল্পনা","","সামাজিক দায়িত্বের ভবিষ্যৎ পরিকল্পনা"
"9-10","business-entrepreneurship","অধ্যায় ১২: সফল উদ্যোক্তাদের জীবনী থেকে শিক্ষাদীয়","জমরুল ইসলামের জীবনী ও উদ্যোক্তা হওয়ার কাহিনি","","জমরুল ইসলামের জীবনী ও উদ্যোক্তা হওয়ার কাহিনি"
"9-10","business-entrepreneurship","অধ্যায় ১২: সফল উদ্যোক্তাদের জীবনী থেকে শিক্ষাদীয়","স্যামসন এইচ চৌধুরীর জীবনী ও উদ্যোক্তা হওয়ার কাহিনি","","স্যামসন এইচ চৌধুরীর জীবনী ও উদ্যোক্তা হওয়ার কাহিনি"
"9-10","business-entrepreneurship","অধ্যায় ১২: সফল উদ্যোক্তাদের জীবনী থেকে শিক্ষাদীয়","জমরুল ইসলাম প্রতিষ্ঠিত ব্যবসায় সংগঠন","","জমরুল ইসলাম প্রতিষ্ঠিত ব্যবসায় সংগঠন"
"9-10","business-entrepreneurship","অধ্যায় ১২: সফল উদ্যোক্তাদের জীবনী থেকে শিক্ষাদীয়","স্যামসন এইচ চৌধুরী প্রতিষ্ঠিত ব্যবসায় সংগঠন","","স্যামসন এইচ চৌধুরী প্রতিষ্ঠিত ব্যবসায় সংগঠন"
"9-10","business-entrepreneurship","অধ্যায় ১২: সফল উদ্যোক্তাদের জীবনী থেকে শিক্ষাদীয়","সামাজিক ও জনকল্যাণমূলক কর্মকাণ্ড","","সামাজিক ও জনকল্যাণমূলক কর্মকাণ্ড"
"9-10","business-entrepreneurship","অধ্যায় ১২: সফল উদ্যোক্তাদের জীবনী থেকে শিক্ষাদীয়","উদ্যোক্তাদের জীবনী থেকে শিক্ষাদীয় দিক","","উদ্যোক্তাদের জীবনী থেকে শিক্ষাদীয় দিক"
"9-10","business-entrepreneurship","অধ্যায় ১২: সফল উদ্যোক্তাদের জীবনী থেকে শিক্ষাদীয়","স্থানীয় পর্যায়ের সফল উদ্যোক্তাদের সফলতা প্রতিবেদন","","স্থানীয় পর্যায়ের সফল উদ্যোক্তাদের সফলতা প্রতিবেদন"
