"grade","subject","chapter","topic","scope_note","topic_raw"
"9-10","finance-and-banking","অধ্যায় ৩: শেয়ার, বন্ড ও ডিবেঞ্চার","শেয়ারের ধারণা","সাধারণ শেয়ার, অগ্রাধিকার শেয়ার","শেয়ারের ধারণা (সাধারণ শেয়ার, অগ্রাধিকার শেয়ার)"
"9-10","finance-and-banking","অধ্যায় ৩: শেয়ার, বন্ড ও ডিবেঞ্চার","শেয়ারের প্রকারভেদ","অধিকার শেয়ার, বিলম্বিত শেয়ার, বোনাস শেয়ার","শেয়ারের প্রকারভেদ (অধিকার শেয়ার, বিলম্বিত শেয়ার, বোনাস শেয়ার)"
"9-10","finance-and-banking","অধ্যায় ৩: শেয়ার, বন্ড ও ডিবেঞ্চার","বন্ডের ধারণা ও বৈশিষ্ট্য","জামানত, পরিপক্বতার তারিখ, সুদের হার","বন্ডের ধারণা ও বৈশিষ্ট্য (জামানত, পরিপক্বতার তারিখ, সুদের হার)"
"9-10","finance-and-banking","অধ্যায় ৩: শেয়ার, বন্ড ও ডিবেঞ্চার","ডিবেঞ্চারের ধারণা ও প্রকারভেদ","","ডিবেঞ্চারের ধারণা ও প্রকারভেদ"
"9-10","finance-and-banking","অধ্যায় ৩: শেয়ার, বন্ড ও ডিবেঞ্চার","বন্ড ও ডিবেঞ্চারের পার্থক্য","","বন্ড ও ডিবেঞ্চারের পার্থক্য"
"9-10","finance-and-banking","অধ্যায় ৩: শেয়ার, বন্ড ও ডিবেঞ্চার","শেয়ার ও বন্ডের পার্থক্য","","শেয়ার ও বন্ডের পার্থক্য"
"9-10","finance-and-banking","অধ্যায় ৩: শেয়ার, বন্ড ও ডিবেঞ্চার","লভ্যাংশের ধারণা","নগদ লভ্যাংশ, স্টক লভ্যাংশ","লভ্যাংশের ধারণা (নগদ লভ্যাংশ, স্টক লভ্যাংশ)"
"9-10","finance-and-banking","অধ্যায় ৩: শেয়ার, বন্ড ও ডিবেঞ্চার","লভ্যাংশ নীতি","স্থিরীকৃত, অনুপাতভিত্তিক, মিশ্রিত","লভ্যাংশ নীতি (স্থিরীকৃত, অনুপাতভিত্তিক, মিশ্রিত)"
"9-10","finance-and-banking","অধ্যায় ৪: অর্থের সময়মূল্য","অর্থের সময়মূল্যের ধারণা","","অর্থের সময়মূল্যের ধারণা"
"9-10","finance-and-banking","অধ্যায় ৪: অর্থের সময়মূল্য","একক সুদ ও চক্রবৃদ্ধি সুদের সূত্র","","একক সুদ ও চক্রবৃদ্ধি সুদের সূত্র"
"9-10","finance-and-banking","অধ্যায় ৪: অর্থের সময়মূল্য","ভবিষ্যৎ মূল্য নির্ণয় (FV = PV × (1+i)^n)","","ভবিষ্যৎ মূল্য নির্ণয় (FV = PV × (1+i)^n)"
"9-10","finance-and-banking","অধ্যায় ৪: অর্থের সময়মূল্য","বর্তমান মূল্য নির্ণয় (PV = FV / (1+i)^n)","","বর্তমান মূল্য নির্ণয় (PV = FV / (1+i)^n)"
"9-10","finance-and-banking","অধ্যায় ৪: অর্থের সময়মূল্য","বছরে একাধিকবার চক্রবৃদ্ধির সূত্র","","বছরে একাধিকবার চক্রবৃদ্ধির সূত্র"
"9-10","finance-and-banking","অধ্যায় ৪: অর্থের সময়মূল্য","প্রকৃত সুদের হার নির্ণয়","বোধগম্যতা ও প্রতিক্রিয়াশীলতা","প্রকৃত সুদের হার নির্ণয় (বোধগম্যতা ও প্রতিক্রিয়াশীলতা)"
"9-10","finance-and-banking","অধ্যায় ৪: অর্থের সময়মূল্য","সাইনটিফিক ক্যালকুলেটরের ব্যবহার","","সাইনটিফিক ক্যালকুলেটরের ব্যবহার"
"9-10","finance-and-banking","অধ্যায় ৫: ঝুঁকি ও অনিশ্চয়তা","ঝুঁকি ও অনিশ্চয়তার ধারণা ও পার্থক্য","","ঝুঁকি ও অনিশ্চয়তার ধারণা ও পার্থক্য"
"9-10","finance-and-banking","অধ্যায় ৫: ঝুঁকি ও অনিশ্চয়তা","তরলতা ঝুঁকি","শেয়ার বন্ডের তুলনায়","তরলতা ঝুঁকি (শেয়ার বন্ডের তুলনায়)"
"9-10","finance-and-banking","অধ্যায় ৫: ঝুঁকি ও অনিশ্চয়তা","ঝুঁকির তাৎপর্য","কোম্পানির সাফল্য, পণ্যের বাজার চাহিদা, আর্থিক সিদ্ধান্ত","ঝুঁকির তাৎপর্য (কোম্পানির সাফল্য, পণ্যের বাজার চাহিদা, আর্থিক সিদ্ধান্ত)"
"9-10","finance-and-banking","অধ্যায় ৫: ঝুঁকি ও অনিশ্চয়তা","ঝুঁকি ও অনিশ্চয়তার মধ্যে পার্থক্য","","ঝুঁকি ও অনিশ্চয়তার মধ্যে পার্থক্য"
"9-10","finance-and-banking","অধ্যায় ৫: ঝুঁকি ও অনিশ্চয়তা","ঝুঁকির প্রকারভেদ","স্থিতিশীল, আনুষ্ঠানিক, অনুষ্ঠানিক","ঝুঁকির প্রকারভেদ (স্থিতিশীল, আনুষ্ঠানিক, অনুষ্ঠানিক)"
"9-10","finance-and-banking","অধ্যায় ৫: ঝুঁকি ও অনিশ্চয়তা","ঝুঁকিমুক্ত ও ঝুঁকিপূর্ণ আয়ের ধারণা","","ঝুঁকিমুক্ত ও ঝুঁকিপূর্ণ আয়ের ধারণা"
"9-10","finance-and-banking","অধ্যায় ৫: ঝুঁকি ও অনিশ্চয়তা","আদর্শ বিচ্ছিন্নতা ব্যবহারে সিদ্ধান্ত গ্রহণ","","আদর্শ বিচ্ছিন্নতা ব্যবহারে সিদ্ধান্ত গ্রহণ"
"9-10","finance-and-banking","অধ্যায় ৬: মূলধনি আয়-ব্যয় প্রাক্কলন","মূলধন বাজেটিং-এর ধারণা ও সংজ্ঞা","","মূলধন বাজেটিং-এর ধারণা ও সংজ্ঞা"
"9-10","finance-and-banking","অধ্যায় ৬: মূলধনি আয়-ব্যয় প্রাক্কলন","মূলধন বাজেটিং-এর উদ্দেশ্য ও গুরুত্ব","","মূলধন বাজেটিং-এর উদ্দেশ্য ও গুরুত্ব"
"9-10","finance-and-banking","অধ্যায় ৬: মূলধনি আয়-ব্যয় প্রাক্কলন","গড় মুনাফা হার পদ্ধতি","সীমাবদ্ধতা: নিট মুনাফা ব্যবহার, সময়মূল্য বিবেচনা না করা","গড় মুনাফা হার পদ্ধতি (সীমাবদ্ধতা: নিট মুনাফা ব্যবহার, সময়মূল্য বিবেচনা না করা)"
"9-10","finance-and-banking","অধ্যায় ৬: মূলধনি আয়-ব্যয় প্রাক্কলন","পেব্যাক পিরিয়ড পদ্ধতি","সীমাবদ্ধতা: নিট মুনাফা ব্যবহার","পেব্যাক পিরিয়ড পদ্ধতি (সীমাবদ্ধতা: নিট মুনাফা ব্যবহার)"
"9-10","finance-and-banking","অধ্যায় ৬: মূলধনি আয়-ব্যয় প্রাক্কলন","NPV পদ্ধতি","নিট বর্তমান মূল্য","NPV পদ্ধতি (নিট বর্তমান মূল্য)"
"9-10","finance-and-banking","অধ্যায় ৬: মূলধনি আয়-ব্যয় প্রাক্কলন","IRR পদ্ধতি","অন্তঃপ্রতিফল হার","IRR পদ্ধতি (অন্তঃপ্রতিফল হার)"
"9-10","finance-and-banking","অধ্যায় ৬: মূলধনি আয়-ব্যয় প্রাক্কলন","প্রকল্পের চয়ন ও বাজেটের পরিমাপ","","প্রকল্পের চয়ন ও বাজেটের পরিমাপ"
"9-10","finance-and-banking","অধ্যায় ৬: মূলধনি আয়-ব্যয় প্রাক্কলন","দীর্ঘমেয়াদি বিনিয়োগ সিদ্ধান্ত গ্রহণ","","দীর্ঘমেয়াদি বিনিয়োগ সিদ্ধান্ত গ্রহণ"
"9-10","finance-and-banking","অধ্যায় ৭: মূলধন ব্যয়","মূলধন ব্যয়ের ধারণা ও সংজ্ঞা","","মূলধন ব্যয়ের ধারণা ও সংজ্ঞা"
"9-10","finance-and-banking","অধ্যায় ৭: মূলধন ব্যয়","মূলধন খরচ নির্ধারণের তাৎপর্য","","মূলধন খরচ নির্ধারণের তাৎপর্য"
"9-10","finance-and-banking","অধ্যায় ৭: মূলধন ব্যয়","সাধারণ শেয়ার মূলধন ব্যয়","শূন্য লভ্যাংশ বৃদ্ধি পদ্ধতি","সাধারণ শেয়ার মূলধন ব্যয় (শূন্য লভ্যাংশ বৃদ্ধি পদ্ধতি)"
"9-10","finance-and-banking","অধ্যায় ৭: মূলধন ব্যয়","অগ্রাধিকার শেয়ার মূলধন ব্যয়","","অগ্রাধিকার শেয়ার মূলধন ব্যয়"
"9-10","finance-and-banking","অধ্যায় ৭: মূলধন ব্যয়","কর ছাড়ের পরের ঋণের মূলধন ব্যয়","","কর ছাড়ের পরের ঋণের মূলধন ব্যয়"
"9-10","finance-and-banking","অধ্যায় ৭: মূলধন ব্যয়","সমন্বিত গড় মূলধন খরচ","WACC","সমন্বিত গড় মূলধন খরচ (WACC)"
"9-10","finance-and-banking","অধ্যায় ৭: মূলধন ব্যয়","মূলধন খরচের ভিত্তিতে উৎস নির্বাচন","","মূলধন খরচের ভিত্তিতে উৎস নির্বাচন"
"9-10","finance-and-banking","অধ্যায় ৮: মুদ্রা, ব্যাংক ও ব্যাংকিং","মুদ্রার ইতিহাস ও ক্রমবিকাশ","","মুদ্রার ইতিহাস ও ক্রমবিকাশ"
"9-10","finance-and-banking","অধ্যায় ৮: মুদ্রা, ব্যাংক ও ব্যাংকিং","ব্যাংকের ধারণা ও সংজ্ঞা","ল্যাটিন উৎস: Banco, Banque","ব্যাংকের ধারণা ও সংজ্ঞা (ল্যাটিন উৎস: Banco, Banque)"
"9-10","finance-and-banking","অধ্যায় ৮: মুদ্রা, ব্যাংক ও ব্যাংকিং","ব্যাংকিংয়ের ধারণা","অর্থ জমা, তোলা ও ঋণ দেওয়ার প্রতিষ্ঠান","ব্যাংকিংয়ের ধারণা (অর্থ জমা, তোলা ও ঋণ দেওয়ার প্রতিষ্ঠান)"
"9-10","finance-and-banking","অধ্যায় ৮: মুদ্রা, ব্যাংক ও ব্যাংকিং","ব্যাংকারের ভূমিকা ও দায়িত্ব","","ব্যাংকারের ভূমিকা ও দায়িত্ব"
"9-10","finance-and-banking","অধ্যায় ৮: মুদ্রা, ব্যাংক ও ব্যাংকিং","ব্যাংকের প্রধান কার্যাবলি","আমানত সংগ্রহ, ঋণ প্রদান, বিনিময় মাধ্যম সৃষ্টি","ব্যাংকের প্রধান কার্যাবলি (আমানত সংগ্রহ, ঋণ প্রদান, বিনিময় মাধ্যম সৃষ্টি)"
"9-10","finance-and-banking","অধ্যায় ৮: মুদ্রা, ব্যাংক ও ব্যাংকিং","বৈদেশিক বাণিজ্য ও প্রত্যাবাসন","","বৈদেশিক বাণিজ্য ও প্রত্যাবাসন"
"9-10","finance-and-banking","অধ্যায় ৮: মুদ্রা, ব্যাংক ও ব্যাংকিং","ব্যাংকের ঐতিহাসিক পটভূমি","ইতালির Lombard Street","ব্যাংকের ঐতিহাসিক পটভূমি (ইতালির Lombard Street)"
"9-10","finance-and-banking","অধ্যায় ৯: ব্যাংকিং ব্যবসায় ও তার ধরন","ব্যাংকের উদ্দেশ্য","মুনাফা অর্জন, সমাজসেবা, সরকারের কোষাগার","ব্যাংকের উদ্দেশ্য (মুনাফা অর্জন, সমাজসেবা, সরকারের কোষাগার)"
"9-10","finance-and-banking","অধ্যায় ৯: ব্যাংকিং ব্যবসায় ও তার ধরন","ব্যাংক ব্যবসায়ের মূলনীতি","লাভজনকতা, তরলতা, নিরাপত্তা, বৈচিত্র্য","ব্যাংক ব্যবসায়ের মূলনীতি (লাভজনকতা, তরলতা, নিরাপত্তা, বৈচিত্র্য)"
"9-10","finance-and-banking","অধ্যায় ৯: ব্যাংকিং ব্যবসায় ও তার ধরন","গোপনীয়তার নীতি, সুনামের নীতি, বিনিয়োগ নীতি","","গোপনীয়তার নীতি, সুনামের নীতি, বিনিয়োগ নীতি"
"9-10","finance-and-banking","অধ্যায় ৯: ব্যাংকিং ব্যবসায় ও তার ধরন","উন্নয়নের নীতি, খরমশ্রীর নীতি, মিতব্যয়িতার নীতি","","উন্নয়নের নীতি, খরমশ্রীর নীতি, মিতব্যয়িতার নীতি"
"9-10","finance-and-banking","অধ্যায় ৯: ব্যাংকিং ব্যবসায় ও তার ধরন","সততা ও বিশ্বস্ততার নীতি, সাবধানতার নীতি","","সততা ও বিশ্বস্ততার নীতি, সাবধানতার নীতি"
"9-10","finance-and-banking","অধ্যায় ৯: ব্যাংকিং ব্যবসায় ও তার ধরন","বিশেষায়নের নীতি","","বিশেষায়নের নীতি"
"9-10","finance-and-banking","অধ্যায় ৯: ব্যাংকিং ব্যবসায় ও তার ধরন","ব্যাংকের শ্রেণিবিভাগ","কেন্দ্রীয়, তালিকাভুক্ত, সরকারি, বেসরকারি, বৈদেশিক","ব্যাংকের শ্রেণিবিভাগ (কেন্দ্রীয়, তালিকাভুক্ত, সরকারি, বেসরকারি, বৈদেশিক)"
"9-10","finance-and-banking","অধ্যায় ৯: ব্যাংকিং ব্যবসায় ও তার ধরন","বাংলাদেশের ব্যাংকিং কাঠামো","চারটি শ্রেণি: সরকারি বাণিজ্যিক, সরকারি বিশেষায়িত, স্থানীয় বেসরকারি, বৈদেশিক","বাংলাদেশের ব্যাংকিং কাঠামো (চারটি শ্রেণি: সরকারি বাণিজ্যিক, সরকারি বিশেষায়িত, স্থানীয় বেসরকারি, বৈদেশিক)"
"9-10","finance-and-banking","অধ্যায় ১০: বাণিজ্যিক ব্যাংক","বাণিজ্যিক ব্যাংকের ধারণা ও সংজ্ঞা","","বাণিজ্যিক ব্যাংকের ধারণা ও সংজ্ঞা"
"9-10","finance-and-banking","অধ্যায় ১০: বাণিজ্যিক ব্যাংক","বাণিজ্যিক ব্যাংকের উদ্দেশ্য","আমানত গ্রহণ, ঋণ প্রদান, মুদ্রা সরবরাহ","বাণিজ্যিক ব্যাংকের উদ্দেশ্য (আমানত গ্রহণ, ঋণ প্রদান, মুদ্রা সরবরাহ)"
"9-10","finance-and-banking","অধ্যায় ১০: বাণিজ্যিক ব্যাংক","বাণিজ্যিক ব্যাংকের প্রধান কার্যাবলি","আমানত গ্রহণ, মূলধন গঠন, ঋণ মঞ্জুর, নোট ইস্যু","বাণিজ্যিক ব্যাংকের প্রধান কার্যাবলি (আমানত গ্রহণ, মূলধন গঠন, ঋণ মঞ্জুর, নোট ইস্যু)"
"9-10","finance-and-banking","অধ্যায় ১০: বাণিজ্যিক ব্যাংক","বাণিজ্যিক ব্যাংকের আয়ের খাত","সুদ আয়, কমিশন আয়, বিনিময় লাভ","বাণিজ্যিক ব্যাংকের আয়ের খাত (সুদ আয়, কমিশন আয়, বিনিময় লাভ)"
"9-10","finance-and-banking","অধ্যায় ১০: বাণিজ্যিক ব্যাংক","বাণিজ্যিক ব্যাংকের ব্যয়ের খাত","সুদ ব্যয়, পরিচালন ব্যয়, কর ব্যয়","বাণিজ্যিক ব্যাংকের ব্যয়ের খাত (সুদ ব্যয়, পরিচালন ব্যয়, কর ব্যয়)"
"9-10","finance-and-banking","অধ্যায় ১০: বাণিজ্যিক ব্যাংক","তহবিলের উৎস","আমানত, মূলধন, ঋণ, রিজার্ভ ব্যাংক থেকে ঋণ","তহবিলের উৎস (আমানত, মূলধন, ঋণ, রিজার্ভ ব্যাংক থেকে ঋণ)"
"9-10","finance-and-banking","অধ্যায় ১১: ব্যাংকের আমানত","ব্যাংক আমানতের ধারণা ও সংজ্ঞা","","ব্যাংক আমানতের ধারণা ও সংজ্ঞা"
"9-10","finance-and-banking","অধ্যায় ১১: ব্যাংকের আমানত","আমানতের উদ্দেশ্য ও গুরুত্ব","পুঁজি গঠন, অতিরিক্ত অর্থের প্রয়োজন মিটানো","আমানতের উদ্দেশ্য ও গুরুত্ব (পুঁজি গঠন, অতিরিক্ত অর্থের প্রয়োজন মিটানো)"
"9-10","finance-and-banking","অধ্যায় ১১: ব্যাংকের আমানত","ব্যাংক হিসাবের প্রকারভেদ","চলতি/কারেন্ট, স্থায়ী/সেভিংস, সঞ্চয়ী","ব্যাংক হিসাবের প্রকারভেদ (চলতি/কারেন্ট, স্থায়ী/সেভিংস, সঞ্চয়ী)"
"9-10","finance-and-banking","অধ্যায় ১১: ব্যাংকের আমানত","হিসাব খোলার পদ্ধতি ও প্রয়োজনীয় কাগজপত্র","","হিসাব খোলার পদ্ধতি ও প্রয়োজনীয় কাগজপত্র"
"9-10","finance-and-banking","অধ্যায় ১১: ব্যাংকের আমানত","আধুনিক ব্যাংকিং সেবা","মোবাইল ব্যাংকিং, ইন্টারনেট ব্যাংকিং, এটিএম","আধুনিক ব্যাংকিং সেবা (মোবাইল ব্যাংকিং, ইন্টারনেট ব্যাংকিং, এটিএম)"
"9-10","finance-and-banking","অধ্যায় ১১: ব্যাংকের আমানত","ই-কমার্স ও ডিজিটাল ব্যাংকিং","","ই-কমার্স ও ডিজিটাল ব্যাংকিং"
"9-10","finance-and-banking","অধ্যায় ১২: ব্যাংক ও গ্রাহক","ব্যাংক ও গ্রাহক সম্পর্কের ধারণা","","ব্যাংক ও গ্রাহক সম্পর্কের ধারণা"
"9-10","finance-and-banking","অধ্যায় ১২: ব্যাংক ও গ্রাহক","গ্রাহকের প্রতি ব্যাংকের দায়িত্ব","নিরাপত্তা, সঠিক হিসাব, সময়মতো সেবা","গ্রাহকের প্রতি ব্যাংকের দায়িত্ব (নিরাপত্তা, সঠিক হিসাব, সময়মতো সেবা)"
"9-10","finance-and-banking","অধ্যায় ১২: ব্যাংক ও গ্রাহক","ব্যাংকের প্রতি গ্রাহকের দায়িত্ব","সঠিক তথ্য প্রদান, ঋণ পরিশোধ","ব্যাংকের প্রতি গ্রাহকের দায়িত্ব (সঠিক তথ্য প্রদান, ঋণ পরিশোধ)"
"9-10","finance-and-banking","অধ্যায় ১২: ব্যাংক ও গ্রাহক","ব্যাংক হিসাবের গোপনীয়তা","গোপনীয়তা আইন, তথ্য প্রকাশের শর্ত","ব্যাংক হিসাবের গোপনীয়তা (গোপনীয়তা আইন, তথ্য প্রকাশের শর্ত)"
"9-10","finance-and-banking","অধ্যায় ১২: ব্যাংক ও গ্রাহক","ব্যাংকিং আইন ও বিধি-কানুন","","ব্যাংকিং আইন ও বিধি-কানুন"
"9-10","finance-and-banking","অধ্যায় ১২: ব্যাংক ও গ্রাহক","গ্রাহক সেবা ও অভিযোগ নিষ্পত্তি","","গ্রাহক সেবা ও অভিযোগ নিষ্পত্তি"
"9-10","finance-and-banking","অধ্যায় ১৩: কেন্দ্রীয় ব্যাংক","কেন্দ্রীয় ব্যাংকের ধারণা ও সংজ্ঞা","","কেন্দ্রীয় ব্যাংকের ধারণা ও সংজ্ঞা"
"9-10","finance-and-banking","অধ্যায় ১৩: কেন্দ্রীয় ব্যাংক","কেন্দ্রীয় ব্যাংকের উদ্দেশ্য","মুদ্রা সরবরাহ নিয়ন্ত্রণ, মূল্যস্থিতি রক্ষা","কেন্দ্রীয় ব্যাংকের উদ্দেশ্য (মুদ্রা সরবরাহ নিয়ন্ত্রণ, মূল্যস্থিতি রক্ষা)"
"9-10","finance-and-banking","অধ্যায় ১৩: কেন্দ্রীয় ব্যাংক","কেন্দ্রীয় ব্যাংকের কার্যাবলি","মুদ্রা ইস্যু, সরকারের কোষাগার, বাণিজ্যিক ব্যাংকের ব্যাংক","কেন্দ্রীয় ব্যাংকের কার্যাবলি (মুদ্রা ইস্যু, সরকারের কোষাগার, বাণিজ্যিক ব্যাংকের ব্যাংক)"
"9-10","finance-and-banking","অধ্যায় ১৩: কেন্দ্রীয় ব্যাংক","কেন্দ্রীয় ব্যাংক ও বাণিজ্যিক ব্যাংকের সম্পর্ক","","কেন্দ্রীয় ব্যাংক ও বাণিজ্যিক ব্যাংকের সম্পর্ক"
"9-10","finance-and-banking","অধ্যায় ১৩: কেন্দ্রীয় ব্যাংক","বাংলাদেশ ব্যাংকের ভূমিকা","মুদ্রা নীতি, বৈদেশিক মুদ্রা সংরক্ষণ","বাংলাদেশ ব্যাংকের ভূমিকা (মুদ্রা নীতি, বৈদেশিক মুদ্রা সংরক্ষণ)"
"9-10","finance-and-banking","অধ্যায় ১৩: কেন্দ্রীয় ব্যাংক","দেশের অর্থনীতিতে কেন্দ্রীয় ব্যাংকের ভূমিকা","","দেশের অর্থনীতিতে কেন্দ্রীয় ব্যাংকের ভূমিকা"
"9-10","finance-and-banking","অধ্যায় ১৩: কেন্দ্রীয় ব্যাংক","আর্থিক স্থিতিশীলতা ও মূদ্রাস্ফীতি নিয়ন্ত্রণ","","আর্থিক স্থিতিশীলতা ও মূদ্রাস্ফীতি নিয়ন্ত্রণ"
