"grade","subject","chapter","topic","scope_note","topic_raw"
"9-10","geography","অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার","ভূগোলকে স্থান নির্ণয়ে অক্ষাংশ-দ্রাঘিমাংশের ব্যবহার","","ভূগোলকে স্থান নির্ণয়ে অক্ষাংশ-দ্রাঘিমাংশের ব্যবহার"
"9-10","geography","অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার","স্থানীয় সময় ও প্রমাণ সময়","","স্থানীয় সময় ও প্রমাণ সময়"
"9-10","geography","অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার","দিক ও দূরত্ব নির্ণয়","","দিক ও দূরত্ব নির্ণয়"
"9-10","geography","অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার","ক্ষেত্রফল পরিমাপ","","ক্ষেত্রফল পরিমাপ"
"9-10","geography","অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার","জিপিএস ও জিআইএসের ধারণা ও ব্যবহার","","জিপিএস ও জিআইএসের ধারণা ও ব্যবহার"
"9-10","geography","অধ্যায় ৪: পৃথিবীর অভ্যন্তরীণ ও বাহ্যিক গঠন","পৃথিবীর অভ্যন্তরীণ গঠন","ভূত্বক, গুরুমণ্ডল, কেন্দ্রমণ্ডল","পৃথিবীর অভ্যন্তরীণ গঠন (ভূত্বক, গুরুমণ্ডল, কেন্দ্রমণ্ডল)"
"9-10","geography","অধ্যায় ৪: পৃথিবীর অভ্যন্তরীণ ও বাহ্যিক গঠন","শিলা ও খনিজের ধারণা","","শিলা ও খনিজের ধারণা"
"9-10","geography","অধ্যায় ৪: পৃথিবীর অভ্যন্তরীণ ও বাহ্যিক গঠন","শিলা ও খনিজের ধারণা এবং পার্থক্য","","শিলা ও খনিজের ধারণা এবং পার্থক্য"
"9-10","geography","অধ্যায় ৪: পৃথিবীর অভ্যন্তরীণ ও বাহ্যিক গঠন","শিলার শ্রেণিবিভাগ","আগ্নেয় শিলা, পাললিক শিলা, রূপান্তরিত শিলা","শিলার শ্রেণিবিভাগ (আগ্নেয় শিলা, পাললিক শিলা, রূপান্তরিত শিলা)"
"9-10","geography","অধ্যায় ৪: পৃথিবীর অভ্যন্তরীণ ও বাহ্যিক গঠন","ভূপৃষ্ঠের পরিবর্তন প্রক্রিয়া","ধীর পরিবর্তন, আকস্মিক পরিবর্তন","ভূপৃষ্ঠের পরিবর্তন প্রক্রিয়া (ধীর পরিবর্তন, আকস্মিক পরিবর্তন)"
"9-10","geography","অধ্যায় ৪: পৃথিবীর অভ্যন্তরীণ ও বাহ্যিক গঠন","ভূমিকম্পের কারণ ও প্রভাব","","ভূমিকম্পের কারণ ও প্রভাব"
"9-10","geography","অধ্যায় ৪: পৃথিবীর অভ্যন্তরীণ ও বাহ্যিক গঠন","সুনামির কারণ ও প্রভাব","","সুনামির কারণ ও প্রভাব"
"9-10","geography","অধ্যায় ৪: পৃথিবীর অভ্যন্তরীণ ও বাহ্যিক গঠন","আগ্নেয়গিরির অগ্ন্যুৎপাতের কারণ, প্রকারভেদ ও ফলাফল","সক্রিয়, সুপ্ত, মৃত, শিল্ড, স্ট্র্যাটো, সিন্ডার কোণ","আগ্নেয়গিরির অগ্ন্যুৎপাতের কারণ, প্রকারভেদ ও ফলাফল (সক্রিয়, সুপ্ত, মৃত, শিল্ড, স্ট্র্যাটো, সিন্ডার কোণ)"
"9-10","geography","অধ্যায় ৪: পৃথিবীর অভ্যন্তরীণ ও বাহ্যিক গঠন","বিচূর্ণীভবন ও ক্ষয়ীভবন প্রক্রিয়া","","বিচূর্ণীভবন ও ক্ষয়ীভবন প্রক্রিয়া"
"9-10","geography","অধ্যায় ৪: পৃথিবীর অভ্যন্তরীণ ও বাহ্যিক গঠন","নদীর গতিপথ","উৎসগতি, মধ্যগতি, নিম্নগতি","নদীর গতিপথ (উৎসগতি, মধ্যগতি, নিম্নগতি)"
"9-10","geography","অধ্যায় ৪: পৃথিবীর অভ্যন্তরীণ ও বাহ্যিক গঠন","নদী দ্বারা সৃষ্ট ভূমিরূপ","ক্ষয়জাত ভূমিরূপ, সঞ্চয়জাত ভূমিরূপ, পলল কোণ ও পলল পাখা, প্লাবন সমভূমি, ব-দ্বীপ","নদী দ্বারা সৃষ্ট ভূমিরূপ (ক্ষয়জাত ভূমিরূপ, সঞ্চয়জাত ভূমিরূপ, পলল কোণ ও পলল পাখা, প্লাবন সমভূমি, ব-দ্বীপ)"
"9-10","geography","অধ্যায় ৪: পৃথিবীর অভ্যন্তরীণ ও বাহ্যিক গঠন","পৃথিবীর বাহ্যিক গঠন ও প্রধান ভূমিরূপ","পর্বত, মালভূমি, সমভূমি, নদী, হ্রদ, ব-দ্বীপ","পৃথিবীর বাহ্যিক গঠন ও প্রধান ভূমিরূপ (পর্বত, মালভূমি, সমভূমি, নদী, হ্রদ, ব-দ্বীপ)"
"9-10","geography","অধ্যায় ৫: বায়ুমণ্ডল","বায়ুমণ্ডলের উপাদান ও গঠন","","বায়ুমণ্ডলের উপাদান ও গঠন"
"9-10","geography","অধ্যায় ৫: বায়ুমণ্ডল","বায়ুমণ্ডলের স্তরবিন্যাসের বৈশিষ্ট্য","ট্রপোস্ফিয়ার, স্ট্র্যাটোস্ফিয়ার, মেসোস্ফিয়ার, থার্মোস্ফিয়ার, এক্সোস্ফিয়ার","বায়ুমণ্ডলের স্তরবিন্যাসের বৈশিষ্ট্য (ট্রপোস্ফিয়ার, স্ট্র্যাটোস্ফিয়ার, মেসোস্ফিয়ার, থার্মোস্ফিয়ার, এক্সোস্ফিয়ার)"
"9-10","geography","অধ্যায় ৫: বায়ুমণ্ডল","বায়ুমণ্ডলের বিভিন্ন স্তরের গুরুত্ব ও মানবজীবনে প্রভাব","","বায়ুমণ্ডলের বিভিন্ন স্তরের গুরুত্ব ও মানবজীবনে প্রভাব"
"9-10","geography","অধ্যায় ৫: বায়ুমণ্ডল","আবহাওয়া ও জলবায়ুর উপাদানসমূহ","","আবহাওয়া ও জলবায়ুর উপাদানসমূহ"
"9-10","geography","অধ্যায় ৫: বায়ুমণ্ডল","জলবায়ুর নিয়ামকসমূহ","","জলবায়ুর নিয়ামকসমূহ"
"9-10","geography","অধ্যায় ৫: বায়ুমণ্ডল","বায়ুপ্রবাহের ধরন ও প্রভাব","","বায়ুপ্রবাহের ধরন ও প্রভাব"
"9-10","geography","অধ্যায় ৫: বায়ুমণ্ডল","পানিচক্রের ধারণা ও প্রক্রিয়া","","পানিচক্রের ধারণা ও প্রক্রিয়া"
"9-10","geography","অধ্যায় ৫: বায়ুমণ্ডল","বৃষ্টিপাতের ধরন ও সংঘটন প্রক্রিয়া","","বৃষ্টিপাতের ধরন ও সংঘটন প্রক্রিয়া"
"9-10","geography","অধ্যায় ৫: বায়ুমণ্ডল","বিশ্ব উষ্ণায়ন ও জলবায়ু পরিবর্তনের পারস্পরিক সম্পর্ক","","বিশ্ব উষ্ণায়ন ও জলবায়ু পরিবর্তনের পারস্পরিক সম্পর্ক"
"9-10","geography","অধ্যায় ৫: বায়ুমণ্ডল","বিশ্ব জলবায়ু পরিবর্তনের ফলে বিভিন্ন অঞ্চলে সম্ভাব্য প্রভাব","","বিশ্ব জলবায়ু পরিবর্তনের ফলে বিভিন্ন অঞ্চলে সম্ভাব্য প্রভাব"
"9-10","geography","অধ্যায় ৫: বায়ুমণ্ডল","জলবায়ু পরিবর্তনে বাংলাদেশের মানুষের বাসস্থান, জীবন-জীবিকা ও পরিবেশের উপর সম্ভাব্য প্রভাব","","জলবায়ু পরিবর্তনে বাংলাদেশের মানুষের বাসস্থান, জীবন-জীবিকা ও পরিবেশের উপর সম্ভাব্য প্রভাব"
"9-10","geography","অধ্যায় ৫: বায়ুমণ্ডল","বায়ুমণ্ডল দূষণ ও জলবায়ু পরিবর্তন প্রতিরোধে করণীয়","","বায়ুমণ্ডল দূষণ ও জলবায়ু পরিবর্তন প্রতিরোধে করণীয়"
"9-10","geography","অধ্যায় ৬: বারিমণ্ডল","বারিমণ্ডলের পরিচিতি ও বিস্তৃতি","","বারিমণ্ডলের পরিচিতি ও বিস্তৃতি"
"9-10","geography","অধ্যায় ৬: বারিমণ্ডল","মহাসাগর, সাগর ও উপসাগরের শ্রেণিবিভাগ","","মহাসাগর, সাগর ও উপসাগরের শ্রেণিবিভাগ"
"9-10","geography","অধ্যায় ৬: বারিমণ্ডল","সমুদ্র তলদেশের ভূমিরূপ ও সামুদ্রিক সম্পদের বন্টন","","সমুদ্র তলদেশের ভূমিরূপ ও সামুদ্রিক সম্পদের বন্টন"
"9-10","geography","অধ্যায় ৬: বারিমণ্ডল","সমুদ্রস্রোতের উৎপত্তি, কারণ ও প্রভাব","","সমুদ্রস্রোতের উৎপত্তি, কারণ ও প্রভাব"
"9-10","geography","অধ্যায় ৬: বারিমণ্ডল","জোয়ার-ভাটার উৎপত্তি, কারণ ও প্রভাব","","জোয়ার-ভাটার উৎপত্তি, কারণ ও প্রভাব"
"9-10","geography","অধ্যায় ৬: বারিমণ্ডল","বারিমণ্ডলের গুরুত্ব ও মানবজীবনে প্রভাব","","বারিমণ্ডলের গুরুত্ব ও মানবজীবনে প্রভাব"
"9-10","geography","অধ্যায় ৭: জনসংখ্যা","বিশ্বে জনসংখ্যার বর্তমান পরিস্থিতি ও পরিবর্তনের ধারা","","বিশ্বে জনসংখ্যার বর্তমান পরিস্থিতি ও পরিবর্তনের ধারা"
"9-10","geography","অধ্যায় ৭: জনসংখ্যা","জনসংখ্যা পরিবর্তনের প্রাকৃতিক ও মানবসৃষ্ট নিয়ামক","","জনসংখ্যা পরিবর্তনের প্রাকৃতিক ও মানবসৃষ্ট নিয়ামক"
"9-10","geography","অধ্যায় ৭: জনসংখ্যা","অভিবাসনের ধরন, কারণ, সুফল ও কুফল","","অভিবাসনের ধরন, কারণ, সুফল ও কুফল"
"9-10","geography","অধ্যায় ৭: জনসংখ্যা","অভিবাসনের সুফল-কুফল সম্পর্কে সামাজিক সচেতনতা","","অভিবাসনের সুফল-কুফল সম্পর্কে সামাজিক সচেতনতা"
"9-10","geography","অধ্যায় ৭: জনসংখ্যা","জনসংখ্যা বৃদ্ধির ফলে প্রাকৃতিক সম্পদের উপর চাপ","","জনসংখ্যা বৃদ্ধির ফলে প্রাকৃতিক সম্পদের উপর চাপ"
"9-10","geography","অধ্যায় ৭: জনসংখ্যা","জনসংখ্যা ঘনত্ব ও জনসংখ্যা বন্টনের ধারণা","","জনসংখ্যা ঘনত্ব ও জনসংখ্যা বন্টনের ধারণা"
"9-10","geography","অধ্যায় ৭: জনসংখ্যা","জনসংখ্যা ঘনত্ব ও বন্টনের প্রভাবকসমূহ","ভৌগোলিক, অর্থনৈতিক, সামাজিক","জনসংখ্যা ঘনত্ব ও বন্টনের প্রভাবকসমূহ (ভৌগোলিক, অর্থনৈতিক, সামাজিক)"
"9-10","geography","অধ্যায় ৭: জনসংখ্যা","বাংলাদেশে জনসংখ্যা বৃদ্ধির বর্তমান হার ও সৃষ্ট সমস্যা","","বাংলাদেশে জনসংখ্যা বৃদ্ধির বর্তমান হার ও সৃষ্ট সমস্যা"
"9-10","geography","অধ্যায় ৭: জনসংখ্যা","বাংলাদেশে জনসংখ্যা নিয়ন্ত্রণ ও বৃদ্ধি রোধে গৃহীত পদক্ষেপ","","বাংলাদেশে জনসংখ্যা নিয়ন্ত্রণ ও বৃদ্ধি রোধে গৃহীত পদক্ষেপ"
"9-10","geography","অধ্যায় ৮: মানববসতি","বসতি স্থাপনের নিয়ামক","প্রাকৃতিক নিয়ামক, অর্থনৈতিক নিয়ামক, সামাজিক-সাংস্কৃতিক নিয়ামক, প্রযুক্তিগত নিয়ামক","বসতি স্থাপনের নিয়ামক (প্রাকৃতিক নিয়ামক, অর্থনৈতিক নিয়ামক, সামাজিক-সাংস্কৃতিক নিয়ামক, প্রযুক্তিগত নিয়ামক)"
"9-10","geography","অধ্যায় ৮: মানববসতি","গ্রামীণ বসতি ও নগর বসতির ধারণা","","গ্রামীণ বসতি ও নগর বসতির ধারণা"
"9-10","geography","অধ্যায় ৮: মানববসতি","গ্রামীণ বসতির ধরন ও বিন্যাস","","গ্রামীণ বসতির ধরন ও বিন্যাস"
"9-10","geography","অধ্যায় ৮: মানববসতি","নগরায়ণ ও নগরের শ্রেণিবিভাগ","","নগরায়ণ ও নগরের শ্রেণিবিভাগ"
"9-10","geography","অধ্যায় ৮: মানববসতি","নগরায়ণের প্রভাব","","নগরায়ণের প্রভাব"
"9-10","geography","অধ্যায় ৮: মানববসতি","অপরিকল্পিত নগরায়ণের ফলে সৃষ্ট সমস্যা","","অপরিকল্পিত নগরায়ণের ফলে সৃষ্ট সমস্যা"
"9-10","geography","অধ্যায় ৮: মানববসতি","নিজ এলাকার বসতির ধরন ও বিন্যাস","","নিজ এলাকার বসতির ধরন ও বিন্যাস"
"9-10","geography","অধ্যায় ৯: সম্পদ ও অর্থনৈতিক কার্যাবলি","সম্পদের ধারণা, বৈশিষ্ট্য ও শ্রেণিবিন্যাস","নবায়নযোগ্য, অনবায়নযোগ্য","সম্পদের ধারণা, বৈশিষ্ট্য ও শ্রেণিবিন্যাস (নবায়নযোগ্য, অনবায়নযোগ্য)"
"9-10","geography","অধ্যায় ৯: সম্পদ ও অর্থনৈতিক কার্যাবলি","সম্পদ সংরক্ষণের প্রয়োজনীয়তা ও উপায়","","সম্পদ সংরক্ষণের প্রয়োজনীয়তা ও উপায়"
"9-10","geography","অধ্যায় ৯: সম্পদ ও অর্থনৈতিক কার্যাবলি","অর্থনৈতিক কার্যাবলির ধারণা ও প্রধান খাতসমূহ","","অর্থনৈতিক কার্যাবলির ধারণা ও প্রধান খাতসমূহ"
"9-10","geography","অধ্যায় ৯: সম্পদ ও অর্থনৈতিক কার্যাবলি","অনুন্নত, উন্নয়নশীল ও উন্নত দেশের অর্থনৈতিক কার্যাবলির তুলনা","","অনুন্নত, উন্নয়নশীল ও উন্নত দেশের অর্থনৈতিক কার্যাবলির তুলনা"
"9-10","geography","অধ্যায় ৯: সম্পদ ও অর্থনৈতিক কার্যাবলি","শিল্প গড়ে ওঠার প্রাকৃতিক ও মানবসৃষ্ট নিয়ামক","","শিল্প গড়ে ওঠার প্রাকৃতিক ও মানবসৃষ্ট নিয়ামক"
"9-10","geography","অধ্যায় ৯: সম্পদ ও অর্থনৈতিক কার্যাবলি","শিল্পের শ্রেণিবিন্যাস ও অবস্থানগত কারণ","","শিল্পের শ্রেণিবিন্যাস ও অবস্থানগত কারণ"
"9-10","geography","অধ্যায় ৯: সম্পদ ও অর্থনৈতিক কার্যাবলি","আমদানি ও রপ্তানি বাণিজ্যের ধারণা","","আমদানি ও রপ্তানি বাণিজ্যের ধারণা"
"9-10","geography","অধ্যায় ৯: সম্পদ ও অর্থনৈতিক কার্যাবলি","বাণিজ্যিক ভারসাম্য ও অর্থনৈতিক উন্নয়নের সম্পর্ক","","বাণিজ্যিক ভারসাম্য ও অর্থনৈতিক উন্নয়নের সম্পর্ক"
"9-10","geography","অধ্যায় ৯: সম্পদ ও অর্থনৈতিক কার্যাবলি","বাংলাদেশের অর্থনীতিতে সম্পদ ও শিল্পের ভূমিকা","","বাংলাদেশের অর্থনীতিতে সম্পদ ও শিল্পের ভূমিকা"
"9-10","geography","অধ্যায় ১০: বাংলাদেশের ভৌগোলিক বিবরণ","বাংলাদেশের ভৌগোলিক অবস্থান ও ভূপ্রকৃতি","","বাংলাদেশের ভৌগোলিক অবস্থান ও ভূপ্রকৃতি"
"9-10","geography","অধ্যায় ১০: বাংলাদেশের ভৌগোলিক বিবরণ","বাংলাদেশের প্রধান নদ-নদী, উপনদী ও শাখানদী","","বাংলাদেশের প্রধান নদ-নদী, উপনদী ও শাখানদী"
"9-10","geography","অধ্যায় ১০: বাংলাদেশের ভৌগোলিক বিবরণ","বাংলাদেশে নদী ও জলাশয় ভরাটের মানবসৃষ্ট কারণ, প্রভাব ও প্রতিরোধের উপায়","","বাংলাদেশে নদী ও জলাশয় ভরাটের মানবসৃষ্ট কারণ, প্রভাব ও প্রতিরোধের উপায়"
"9-10","geography","অধ্যায় ১০: বাংলাদেশের ভৌগোলিক বিবরণ","নদী ও জলাশয় ভরাটের ক্ষতিকর প্রভাব","","নদী ও জলাশয় ভরাটের ক্ষতিকর প্রভাব"
"9-10","geography","অধ্যায় ১০: বাংলাদেশের ভৌগোলিক বিবরণ","বাংলাদেশের জলবায়ুর বৈশিষ্ট্য, ঋতুভিত্তিক তাপমাত্রা, বায়ুপ্রবাহ ও বৃষ্টিপাত","","বাংলাদেশের জলবায়ুর বৈশিষ্ট্য, ঋতুভিত্তিক তাপমাত্রা, বায়ুপ্রবাহ ও বৃষ্টিপাত"
"9-10","geography","অধ্যায় ১০: বাংলাদেশের ভৌগোলিক বিবরণ","মৌসুমি জলবায়ুর বৈশিষ্ট্য","","মৌসুমি জলবায়ুর বৈশিষ্ট্য"
"9-10","geography","অধ্যায় ১০: বাংলাদেশের ভৌগোলিক বিবরণ","কালবৈশাখী ঝড়ের বৈশিষ্ট্য","","কালবৈশাখী ঝড়ের বৈশিষ্ট্য"
"9-10","geography","অধ্যায় ১০: বাংলাদেশের ভৌগোলিক বিবরণ","কালবৈশাখী ঝড় ও বজ্রপাতের ক্ষেত্রে সতর্কতা ও নিরাপত্তামূলক ব্যবস্থা","","কালবৈশাখী ঝড় ও বজ্রপাতের ক্ষেত্রে সতর্কতা ও নিরাপত্তামূলক ব্যবস্থা"
"9-10","geography","অধ্যায় ১১: বাংলাদেশের সম্পদ ও শিল্প","বাংলাদেশের প্রধান কৃষিপণ্য ও তাদের ভৌগোলিক বন্টন","ধান, পাট, চা, গম, ইক্ষু","বাংলাদেশের প্রধান কৃষিপণ্য ও তাদের ভৌগোলিক বন্টন (ধান, পাট, চা, গম, ইক্ষু)"
"9-10","geography","অধ্যায় ১১: বাংলাদেশের সম্পদ ও শিল্প","বাংলাদেশের বিভিন্ন বনাঞ্চলের ধরন ও গুরুত্ব","","বাংলাদেশের বিভিন্ন বনাঞ্চলের ধরন ও গুরুত্ব"
"9-10","geography","অধ্যায় ১১: বাংলাদেশের সম্পদ ও শিল্প","বনজ সম্পদ সংরক্ষণের প্রয়োজনীয়তা ও উপায়","","বনজ সম্পদ সংরক্ষণের প্রয়োজনীয়তা ও উপায়"
"9-10","geography","অধ্যায় ১১: বাংলাদেশের সম্পদ ও শিল্প","বাংলাদেশের খনিজ সম্পদের অবস্থান ও বন্টন","খনিজ তেল, প্রাকৃতিক গ্যাস, কয়লা, কঠিন শিলা","বাংলাদেশের খনিজ সম্পদের অবস্থান ও বন্টন (খনিজ তেল, প্রাকৃতিক গ্যাস, কয়লা, কঠিন শিলা)"
"9-10","geography","অধ্যায় ১১: বাংলাদেশের সম্পদ ও শিল্প","বাংলাদেশের অর্থনীতিতে খনিজ সম্পদের ভূমিকা","","বাংলাদেশের অর্থনীতিতে খনিজ সম্পদের ভূমিকা"
"9-10","geography","অধ্যায় ১১: বাংলাদেশের সম্পদ ও শিল্প","বাংলাদেশের প্রধান শিল্পাঞ্চল ও শিল্পের বন্টন","পাট, বস্ত্র, চিনি, সার, সিমেন্ট","বাংলাদেশের প্রধান শিল্পাঞ্চল ও শিল্পের বন্টন (পাট, বস্ত্র, চিনি, সার, সিমেন্ট)"
"9-10","geography","অধ্যায় ১১: বাংলাদেশের সম্পদ ও শিল্প","বাংলাদেশের অর্থনীতিতে পোশাক শিল্পের অবদান ও সম্ভাবনা","","বাংলাদেশের অর্থনীতিতে পোশাক শিল্পের অবদান ও সম্ভাবনা"
"9-10","geography","অধ্যায় ১১: বাংলাদেশের সম্পদ ও শিল্প","বাংলাদেশের প্রধান পর্যটন কেন্দ্র ও তাদের বৈশিষ্ট্য","","বাংলাদেশের প্রধান পর্যটন কেন্দ্র ও তাদের বৈশিষ্ট্য"
"9-10","geography","অধ্যায় ১১: বাংলাদেশের সম্পদ ও শিল্প","বাংলাদেশে পর্যটন শিল্পের গুরুত্ব, সম্ভাবনা ও চ্যালেঞ্জ","","বাংলাদেশে পর্যটন শিল্পের গুরুত্ব, সম্ভাবনা ও চ্যালেঞ্জ"
"9-10","geography","অধ্যায় ১১: বাংলাদেশের সম্পদ ও শিল্প","বাংলাদেশের সম্পদের টেকসই ব্যবহার","","বাংলাদেশের সম্পদের টেকসই ব্যবহার"
"9-10","geography","অধ্যায় ১২: বাংলাদেশের যোগাযোগ ব্যবস্থা ও বাণিজ্য","বাংলাদেশের যোগাযোগ ব্যবস্থার ধারণা ও প্রধান মাধ্যম","সড়কপথ, রেলপথ, নৌপথ, আকাশপথ","বাংলাদেশের যোগাযোগ ব্যবস্থার ধারণা ও প্রধান মাধ্যম (সড়কপথ, রেলপথ, নৌপথ, আকাশপথ)"
"9-10","geography","অধ্যায় ১২: বাংলাদেশের যোগাযোগ ব্যবস্থা ও বাণিজ্য","যোগাযোগ ও পরিবহনে বিভিন্ন পথের গুরুত্ব ও তুলনামূলক বিশ্লেষণ","","যোগাযোগ ও পরিবহনে বিভিন্ন পথের গুরুত্ব ও তুলনামূলক বিশ্লেষণ"
