"grade","subject","chapter","topic","scope_note","topic_raw"
"9-10","finance-and-banking","অধ্যায় ৪: অর্থের সময়মূল্য","অর্থের সময়মূল্যের ধারণা","","অর্থের সময়মূল্যের ধারণা"
"9-10","finance-and-banking","অধ্যায় ৪: অর্থের সময়মূল্য","অর্থের সময়মূল্যের গুরুত্ব","","অর্থের সময়মূল্যের গুরুত্ব"
"9-10","finance-and-banking","অধ্যায় ৪: অর্থের সময়মূল্য","সুযোগ ব্যয় নির্ধারণ ও রুল ৭২","","সুযোগ ব্যয় নির্ধারণ ও রুল ৭২"
"9-10","finance-and-banking","অধ্যায় ৪: অর্থের সময়মূল্য","ভবিষ্যৎ মূল্য ও বার্ষিক চক্রবৃদ্ধিকরণ","","ভবিষ্যৎ মূল্য ও বার্ষিক চক্রবৃদ্ধিকরণ"
"9-10","finance-and-banking","অধ্যায় ৪: অর্থের সময়মূল্য","চক্রবৃদ্ধি সুদ ও সরল সুদের পার্থক্য","","চক্রবৃদ্ধি সুদ ও সরল সুদের পার্থক্য"
"9-10","finance-and-banking","অধ্যায় ৪: অর্থের সময়মূল্য","বর্তমান মূল্য ও বার্ষিক বাট্টাকরণ","","বর্তমান মূল্য ও বার্ষিক বাট্টাকরণ"
"9-10","finance-and-banking","অধ্যায় ৪: অর্থের সময়মূল্য","বছরে একাধিকবার চক্রবৃদ্ধিকরণে ভবিষ্যৎ মূল্য","","বছরে একাধিকবার চক্রবৃদ্ধিকরণে ভবিষ্যৎ মূল্য"
"9-10","finance-and-banking","অধ্যায় ৪: অর্থের সময়মূল্য","বছরে একাধিকবার বাট্টাকরণে বর্তমান মূল্য","","বছরে একাধিকবার বাট্টাকরণে বর্তমান মূল্য"
"9-10","finance-and-banking","অধ্যায় ৪: অর্থের সময়মূল্য","প্রকৃত সুদের হার নির্ণয়","","প্রকৃত সুদের হার নির্ণয়"
"9-10","finance-and-banking","অধ্যায় ৫: ঝুঁকি ও অনিশ্চয়তা","ঝুঁকি ও অনিশ্চয়তার ধারণা","","ঝুঁকি ও অনিশ্চয়তার ধারণা"
"9-10","finance-and-banking","অধ্যায় ৫: ঝুঁকি ও অনিশ্চয়তা","ঝুঁকি ও অনিশ্চয়তার পার্থক্য","","ঝুঁকি ও অনিশ্চয়তার পার্থক্য"
"9-10","finance-and-banking","অধ্যায় ৫: ঝুঁকি ও অনিশ্চয়তা","ব্যবসায়িক ঝুঁকি ও আর্থিক ঝুঁকি","","ব্যবসায়িক ঝুঁকি ও আর্থিক ঝুঁকি"
"9-10","finance-and-banking","অধ্যায় ৫: ঝুঁকি ও অনিশ্চয়তা","সুদ হারের ঝুঁকি ও তারল্য ঝুঁকি","","সুদ হারের ঝুঁকি ও তারল্য ঝুঁকি"
"9-10","finance-and-banking","অধ্যায় ৫: ঝুঁকি ও অনিশ্চয়তা","ঝুঁকির তাৎপর্য","","ঝুঁকির তাৎপর্য"
"9-10","finance-and-banking","অধ্যায় ৫: ঝুঁকি ও অনিশ্চয়তা","ঝুঁকিমুক্ত আয় ও ঝুঁকিবহুল আয়","","ঝুঁকিমুক্ত আয় ও ঝুঁকিবহুল আয়"
"9-10","finance-and-banking","অধ্যায় ৫: ঝুঁকি ও অনিশ্চয়তা","প্রত্যাশিত বা গড় আয় নির্ণয়","","প্রত্যাশিত বা গড় আয় নির্ণয়"
"9-10","finance-and-banking","অধ্যায় ৫: ঝুঁকি ও অনিশ্চয়তা","আদর্শ বিচ্যুতি দিয়ে ঝুঁকি পরিমাপ","","আদর্শ বিচ্যুতি দিয়ে ঝুঁকি পরিমাপ"
"9-10","finance-and-banking","অধ্যায় ৫: ঝুঁকি ও অনিশ্চয়তা","ঝুঁকি বিবেচনায় সিদ্ধান্ত গ্রহণ নীতি","","ঝুঁকি বিবেচনায় সিদ্ধান্ত গ্রহণ নীতি"
"9-10","finance-and-banking","অধ্যায় ৬: মূলধনি আয়-ব্যয় প্রাক্কলন","মূলধন বাজেটিং-এর ধারণা","","মূলধন বাজেটিং-এর ধারণা"
"9-10","finance-and-banking","অধ্যায় ৬: মূলধনি আয়-ব্যয় প্রাক্কলন","মূলধন বাজেটিং-এর গুরুত্ব","","মূলধন বাজেটিং-এর গুরুত্ব"
"9-10","finance-and-banking","অধ্যায় ৬: মূলধনি আয়-ব্যয় প্রাক্কলন","মূলধন বাজেটিং-এর প্রয়োগক্ষেত্র","","মূলধন বাজেটিং-এর প্রয়োগক্ষেত্র"
"9-10","finance-and-banking","অধ্যায় ৬: মূলধনি আয়-ব্যয় প্রাক্কলন","মূলধন বাজেটিং-এর প্রক্রিয়া","","মূলধন বাজেটিং-এর প্রক্রিয়া"
"9-10","finance-and-banking","অধ্যায় ৬: মূলধনি আয়-ব্যয় প্রাক্কলন","মূলধন বাজেটিং-এর পদ্ধতিসমূহ","","মূলধন বাজেটিং-এর পদ্ধতিসমূহ"
"9-10","finance-and-banking","অধ্যায় ৬: মূলধনি আয়-ব্যয় প্রাক্কলন","গড় মুনাফার হার পদ্ধতি","ARR","গড় মুনাফার হার পদ্ধতি (ARR)"
"9-10","finance-and-banking","অধ্যায় ৬: মূলধনি আয়-ব্যয় প্রাক্কলন","গড় মুনাফার হার পদ্ধতির সীমাবদ্ধতা","","গড় মুনাফার হার পদ্ধতির সীমাবদ্ধতা"
"9-10","finance-and-banking","অধ্যায় ৬: মূলধনি আয়-ব্যয় প্রাক্কলন","পে-ব্যাক সময় পদ্ধতি","","পে-ব্যাক সময় পদ্ধতি"
"9-10","finance-and-banking","অধ্যায় ৬: মূলধনি আয়-ব্যয় প্রাক্কলন","পে-ব্যাক সময় পদ্ধতির সীমাবদ্ধতা","","পে-ব্যাক সময় পদ্ধতির সীমাবদ্ধতা"
"9-10","finance-and-banking","অধ্যায় ৬: মূলধনি আয়-ব্যয় প্রাক্কলন","নিট বর্তমান মূল্য ও অভ্যন্তরীণ মুনাফার হার পদ্ধতি","","নিট বর্তমান মূল্য ও অভ্যন্তরীণ মুনাফার হার পদ্ধতি"
"9-10","finance-and-banking","অধ্যায় ৭: মূলধন ব্যয়","মূলধন ব্যয় ও তহবিলের খরচের ধারণা","","মূলধন ব্যয় ও তহবিলের খরচের ধারণা"
"9-10","finance-and-banking","অধ্যায় ৭: মূলধন ব্যয়","মূলধন ব্যয় নির্ণয়ের তাৎপর্য","","মূলধন ব্যয় নির্ণয়ের তাৎপর্য"
"9-10","finance-and-banking","অধ্যায় ৭: মূলধন ব্যয়","ঋণ মূলধনের ব্যয় ও কর-সমন্বয়","","ঋণ মূলধনের ব্যয় ও কর-সমন্বয়"
"9-10","finance-and-banking","অধ্যায় ৭: মূলধন ব্যয়","অগ্রাধিকার শেয়ারের ব্যয়","","অগ্রাধিকার শেয়ারের ব্যয়"
"9-10","finance-and-banking","অধ্যায় ৭: মূলধন ব্যয়","সাধারণ শেয়ার মূলধন ব্যয়","শূন্য লভ্যাংশ বৃদ্ধি পদ্ধতি","সাধারণ শেয়ার মূলধন ব্যয় (শূন্য লভ্যাংশ বৃদ্ধি পদ্ধতি)"
"9-10","finance-and-banking","অধ্যায় ৭: মূলধন ব্যয়","সাধারণ শেয়ার মূলধন ব্যয়","স্থিরহারে লভ্যাংশ বৃদ্ধি পদ্ধতি","সাধারণ শেয়ার মূলধন ব্যয় (স্থিরহারে লভ্যাংশ বৃদ্ধি পদ্ধতি)"
"9-10","finance-and-banking","অধ্যায় ৭: মূলধন ব্যয়","সংরক্ষিত আয়ের ব্যয় ও সুযোগ ব্যয়","","সংরক্ষিত আয়ের ব্যয় ও সুযোগ ব্যয়"
"9-10","finance-and-banking","অধ্যায় ৭: মূলধন ব্যয়","গড় মূলধনি ব্যয়","WACC","গড় মূলধনি ব্যয় (WACC)"
"9-10","finance-and-banking","অধ্যায় ৮: মুদ্রা, ব্যাংক ও ব্যাংকিং","মুদ্রার ধারণা ও ইতিহাস","","মুদ্রার ধারণা ও ইতিহাস"
"9-10","finance-and-banking","অধ্যায় ৮: মুদ্রা, ব্যাংক ও ব্যাংকিং","বিনিময় প্রথা","","বিনিময় প্রথা"
"9-10","finance-and-banking","অধ্যায় ৮: মুদ্রা, ব্যাংক ও ব্যাংকিং","ধাতব মুদ্রা ও কাগজি মুদ্রা","","ধাতব মুদ্রা ও কাগজি মুদ্রা"
"9-10","finance-and-banking","অধ্যায় ৮: মুদ্রা, ব্যাংক ও ব্যাংকিং","মুদ্রার কার্যাবলি","","মুদ্রার কার্যাবলি"
"9-10","finance-and-banking","অধ্যায় ৮: মুদ্রা, ব্যাংক ও ব্যাংকিং","মুদ্রা ও ব্যাংকের সম্পর্ক","","মুদ্রা ও ব্যাংকের সম্পর্ক"
"9-10","finance-and-banking","অধ্যায় ৮: মুদ্রা, ব্যাংক ও ব্যাংকিং","ব্যাংক, ব্যাংকিং ও ব্যাংকার","","ব্যাংক, ব্যাংকিং ও ব্যাংকার"
"9-10","finance-and-banking","অধ্যায় ৮: মুদ্রা, ব্যাংক ও ব্যাংকিং","ব্যাংকিং কার্যাবলি","","ব্যাংকিং কার্যাবলি"
"9-10","finance-and-banking","অধ্যায় ৮: মুদ্রা, ব্যাংক ও ব্যাংকিং","ব্যাংক ব্যবসায়ের ইতিহাস ও ক্রমবিকাশ","","ব্যাংক ব্যবসায়ের ইতিহাস ও ক্রমবিকাশ"
"9-10","finance-and-banking","অধ্যায় ৮: মুদ্রা, ব্যাংক ও ব্যাংকিং","বাংলাদেশে ব্যাংক ব্যবস্থার বিকাশ","","বাংলাদেশে ব্যাংক ব্যবস্থার বিকাশ"
"9-10","finance-and-banking","অধ্যায় ৯: ব্যাংকিং ব্যবসায় ও তার ধরন","ব্যাংকের উদ্দেশ্যাবলি","","ব্যাংকের উদ্দেশ্যাবলি"
"9-10","finance-and-banking","অধ্যায় ৯: ব্যাংকিং ব্যবসায় ও তার ধরন","ব্যাংকের গঠন","","ব্যাংকের গঠন"
"9-10","finance-and-banking","অধ্যায় ৯: ব্যাংকিং ব্যবসায় ও তার ধরন","ব্যাংকিং ব্যবসার মূলনীতি","","ব্যাংকিং ব্যবসার মূলনীতি"
"9-10","finance-and-banking","অধ্যায় ৯: ব্যাংকিং ব্যবসায় ও তার ধরন","ব্যাংকের শ্রেণিবিন্যাস","","ব্যাংকের শ্রেণিবিন্যাস"
"9-10","finance-and-banking","অধ্যায় ৯: ব্যাংকিং ব্যবসায় ও তার ধরন","তালিকাভুক্ত ও অতালিকাভুক্ত ব্যাংক","","তালিকাভুক্ত ও অতালিকাভুক্ত ব্যাংক"
"9-10","finance-and-banking","অধ্যায় ৯: ব্যাংকিং ব্যবসায় ও তার ধরন","সরকারি বাণিজ্যিক ও বিশেষায়িত ব্যাংক","","সরকারি বাণিজ্যিক ও বিশেষায়িত ব্যাংক"
"9-10","finance-and-banking","অধ্যায় ৯: ব্যাংকিং ব্যবসায় ও তার ধরন","বেসরকারি ও বিদেশি বাণিজ্যিক ব্যাংক","","বেসরকারি ও বিদেশি বাণিজ্যিক ব্যাংক"
"9-10","finance-and-banking","অধ্যায় ৯: ব্যাংকিং ব্যবসায় ও তার ধরন","কার্যভিত্তিক ব্যাংক","","কার্যভিত্তিক ব্যাংক"
"9-10","finance-and-banking","অধ্যায় ৯: ব্যাংকিং ব্যবসায় ও তার ধরন","বিশেষ গ্রাহকভিত্তিক ব্যাংক","","বিশেষ গ্রাহকভিত্তিক ব্যাংক"
"9-10","finance-and-banking","অধ্যায় ৯: ব্যাংকিং ব্যবসায় ও তার ধরন","সুদমুক্ত বা শরীয়াহ ব্যাংক","","সুদমুক্ত বা শরীয়াহ ব্যাংক"
"9-10","finance-and-banking","অধ্যায় ৯: ব্যাংকিং ব্যবসায় ও তার ধরন","সরকারি ও বেসরকারি ব্যাংকের পার্থক্য","","সরকারি ও বেসরকারি ব্যাংকের পার্থক্য"
"9-10","finance-and-banking","অধ্যায় ১০: বাণিজ্যিক ব্যাংক","বাণিজ্যিক ব্যাংকের ধারণা ও পরিচিতি","","বাণিজ্যিক ব্যাংকের ধারণা ও পরিচিতি"
"9-10","finance-and-banking","অধ্যায় ১০: বাণিজ্যিক ব্যাংক","বাণিজ্যিক ব্যাংকের উদ্দেশ্য","","বাণিজ্যিক ব্যাংকের উদ্দেশ্য"
"9-10","finance-and-banking","অধ্যায় ১০: বাণিজ্যিক ব্যাংক","বাণিজ্যিক ব্যাংকের প্রধান কার্যাবলি","","বাণিজ্যিক ব্যাংকের প্রধান কার্যাবলি"
"9-10","finance-and-banking","অধ্যায় ১০: বাণিজ্যিক ব্যাংক","ঋণ-আমানত সৃষ্টি","","ঋণ-আমানত সৃষ্টি"
"9-10","finance-and-banking","অধ্যায় ১০: বাণিজ্যিক ব্যাংক","বাণিজ্যিক ব্যাংকের বিশেষ ও অন্যান্য কাজ","","বাণিজ্যিক ব্যাংকের বিশেষ ও অন্যান্য কাজ"
"9-10","finance-and-banking","অধ্যায় ১০: বাণিজ্যিক ব্যাংক","বাণিজ্যিক ব্যাংকের তহবিলের উৎস","","বাণিজ্যিক ব্যাংকের তহবিলের উৎস"
"9-10","finance-and-banking","অধ্যায় ১০: বাণিজ্যিক ব্যাংক","বাণিজ্যিক ব্যাংকের আয়ের উৎস","","বাণিজ্যিক ব্যাংকের আয়ের উৎস"
"9-10","finance-and-banking","অধ্যায় ১০: বাণিজ্যিক ব্যাংক","বাণিজ্যিক ব্যাংকের ব্যয়ের খাত","","বাণিজ্যিক ব্যাংকের ব্যয়ের খাত"
"9-10","finance-and-banking","অধ্যায় ১১: ব্যাংকের আমানত","ব্যাংক আমানতের ধারণা","","ব্যাংক আমানতের ধারণা"
"9-10","finance-and-banking","অধ্যায় ১১: ব্যাংকের আমানত","ব্যাংক আমানতের উদ্দেশ্য ও গুরুত্ব","","ব্যাংক আমানতের উদ্দেশ্য ও গুরুত্ব"
"9-10","finance-and-banking","অধ্যায় ১১: ব্যাংকের আমানত","ব্যাংক হিসাবের প্রকারভেদ","","ব্যাংক হিসাবের প্রকারভেদ"
"9-10","finance-and-banking","অধ্যায় ১১: ব্যাংকের আমানত","চলতি হিসাব","","চলতি হিসাব"
"9-10","finance-and-banking","অধ্যায় ১১: ব্যাংকের আমানত","সঞ্চয়ী হিসাব","","সঞ্চয়ী হিসাব"
"9-10","finance-and-banking","অধ্যায় ১১: ব্যাংকের আমানত","স্থায়ী হিসাব","","স্থায়ী হিসাব"
"9-10","finance-and-banking","অধ্যায় ১১: ব্যাংকের আমানত","ডিপোজিট পেনশন স্কিম ও অন্যান্য বিশেষ হিসাব","","ডিপোজিট পেনশন স্কিম ও অন্যান্য বিশেষ হিসাব"
"9-10","finance-and-banking","অধ্যায় ১১: ব্যাংকের আমানত","ঋণ-আমানতি হিসাব","","ঋণ-আমানতি হিসাব"
"9-10","finance-and-banking","অধ্যায় ১১: ব্যাংকের আমানত","হিসাব খোলার ক্ষেত্রে বিবেচ্য বিষয়","","হিসাব খোলার ক্ষেত্রে বিবেচ্য বিষয়"
"9-10","finance-and-banking","অধ্যায় ১১: ব্যাংকের আমানত","ব্যাংক হিসাব খোলার পদ্ধতি","","ব্যাংক হিসাব খোলার পদ্ধতি"
"9-10","finance-and-banking","অধ্যায় ১১: ব্যাংকের আমানত","ব্যাংক হিসাব বন্ধ করার পদ্ধতি","","ব্যাংক হিসাব বন্ধ করার পদ্ধতি"
"9-10","finance-and-banking","অধ্যায় ১১: ব্যাংকের আমানত","ডেবিট কার্ড ও ক্রেডিট কার্ড","","ডেবিট কার্ড ও ক্রেডিট কার্ড"
"9-10","finance-and-banking","অধ্যায় ১১: ব্যাংকের আমানত","এটিএম, মোবাইল ও এসএমএস ব্যাংকিং","","এটিএম, মোবাইল ও এসএমএস ব্যাংকিং"
"9-10","finance-and-banking","অধ্যায় ১১: ব্যাংকের আমানত","ইন্টারনেট ব্যাংকিং ও এনি ব্রাঞ্চ ব্যাংকিং","","ইন্টারনেট ব্যাংকিং ও এনি ব্রাঞ্চ ব্যাংকিং"
"9-10","finance-and-banking","অধ্যায় ১১: ব্যাংকের আমানত","আধুনিক ও ইলেকট্রনিক ব্যাংকিং ব্যবস্থার ভবিষ্যৎ","","আধুনিক ও ইলেকট্রনিক ব্যাংকিং ব্যবস্থার ভবিষ্যৎ"
"9-10","finance-and-banking","অধ্যায় ১২: ব্যাংক ও গ্রাহক","ব্যাংক ও গ্রাহকের সম্পর্কের ধরন","","ব্যাংক ও গ্রাহকের সম্পর্কের ধরন"
"9-10","finance-and-banking","অধ্যায় ১২: ব্যাংক ও গ্রাহক","ডেটর-ক্রেডিটর ও চুক্তিবদ্ধ সম্পর্ক","","ডেটর-ক্রেডিটর ও চুক্তিবদ্ধ সম্পর্ক"
"9-10","finance-and-banking","অধ্যায় ১২: ব্যাংক ও গ্রাহক","গ্রাহকের প্রতি ব্যাংকের দায়িত্ব","","গ্রাহকের প্রতি ব্যাংকের দায়িত্ব"
"9-10","finance-and-banking","অধ্যায় ১২: ব্যাংক ও গ্রাহক","ব্যাংকের প্রতি গ্রাহকের দায়িত্ব","","ব্যাংকের প্রতি গ্রাহকের দায়িত্ব"
"9-10","finance-and-banking","অধ্যায় ১২: ব্যাংক ও গ্রাহক","চেকের ধারণা ও প্রকারভেদ","","চেকের ধারণা ও প্রকারভেদ"
"9-10","finance-and-banking","অধ্যায় ১২: ব্যাংক ও গ্রাহক","ব্যাংক হিসাবের গোপনীয়তা","","ব্যাংক হিসাবের গোপনীয়তা"
"9-10","finance-and-banking","অধ্যায় ১২: ব্যাংক ও গ্রাহক","ব্যাংক ও গ্রাহক সম্পর্কের অবসানের কারণ","","ব্যাংক ও গ্রাহক সম্পর্কের অবসানের কারণ"
"9-10","finance-and-banking","অধ্যায় ১৩: কেন্দ্রীয় ব্যাংক","কেন্দ্রীয় ব্যাংকের ধারণা","","কেন্দ্রীয় ব্যাংকের ধারণা"
"9-10","finance-and-banking","অধ্যায় ১৩: কেন্দ্রীয় ব্যাংক","কেন্দ্রীয় ব্যাংকের উদ্দেশ্য","","কেন্দ্রীয় ব্যাংকের উদ্দেশ্য"
"9-10","finance-and-banking","অধ্যায় ১৩: কেন্দ্রীয় ব্যাংক","কেন্দ্রীয় ব্যাংকের সাধারণ কার্যাবলি","","কেন্দ্রীয় ব্যাংকের সাধারণ কার্যাবলি"
"9-10","finance-and-banking","অধ্যায় ১৩: কেন্দ্রীয় ব্যাংক","নোট ও মুদ্রা প্রচলন","","নোট ও মুদ্রা প্রচলন"
"9-10","finance-and-banking","অধ্যায় ১৩: কেন্দ্রীয় ব্যাংক","কেন্দ্রীয় ব্যাংকের ঋণ নিয়ন্ত্রণ পদ্ধতি","","কেন্দ্রীয় ব্যাংকের ঋণ নিয়ন্ত্রণ পদ্ধতি"
"9-10","finance-and-banking","অধ্যায় ১৩: কেন্দ্রীয় ব্যাংক","সরকারের ব্যাংক হিসেবে কেন্দ্রীয় ব্যাংকের কার্যাবলি","","সরকারের ব্যাংক হিসেবে কেন্দ্রীয় ব্যাংকের কার্যাবলি"
"9-10","finance-and-banking","অধ্যায় ১৩: কেন্দ্রীয় ব্যাংক","সকল ব্যাংকের ব্যাংকার হিসেবে কেন্দ্রীয় ব্যাংকের কার্যাবলি","","সকল ব্যাংকের ব্যাংকার হিসেবে কেন্দ্রীয় ব্যাংকের কার্যাবলি"
"9-10","finance-and-banking","অধ্যায় ১৩: কেন্দ্রীয় ব্যাংক","নিকাশ ঘর","","নিকাশ ঘর"
"9-10","finance-and-banking","অধ্যায় ১৩: কেন্দ্রীয় ব্যাংক","ঋণের শেষ আশ্রয়স্থল","","ঋণের শেষ আশ্রয়স্থল"
"9-10","finance-and-banking","অধ্যায় ১৩: কেন্দ্রীয় ব্যাংক","কেন্দ্রীয় ব্যাংকের গঠন, ব্যবস্থাপনা ও বিভাগসমূহ","","কেন্দ্রীয় ব্যাংকের গঠন, ব্যবস্থাপনা ও বিভাগসমূহ"
"9-10","finance-and-banking","অধ্যায় ১৩: কেন্দ্রীয় ব্যাংক","কেন্দ্রীয় ও বাণিজ্যিক ব্যাংকের সম্পর্ক","","কেন্দ্রীয় ও বাণিজ্যিক ব্যাংকের সম্পর্ক"
"9-10","finance-and-banking","অধ্যায় ১৩: কেন্দ্রীয় ব্যাংক","অর্থনৈতিক উন্নয়নে বাংলাদেশ ব্যাংকের ভূমিকা","","অর্থনৈতিক উন্নয়নে বাংলাদেশ ব্যাংকের ভূমিকা"
