grade,subject,chapter,topic,scope_note,topic_raw
9-10,geography,অধ্যায় ২: মহাবিশ্ব ও আমাদের পৃথিবী,পৃথিবী ও চাঁদের সম্পর্ক,,পৃথিবী ও চাঁদের সম্পর্ক
9-10,geography,অধ্যায় ২: মহাবিশ্ব ও আমাদের পৃথিবী,পৃথিবী ও চাঁদের তুলনা,,পৃথিবী ও চাঁদের তুলনা
9-10,geography,অধ্যায় ২: মহাবিশ্ব ও আমাদের পৃথিবী,পৃথিবীর জ্যামিতিক বৈশিষ্ট্য,,পৃথিবীর জ্যামিতিক বৈশিষ্ট্য
9-10,geography,অধ্যায় ২: মহাবিশ্ব ও আমাদের পৃথিবী,মেরু ও বিষুব বৃত্ত,,মেরু ও বিষুব বৃত্ত
9-10,geography,অধ্যায় ২: মহাবিশ্ব ও আমাদের পৃথিবী,পৃথিবীর দৈর্ঘ্য ও প্রস্থ,,পৃথিবীর দৈর্ঘ্য ও প্রস্থ
9-10,geography,অধ্যায় ২: মহাবিশ্ব ও আমাদের পৃথিবী,পৃথিবীর স্থিতিবিধি,,পৃথিবীর স্থিতিবিধি
9-10,geography,অধ্যায় ২: মহাবিশ্ব ও আমাদের পৃথিবী,পৃথিবীর নতি,,পৃথিবীর নতি
9-10,geography,অধ্যায় ২: মহাবিশ্ব ও আমাদের পৃথিবী,পৃথিবীর গতি,,পৃথিবীর গতি
9-10,geography,অধ্যায় ২: মহাবিশ্ব ও আমাদের পৃথিবী,পৃথিবীর আবর্তন ও তার প্রভাব,,পৃথিবীর আবর্তন ও তার প্রভাব
9-10,geography,অধ্যায় ২: মহাবিশ্ব ও আমাদের পৃথিবী,পৃথিবীর স্বকীয় গতির প্রভাব,,পৃথিবীর স্বকীয় গতির প্রভাব
9-10,geography,অধ্যায় ২: মহাবিশ্ব ও আমাদের পৃথিবী,পৃথিবীর বর্তন,,পৃথিবীর বর্তন
9-10,geography,অধ্যায় ২: মহাবিশ্ব ও আমাদের পৃথিবী,পৃথিবীর কক্ষীয় গতি,,পৃথিবীর কক্ষীয় গতি
9-10,geography,অধ্যায় ২: মহাবিশ্ব ও আমাদের পৃথিবী,বার্ষিক গতির প্রমাণ পদ্ধতি,,বার্ষিক গতির প্রমাণ পদ্ধতি
9-10,geography,অধ্যায় ২: মহাবিশ্ব ও আমাদের পৃথিবী,ঋতু পরিবর্তন প্রক্রিয়া,,ঋতু পরিবর্তন প্রক্রিয়া
9-10,geography,অধ্যায় ২: মহাবিশ্ব ও আমাদের পৃথিবী,ঋতু পরিবর্তনের কারণসমূহ,,ঋতু পরিবর্তনের কারণসমূহ
9-10,geography,অধ্যায় ২: মহাবিশ্ব ও আমাদের পৃথিবী,মৌসুমী পরিবর্তনের ধাপসমূহ,,মৌসুমী পরিবর্তনের ধাপসমূহ
9-10,geography,অধ্যায় ২: মহাবিশ্ব ও আমাদের পৃথিবী,মৌসুমী পরিবর্তনের প্রভাব,,মৌসুমী পরিবর্তনের প্রভাব
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,মানচিত্রের ধারণা,,মানচিত্রের ধারণা
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,মানচিত্রের উদ্দেশ্য,,মানচিত্রের উদ্দেশ্য
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,মানচিত্রের প্রকারভেদ,,মানচিত্রের প্রকারভেদ
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,প্রাকৃতিক মানচিত্র,,প্রাকৃতিক মানচিত্র
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,সাংস্কৃতিক মানচিত্র,,সাংস্কৃতিক মানচিত্র
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,কাঠামোগত মানচিত্র,,কাঠামোগত মানচিত্র
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,বিশেষায়িত মানচিত্র,,বিশেষায়িত মানচিত্র
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,তারিখ ও বিশেষায়িত মানচিত্র,,তারিখ ও বিশেষায়িত মানচিত্র
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,প্রাকৃতিক মানচিত্রের উদাহরণ,,প্রাকৃতিক মানচিত্রের উদাহরণ
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,সাংস্কৃতিক মানচিত্রের উদাহরণ,,সাংস্কৃতিক মানচিত্রের উদাহরণ
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,মানচিত্র প্রণালীর ধারণা,,মানচিত্র প্রণালীর ধারণা
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,সাধারণ মানচিত্র প্রণালীর প্রকারভেদ,,সাধারণ মানচিত্র প্রণালীর প্রকারভেদ
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,প্রজেকশনের ধারণা,,প্রজেকশনের ধারণা
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,সাধারণ মানচিত্র প্রণালী,,সাধারণ মানচিত্র প্রণালী
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,মানচিত্র প্রণালীর বিশেষত্ব,,মানচিত্র প্রণালীর বিশেষত্ব
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,মানচিত্রের গুরুত্ব,,মানচিত্রের গুরুত্ব
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,মানচিত্রের সীমাবদ্ধতা,,মানচিত্রের সীমাবদ্ধতা
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,মানচিত্র পরিভাষা,,মানচিত্র পরিভাষা
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,মানচিত্র প্রতীক ও রেখাচিত্র,,মানচিত্র প্রতীক ও রেখাচিত্র
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,মানচিত্রের রঙ বিন্যাস,,মানচিত্রের রঙ বিন্যাস
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,মানচিত্র অঙ্কনের প্রতীক,,মানচিত্র অঙ্কনের প্রতীক
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,মানচিত্রে তারিখ মাপার প্রতীক,,মানচিত্রে তারিখ মাপার প্রতীক
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,মানচিত্রের প্রতীক,,মানচিত্রের প্রতীক
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,ইকুয়েটরিয়াল মানচিত্র প্রণালী,,ইকুয়েটরিয়াল মানচিত্র প্রণালী
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,কোণীয় মানচিত্র প্রণালী,,কোণীয় মানচিত্র প্রণালী
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,সমতলীয় মানচিত্র প্রণালী,,সমতলীয় মানচিত্র প্রণালী
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,প্রজেকশনের প্রকারভেদ,,প্রজেকশনের প্রকারভেদ
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,প্রজেকশনের বৈশিষ্ট্য,,প্রজেকশনের বৈশিষ্ট্য
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,প্রজেকশনের উদাহরণ,,প্রজেকশনের উদাহরণ
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,রিচার্থ মানচিত্র প্রণালী,,রিচার্থ মানচিত্র প্রণালী
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,থিম্পোসো মানচিত্র প্রণালী,,থিম্পোসো মানচিত্র প্রণালী
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,ইউনিভার্সাল পোলার মানচিত্র প্রণালী,,ইউনিভার্সাল পোলার মানচিত্র প্রণালী
9-10,geography,অধ্যায় ৩: মানচিত্র পর্ন ও ব্যবহার,গুট্রিচ মানচিত্র প্রণালী,,গুট্রিচ মানচিত্র প্রণালী
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,আর-মেরকাটর মানচিত্র প্রণালী,,আর-মেরকাটর মানচিত্র প্রণালী
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,বাংলাদেশের মানচিত্র,,বাংলাদেশের মানচিত্র
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,বাংলাদেশের সংবাদপত্রের মানচিত্র,,বাংলাদেশের সংবাদপত্রের মানচিত্র
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,বাংলাদেশের জনসংখ্যার মানচিত্র,,বাংলাদেশের জনসংখ্যার মানচিত্র
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে আঞ্চলিক পরিচিতি,,মানচিত্রে আঞ্চলিক পরিচিতি
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,গোলক ও মানচিত্র,,গোলক ও মানচিত্র
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,পৃথিবীর বৃত্তাকার রূপ,,পৃথিবীর বৃত্তাকার রূপ
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে তারিখ নির্ধারণ,,মানচিত্রে তারিখ নির্ধারণ
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,তারিখ বৃত্ত,,তারিখ বৃত্ত
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,আমাদের দেশের সর্ব উচ্চ ও সর্ব নিচ স্থান,,আমাদের দেশের সর্ব উচ্চ ও সর্ব নিচ স্থান
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে পরিসংখ্যান,,মানচিত্রে পরিসংখ্যান
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে স্থানের নাম,,মানচিত্রে স্থানের নাম
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে ক্ষেত্রফল,,মানচিত্রে ক্ষেত্রফল
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে জনসংখ্যা,,মানচিত্রে জনসংখ্যা
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে অর্থনৈতিক তথ্য,,মানচিত্রে অর্থনৈতিক তথ্য
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে যোগাযোগ,,মানচিত্রে যোগাযোগ
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে ভূমি ব্যবহার,,মানচিত্রে ভূমি ব্যবহার
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে জলবায়ু,,মানচিত্রে জলবায়ু
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে দুর্যোগ,,মানচিত্রে দুর্যোগ
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে নগরায়ণ,,মানচিত্রে নগরায়ণ
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,স্থানীয় মানচিত্র,,স্থানীয় মানচিত্র
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে পরিকল্পনা,,মানচিত্রে পরিকল্পনা
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,ক্ষেত্রফল মাপার প্রতীক,,ক্ষেত্রফল মাপার প্রতীক
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে উচ্চতা,,মানচিত্রে উচ্চতা
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে তীর্থস্থান,,মানচিত্রে তীর্থস্থান
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে স্থাপনা,,মানচিত্রে স্থাপনা
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে ঐতিহ্য,,মানচিত্রে ঐতিহ্য
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে পরিবহন,,মানচিত্রে পরিবহন
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে সময় পার্থক্য,,মানচিত্রে সময় পার্থক্য
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে সময়,,মানচিত্রে সময়
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে রুট,,মানচিত্রে রুট
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্র পরিদর্শন,,মানচিত্র পরিদর্শন
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্র বিশ্লেষণ,,মানচিত্র বিশ্লেষণ
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্র ব্যবহার,,মানচিত্র ব্যবহার
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে দিক নির্ণয়,,মানচিত্রে দিক নির্ণয়
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে দিক পরিকল্পনা,,মানচিত্রে দিক পরিকল্পনা
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে স্থান নির্ণয়,,মানচিত্রে স্থান নির্ণয়
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে দূরত্ব মাপা,,মানচিত্রে দূরত্ব মাপা
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,তুলনামূলক তথ্য,,তুলনামূলক তথ্য
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,তুলনামূলক পরিসংখ্যান,,তুলনামূলক পরিসংখ্যান
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে তথ্য সংগ্রহ,,মানচিত্রে তথ্য সংগ্রহ
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে তথ্য সংরক্ষণ,,মানচিত্রে তথ্য সংরক্ষণ
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্র মন্তব্য,,মানচিত্র মন্তব্য
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,তুলনামূলক রঙিন মানচিত্র,,তুলনামূলক রঙিন মানচিত্র
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,রঙিন মানচিত্র,,রঙিন মানচিত্র
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,অনুপাত মানচিত্র,,অনুপাত মানচিত্র
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রের অনুপাত,,মানচিত্রের অনুপাত
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,স্থানীয় সারণি মানচিত্র,,স্থানীয় সারণি মানচিত্র
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে স্থানীয় সারণি,,মানচিত্রে স্থানীয় সারণি
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,আঞ্চলিক তুলনামূলক মানচিত্র,,আঞ্চলিক তুলনামূলক মানচিত্র
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,রৈখিক সারণি মানচিত্র,,রৈখিক সারণি মানচিত্র
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,বৃত্তাকার সারণি মানচিত্র,,বৃত্তাকার সারণি মানচিত্র
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,সরলরেখা মানচিত্র,,সরলরেখা মানচিত্র
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে সরলরেখা,,মানচিত্রে সরলরেখা
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রের তথ্য,,মানচিত্রের তথ্য
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে দূরত্ব নির্ণয়,,মানচিত্রে দূরত্ব নির্ণয়
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে সময়কাল,,মানচিত্রে সময়কাল
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে স্থান চিহ্নিতকরণ,,মানচিত্রে স্থান চিহ্নিতকরণ
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে দূরত্ব পরিমাপ,,মানচিত্রে দূরত্ব পরিমাপ
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে বেগ নির্ণয়,,মানচিত্রে বেগ নির্ণয়
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে গতি নির্ণয়,,মানচিত্রে গতি নির্ণয়
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে সরলরেখা ও বক্ররেখা,,মানচিত্রে সরলরেখা ও বক্ররেখা
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে সময় সংক্রান্ত প্রশ্ন,,মানচিত্রে সময় সংক্রান্ত প্রশ্ন
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,মানচিত্রে দিক ও স্থান চিহ্নিতকরণ,,মানচিত্রে দিক ও স্থান চিহ্নিতকরণ
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,বাস্তব ও মানচিত্রের তথ্য,,বাস্তব ও মানচিত্রের তথ্য
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,স্থানের বর্ণনা,,স্থানের বর্ণনা
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,জিপিএস ও জিআইএস,,জিপিএস ও জিআইএস
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,জিপিএসের কার্যনীতি,,জিপিএসের কার্যনীতি
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,জিপিএসের ব্যবহার,,জিপিএসের ব্যবহার
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,জিআইএসের কার্যনীতি,,জিআইএসের কার্যনীতি
9-10,geography,অধ্যায় ৩: মানচিত্র পঠন ও ব্যবহার,জিআইএসের ব্যবহার,,জিআইএসের ব্যবহার
9-10,geography,অধ্যায় ৪: পৃথিবীর অভ্যন্তরীণ ও বাহ্যিক গঠন,পৃথিবীর অভ্যন্তরীণ গঠন,,পৃথিবীর অভ্যন্তরীণ গঠন
9-10,geography,অধ্যায় ৪: পৃথিবীর অভ্যন্তরীণ ও বাহ্যিক গঠন,পৃথিবীর ভূতক,,পৃথিবীর ভূতক
9-10,geography,অধ্যায় ৪: পৃথিবীর অভ্যন্তরীণ ও বাহ্যিক গঠন,পৃথিবীর গুরুমণ্ডল,,পৃথিবীর গুরুমণ্ডল
9-10,geography,অধ্যায় ৪: পৃথিবীর অভ্যন্তরীণ ও বাহ্যিক গঠন,পৃথিবীর কেন্দ্রমণ্ডল,,পৃথিবীর কেন্দ্রমণ্ডল
9-10,geography,অধ্যায় ৪: পৃথিবীর অভ্যন্তরীণ ও বাহ্যিক গঠন,শিলা ও খনিজের ধারণা,,শিলা ও খনিজের ধারণা
9-10,geography,অধ্যায় ৪: পৃথিবীর অভ্যন্তরীণ ও বাহ্যিক গঠন,শিলা ও খনিজের পার্থক্য,,শিলা ও খনিজের পার্থক্য
9-10,geography,অধ্যায় ৪: পৃথিবীর অভ্যন্তরীণ ও বাহ্যিক গঠন,পৃথিবীর শিলার শ্রেণিবিভাগ,,পৃথিবীর শিলার শ্রেণিবিভাগ
9-10,geography,অধ্যায় ৪: পৃথিবীর অভ্যন্তরীণ ও বাহ্যিক গঠন,আগ্নেয় শিলা,,আগ্নেয় শিলা
9-10,geography,অধ্যায় ৪: পৃথিবীর অভ্যন্তরীণ ও বাহ্যিক গঠন,বহিঃজ আগ্নেয় শিলা,,বহিঃজ আগ্নেয় শিলা
